# realization, C(theta=180) 
3.740000000000000000e+02 8.706634905031190783e+02
3.750000000000000000e+02 6.635217326264024678e+02
3.760000000000000000e+02 -3.013829943931148136e+01
3.770000000000000000e+02 2.894489473837915057e+02
3.780000000000000000e+02 -3.297491440150166397e+01
3.790000000000000000e+02 1.474761506051281685e+02
3.800000000000000000e+02 6.682323553678078270e+02
3.810000000000000000e+02 1.016551870438939204e+03
3.820000000000000000e+02 -9.554295306386772779e+01
3.830000000000000000e+02 2.048962348073060582e+02
3.840000000000000000e+02 1.059651081652577034e+02
3.850000000000000000e+02 -2.602577458154549959e+02
3.860000000000000000e+02 -6.323307678337934590e+01
3.870000000000000000e+02 2.879502342874025658e+02
3.880000000000000000e+02 6.067241037885480637e+02
3.890000000000000000e+02 -6.069620950768171497e+02
3.900000000000000000e+02 4.954701751203341473e+02
3.910000000000000000e+02 -2.276771977634837185e+00
3.920000000000000000e+02 1.671217716886769722e+02
3.930000000000000000e+02 6.815564291481265400e+02
3.940000000000000000e+02 3.299896828942843285e+01
3.950000000000000000e+02 1.081108337053799232e+03
3.960000000000000000e+02 1.297282288078501438e+02
3.970000000000000000e+02 -1.036611953383226137e+01
3.980000000000000000e+02 3.858054818027560486e+02
3.990000000000000000e+02 6.887994917078600565e+01
4.000000000000000000e+02 6.063664651439154341e+01
4.010000000000000000e+02 2.777299050367209929e+02
4.020000000000000000e+02 4.178692950746921753e+01
4.030000000000000000e+02 5.890944737922900458e+02
4.040000000000000000e+02 6.796220291820143302e+02
4.050000000000000000e+02 1.080015079248895518e+02
4.060000000000000000e+02 1.166036144107809605e+03
4.070000000000000000e+02 5.662162720160098388e+02
4.080000000000000000e+02 5.463021601553480195e+02
4.090000000000000000e+02 4.028021863506930913e+02
4.100000000000000000e+02 3.838699601169304287e+02
4.110000000000000000e+02 1.527122017192210990e+01
4.120000000000000000e+02 5.305004019345403776e+02
4.130000000000000000e+02 1.053638798125465428e+02
4.140000000000000000e+02 3.153093688017261229e+02
4.150000000000000000e+02 -1.557199000605110086e+02
4.160000000000000000e+02 5.846367540385364236e+01
4.170000000000000000e+02 -1.447248667030021920e+02
4.180000000000000000e+02 3.002454117743742472e+02
4.190000000000000000e+02 3.743745993439204085e+02
4.200000000000000000e+02 -4.002095069133448533e+02
4.210000000000000000e+02 1.800125229651833081e+02
4.220000000000000000e+02 -1.478334915758776447e+02
4.230000000000000000e+02 1.605321773718539191e+01
4.240000000000000000e+02 2.348493173625232089e+02
4.250000000000000000e+02 -6.655357413730644112e+01
4.260000000000000000e+02 3.655931989906039803e+02
4.270000000000000000e+02 3.762398023964605045e+02
4.280000000000000000e+02 -1.081316060715883509e+01
4.290000000000000000e+02 7.208241886214691476e+02
4.300000000000000000e+02 8.769120768559823773e+02
4.310000000000000000e+02 -9.000357821706086270e+01
4.320000000000000000e+02 3.111108397583610667e+02
4.330000000000000000e+02 -1.422842577425663251e+02
4.340000000000000000e+02 2.777968202145254963e+02
4.350000000000000000e+02 -1.788902268169861145e+02
4.360000000000000000e+02 3.411374849599342269e+02
4.370000000000000000e+02 1.002237968308757274e+02
4.380000000000000000e+02 -8.465423346410278782e+01
4.390000000000000000e+02 1.720024996205419257e+02
4.400000000000000000e+02 5.442972491074067420e+02
4.410000000000000000e+02 1.760530725700457424e+02
4.420000000000000000e+02 -6.618195888381111445e+02
4.430000000000000000e+02 -1.784677685733731778e+02
4.440000000000000000e+02 4.541016189800193388e+02
4.450000000000000000e+02 3.103878400968264941e+02
4.460000000000000000e+02 4.508435424666182598e+02
4.470000000000000000e+02 1.038967198942244750e+03
4.480000000000000000e+02 -1.738782372190999013e+02
4.490000000000000000e+02 1.174113657992059814e+02
4.500000000000000000e+02 5.444501767771740788e+02
4.510000000000000000e+02 5.346453327110344844e+01
4.520000000000000000e+02 1.412256248798678939e+02
4.530000000000000000e+02 1.500370874884204682e+02
4.540000000000000000e+02 4.027588604904531167e+02
4.550000000000000000e+02 6.537272181112535918e+01
4.560000000000000000e+02 2.384205396083057735e+02
4.570000000000000000e+02 -1.968008446658701018e+02
4.580000000000000000e+02 -2.560020822272358743e+01
4.590000000000000000e+02 -1.275417123547431117e+02
4.600000000000000000e+02 4.219733237097798337e+02
4.610000000000000000e+02 3.355259367386239546e+02
4.620000000000000000e+02 1.584809802993763697e+02
4.630000000000000000e+02 1.149768097768400139e+02
4.640000000000000000e+02 -2.684420885417242175e+02
4.650000000000000000e+02 1.491591260407656364e+03
4.660000000000000000e+02 2.081974446605037770e+02
4.670000000000000000e+02 6.134068323686511803e+01
4.680000000000000000e+02 2.485175022817798833e+02
4.690000000000000000e+02 3.417714493227051662e+02
4.700000000000000000e+02 -1.652234672819596994e+02
4.710000000000000000e+02 2.338350361110934728e+01
4.720000000000000000e+02 2.087338726070801727e+02
4.730000000000000000e+02 8.412141641208543774e+01
4.740000000000000000e+02 1.131092130438208642e+03
4.750000000000000000e+02 6.770223550877078651e+02
4.760000000000000000e+02 2.664240945004961532e+02
4.770000000000000000e+02 -1.157093457882307916e+02
4.780000000000000000e+02 6.166239337084982708e+02
4.790000000000000000e+02 3.671954693523215383e+02
4.800000000000000000e+02 2.805348733244176174e+01
4.810000000000000000e+02 4.594024769084489321e+02
4.820000000000000000e+02 4.246638195267800597e+02
4.830000000000000000e+02 4.091736930258671237e+02
4.840000000000000000e+02 -1.516728017562260789e+02
4.850000000000000000e+02 2.007710820922027892e+02
4.860000000000000000e+02 7.879630749349903454e+02
4.870000000000000000e+02 1.141303481003248635e+03
4.880000000000000000e+02 1.488686004365890483e+02
4.890000000000000000e+02 9.177798959434011294e+01
4.900000000000000000e+02 6.449960260540692616e+02
4.910000000000000000e+02 5.194919682779859613e+02
4.920000000000000000e+02 1.127915474003664940e+03
4.930000000000000000e+02 -1.337157156888588361e+02
4.940000000000000000e+02 2.685611700354488676e+02
4.950000000000000000e+02 2.063952812454516561e+02
4.960000000000000000e+02 -3.147706290413474335e+02
4.970000000000000000e+02 1.190584638285897086e+02
4.980000000000000000e+02 7.864713495173681395e+02
