# realization, C(theta=180) 
2.490000000000000000e+02 -1.044355711778987938e+02
2.500000000000000000e+02 -8.041918722698165993e+02
2.510000000000000000e+02 -1.144604388943687354e+02
2.520000000000000000e+02 5.638681913156968903e+02
2.530000000000000000e+02 9.171421126227825198e+02
2.540000000000000000e+02 -3.679062241653335263e+02
2.550000000000000000e+02 -2.715034666884264425e+00
2.560000000000000000e+02 8.979869489777519220e+01
2.570000000000000000e+02 1.405010520661360260e+02
2.580000000000000000e+02 -9.557957616303002624e+01
2.590000000000000000e+02 -1.953831749522053656e+02
2.600000000000000000e+02 -2.866252189923216633e+02
2.610000000000000000e+02 2.383610556298953043e+02
2.620000000000000000e+02 8.702914720512077906e+01
2.630000000000000000e+02 -5.558362147760080916e+02
2.640000000000000000e+02 3.953525708807375736e+02
2.650000000000000000e+02 -3.005364424710093090e+02
2.660000000000000000e+02 -1.412059052976887301e+02
2.670000000000000000e+02 -2.249963806480519679e+02
2.680000000000000000e+02 6.244162835148929389e+02
2.690000000000000000e+02 4.744193966225083159e+02
2.700000000000000000e+02 1.858911390985083472e+03
2.710000000000000000e+02 6.119836971644691630e+02
2.720000000000000000e+02 -2.515897767102574392e+02
2.730000000000000000e+02 7.163955574342642194e+02
2.740000000000000000e+02 6.393941425113320065e+02
2.750000000000000000e+02 -1.197510413382141792e+02
2.760000000000000000e+02 5.139683648364201645e+02
2.770000000000000000e+02 6.031011339913916345e+02
2.780000000000000000e+02 7.129379164849275412e+02
2.790000000000000000e+02 5.798362106618302505e+02
2.800000000000000000e+02 4.137247381354250706e+02
2.810000000000000000e+02 -1.084840412449062512e+02
2.820000000000000000e+02 1.374057841106378532e+02
2.830000000000000000e+02 3.342257297196935042e+02
2.840000000000000000e+02 4.328116771982826094e+02
2.850000000000000000e+02 1.052912297370121308e+02
2.860000000000000000e+02 2.101143912786977239e+02
2.870000000000000000e+02 1.255667734179363890e+02
2.880000000000000000e+02 -1.292601873427273347e+02
2.890000000000000000e+02 -1.269955301248027695e+02
2.900000000000000000e+02 1.965176175335240032e+02
2.910000000000000000e+02 2.372135746547325255e+02
2.920000000000000000e+02 5.550672751099809830e+02
2.930000000000000000e+02 3.088757739250685290e+02
2.940000000000000000e+02 6.849454847020109582e+02
2.950000000000000000e+02 8.417773785169029566e+01
2.960000000000000000e+02 -1.808963108872673615e+02
2.970000000000000000e+02 2.663633123477890194e+02
2.980000000000000000e+02 5.553642746694805510e+01
2.990000000000000000e+02 -2.639052000251399477e+02
3.000000000000000000e+02 5.625313072444409954e+02
3.010000000000000000e+02 -3.758680333906805231e+02
3.020000000000000000e+02 -2.429221995811400348e+02
3.030000000000000000e+02 3.445307716044291055e+02
3.040000000000000000e+02 3.544311434405406089e+02
3.050000000000000000e+02 7.424732876889913769e+01
3.060000000000000000e+02 3.957442212139966387e+02
3.070000000000000000e+02 5.956697597429461410e+01
3.080000000000000000e+02 3.552513495534017807e+02
3.090000000000000000e+02 3.685907006653993676e+02
3.100000000000000000e+02 2.015807308780162828e+02
3.110000000000000000e+02 1.840527243380344657e+02
3.120000000000000000e+02 8.978297589163053090e+02
3.130000000000000000e+02 -2.459889456044124643e+02
3.140000000000000000e+02 1.034151753561206704e+02
3.150000000000000000e+02 7.855520671521034615e+00
3.160000000000000000e+02 2.764038525701923277e+02
3.170000000000000000e+02 -4.857929151530220224e+01
3.180000000000000000e+02 3.126954581883084074e+02
3.190000000000000000e+02 5.953779059063296017e+02
3.200000000000000000e+02 4.920402545496179414e+02
3.210000000000000000e+02 1.085954753974183120e+02
3.220000000000000000e+02 1.383466051187423318e+02
3.230000000000000000e+02 -3.223054584510190352e+02
3.240000000000000000e+02 -3.217613734899884435e+02
3.250000000000000000e+02 7.982748183543968707e+02
3.260000000000000000e+02 3.896013440465322333e+02
3.270000000000000000e+02 5.720024843295536812e+02
3.280000000000000000e+02 -1.001067983230326490e+02
3.290000000000000000e+02 -2.231607384898261444e+02
3.300000000000000000e+02 2.829964004827861572e+02
3.310000000000000000e+02 6.158341453901653040e+02
3.320000000000000000e+02 -2.753936344046730937e+02
3.330000000000000000e+02 -4.687468771404551262e+02
3.340000000000000000e+02 3.735397322176704051e+02
3.350000000000000000e+02 4.536263067880903463e+02
3.360000000000000000e+02 -2.217815391643902672e+02
3.370000000000000000e+02 1.091685414885851515e+03
3.380000000000000000e+02 5.160677628423860597e+02
3.390000000000000000e+02 -9.897637260431145023e+01
3.400000000000000000e+02 1.339858920100564319e+03
3.410000000000000000e+02 2.390808946482034401e+02
3.420000000000000000e+02 5.534189451512887672e+02
3.430000000000000000e+02 4.143996260759512325e+02
3.440000000000000000e+02 4.274724198876972423e+02
3.450000000000000000e+02 1.373904381633671505e+02
3.460000000000000000e+02 8.044286261599439740e+02
3.470000000000000000e+02 8.670974108399508395e+01
3.480000000000000000e+02 4.021715506890703864e+02
3.490000000000000000e+02 -4.387152438680232081e+01
3.500000000000000000e+02 5.504912977787872705e+02
3.510000000000000000e+02 5.959885583550936872e+01
3.520000000000000000e+02 2.536015652333640844e+02
3.530000000000000000e+02 5.807747963256504136e+02
3.540000000000000000e+02 1.412228995972685084e+02
3.550000000000000000e+02 2.432579177769089256e+02
3.560000000000000000e+02 6.743842411181401530e+01
3.570000000000000000e+02 -2.346714866645961024e+02
3.580000000000000000e+02 8.169557437900811010e+02
3.590000000000000000e+02 1.466096753748799074e+03
3.600000000000000000e+02 -6.974372812247827369e+01
3.610000000000000000e+02 6.807997375221665948e+01
3.620000000000000000e+02 2.619326542175923578e+02
3.630000000000000000e+02 9.151072481458957952e+01
3.640000000000000000e+02 -5.226656204757495061e+02
3.650000000000000000e+02 6.167787483106492346e+02
3.660000000000000000e+02 2.858793727157328703e+02
3.670000000000000000e+02 3.969773634694237217e+02
3.680000000000000000e+02 -7.606327194100975930e+01
3.690000000000000000e+02 -3.416999155983764922e+02
3.700000000000000000e+02 9.577968858138648329e+02
3.710000000000000000e+02 -1.192778190195548405e+02
3.720000000000000000e+02 -7.949370217034697816e+01
3.730000000000000000e+02 -1.917603707333026364e+02
