# realization, R_lmax (parity assym measure for lmax=2-60)
8.740000000000000000e+02 nan 3.106629628000215693e+00 2.333905700741409017e+00 1.097893173088261509e+00 1.468625256993075112e+00 1.400459933972291626e+00 1.667908123325015923e+00 1.731814142832691861e+00 1.651142647968367738e+00 1.330009855299138621e+00 1.397647652086092540e+00 1.360502733676539622e+00 1.371184366802715049e+00 1.476053561145220128e+00 1.497662107355289152e+00 1.289272351440074127e+00 1.362993609424873576e+00 1.257358829130506006e+00 1.251010410660190919e+00 1.160759487251849853e+00 1.153070051185330236e+00 1.142855073783084707e+00 1.129186535942515501e+00 1.057370281509736776e+00 1.096500072587255792e+00 1.095876805791307085e+00 1.125194010377827736e+00 1.115220831577998117e+00 1.147972027563959552e+00 1.101425232356150197e+00 1.134051912032745690e+00 1.100040226643881347e+00 1.079417907808223553e+00 1.073860988062583788e+00 1.083639285712951317e+00 1.042981430643743490e+00 1.054544368117408482e+00 1.061968064718766147e+00 1.054417242733866278e+00 1.021161285675462382e+00 1.027793881453159086e+00 1.010827112391715188e+00 1.044570490702583010e+00 1.038733742869562438e+00 1.020849782956916751e+00 1.030474024891574247e+00 1.042494582807283798e+00 1.008634756624672724e+00 1.022374182080175053e+00 1.024083400408981825e+00 1.036146698521308807e+00 1.002591844418497358e+00 1.013033413757412848e+00 9.794058853117298957e-01 9.985405900529844558e-01 1.006305268039183076e+00 1.010749043609698639e+00 1.013113187707589846e+00 1.027903390641474068e+00
8.750000000000000000e+02 nan 2.997828818382782146e+01 2.221718023422500110e+01 1.658454404546421346e+00 1.536433752123273822e+00 8.652414905153743563e-01 7.432625185782879562e-01 8.443237559339038523e-01 9.063045246349262785e-01 9.280143933276805424e-01 8.750318340300216047e-01 8.618958156966202155e-01 9.266781697145225483e-01 8.782821066566771639e-01 9.295440995893083924e-01 8.067544766978601567e-01 9.041620258793241494e-01 8.791893171741888002e-01 8.908421992472320694e-01 9.288659216371204508e-01 9.576273281816525262e-01 9.496840276524023405e-01 9.763789961553471786e-01 9.513809450897329212e-01 9.743930652920932411e-01 9.677710444112861410e-01 9.411926240119560250e-01 9.327072736596087044e-01 9.665394408244969426e-01 9.666563872660118850e-01 9.707438549742389844e-01 9.512674897118743589e-01 9.613683992811218326e-01 9.796154359857851546e-01 9.700116025137706099e-01 9.015853187417697256e-01 9.619250225725805015e-01 9.569766126358923986e-01 1.017243841241229241e+00 9.981371497642727020e-01 1.008628243314521500e+00 9.942165822476650705e-01 1.011534307755960205e+00 9.977265310927762032e-01 1.007805384019497819e+00 9.714408899810768050e-01 9.901687972125936543e-01 9.711828182703535761e-01 1.006456817209984145e+00 9.961131196702475155e-01 1.011526660180724679e+00 9.806880687196724011e-01 9.901957791088811245e-01 9.623984071982549793e-01 9.607564989497089369e-01 9.326263039555597878e-01 9.379308203243120756e-01 9.386744070349586355e-01 9.519107772205861462e-01
8.760000000000000000e+02 nan 9.718341623270879692e-01 6.788014978404098843e-01 7.414067405946007661e-01 6.075437475462035497e-01 7.346889694363786250e-01 8.477592046895083833e-01 8.864116544379656570e-01 9.532756584747883455e-01 1.046065696389440802e+00 1.018289097986413427e+00 1.093200022407760263e+00 1.229670052152207038e+00 1.212760554885867981e+00 1.225275602658717933e+00 1.297823108344642762e+00 1.260130574381956636e+00 1.181018594819451595e+00 1.219397557739877014e+00 1.143676868238070243e+00 1.222375005574001472e+00 1.226497461924892951e+00 1.187029585922940944e+00 1.161370291934697097e+00 1.142357081921353990e+00 1.139411566438716994e+00 1.136201458112806151e+00 1.120134104784396900e+00 1.140230755249129535e+00 1.130051869680239962e+00 1.183128385576590169e+00 1.186550582417303934e+00 1.218456755429560667e+00 1.249983833295758462e+00 1.240739210682961779e+00 1.177966519911112231e+00 1.189404931673355925e+00 1.150774161667141859e+00 1.175289921461700526e+00 1.163716905373657795e+00 1.173646442734181061e+00 1.170624602414108928e+00 1.205522059870529406e+00 1.165654400227049470e+00 1.174680639720953268e+00 1.153724705322470623e+00 1.155979269769142226e+00 1.115584990099317331e+00 1.120566283206273273e+00 1.123743262346410088e+00 1.125120027851054028e+00 1.115967810258125192e+00 1.138538472981446503e+00 1.078908090440404921e+00 1.087001439472022213e+00 1.073782612132885061e+00 1.076487444191838616e+00 1.054956785819271881e+00 1.091809150070821577e+00
8.770000000000000000e+02 nan 1.302278730442679944e+00 1.297033058430842711e+00 1.367545992393213394e+00 1.343736165850261788e+00 1.864083345356140287e+00 1.564903531095562794e+00 1.614486996337577418e+00 1.574661314117623556e+00 1.784427180717092831e+00 1.671067832942277898e+00 1.528217793422871784e+00 1.592066967445527892e+00 1.698681934631742108e+00 1.691447491278538662e+00 1.616445578179660059e+00 1.493545629229633187e+00 1.464044168355489450e+00 1.471787063841069720e+00 1.453245062814256805e+00 1.466148383189960214e+00 1.349408734363215956e+00 1.341958257152688905e+00 1.282554901638183864e+00 1.279049667282493585e+00 1.253165154200312159e+00 1.295410819890806087e+00 1.290238251905344802e+00 1.271322625563191533e+00 1.180504490715435173e+00 1.196354008402856772e+00 1.173926263850253893e+00 1.159093149081838581e+00 1.090749698323647099e+00 1.110495706203921573e+00 1.062700816262723613e+00 1.049876070059529098e+00 1.049597582132294482e+00 1.072695784538832520e+00 1.042129459722862306e+00 1.051860309767664647e+00 1.042680995040029979e+00 1.086501431564670384e+00 1.062691238160488938e+00 1.077146761868754465e+00 1.059311336824175331e+00 1.060111648571040233e+00 1.036397883558334732e+00 1.053616305619845983e+00 1.021940349554634198e+00 1.033573830519726622e+00 9.979155311004966888e-01 1.011681885885725052e+00 1.000894977144328291e+00 1.005942996790201605e+00 9.805923230318689399e-01 9.916131877258574923e-01 9.844415785147051512e-01 9.825997157799193360e-01
8.780000000000000000e+02 nan 1.514378916015575172e+00 1.586506167909731202e+00 2.863002810147178945e+00 2.467028186047135918e+00 1.299770289432275128e+00 1.443649132423261205e+00 1.749338008230531205e+00 1.461291778410168662e+00 1.272955276812996361e+00 1.308864854534508293e+00 1.295545281816054661e+00 1.348959016668488387e+00 1.272471459935075488e+00 1.286999717824154343e+00 1.234334939122232466e+00 1.179879502975176520e+00 1.192222158298984924e+00 1.220662984885377167e+00 1.135705538417129290e+00 1.055043956336735755e+00 1.037790102461358721e+00 1.043551334170833567e+00 1.032011180886373669e+00 9.855000523796701994e-01 9.738151755352746353e-01 9.488177265406702032e-01 9.261954761343732523e-01 9.297748173897112389e-01 9.182353915314672710e-01 9.442389024212466397e-01 9.291318043557904582e-01 9.349989756636670757e-01 9.161473431035394022e-01 9.417428891164916216e-01 9.288274893839330026e-01 9.111869371373737536e-01 9.367187847875073636e-01 9.296220150269254301e-01 9.015041319216254845e-01 9.226992099342221643e-01 9.073065845729171297e-01 9.273923927114613441e-01 9.042248282068205967e-01 9.212934133849133289e-01 8.783065410456656341e-01 8.776883621045037387e-01 8.883631932742503956e-01 9.093315546123190707e-01 9.110623214854949303e-01 9.335202305419770807e-01 9.226195561912142740e-01 9.326375500335347679e-01 9.262204801962347078e-01 9.314507133809732942e-01 9.165215908353933072e-01 9.127289152710263975e-01 9.136176421688190219e-01 9.180193684296376055e-01
8.790000000000000000e+02 nan 6.566554947699747569e-01 5.640772605272916795e-01 9.914355060283510657e-01 7.695538909944765749e-01 7.655473030325553596e-01 6.360814350155077346e-01 7.882060841858015143e-01 8.719156217007625331e-01 9.531608166993400522e-01 9.230811252250070709e-01 9.537744883554836184e-01 9.207700838294411438e-01 7.941094912309379916e-01 8.257031139466202152e-01 8.475229026443941160e-01 8.477899291228118139e-01 8.726363028533923316e-01 8.410180650275566050e-01 8.392430656209199924e-01 8.223040742843172879e-01 8.616567725485055895e-01 8.945563487135297365e-01 8.579707927351875041e-01 8.446198659603142422e-01 8.314867410987889507e-01 8.175075302256549215e-01 8.399627553590552909e-01 8.751229767713908370e-01 8.774864000361246585e-01 9.222184103187710535e-01 9.094222462518178896e-01 9.047700825468247832e-01 8.918065766610131506e-01 9.326784707224820004e-01 9.345573877756272463e-01 9.613025116115484492e-01 9.782667703718888053e-01 9.860685631209683555e-01 9.985884901788338874e-01 1.016854692794251669e+00 1.038247488167533650e+00 1.042865902933340472e+00 1.024994521957337534e+00 1.030538783462077612e+00 1.011732512496716474e+00 1.035749111286544011e+00 1.014445921772187731e+00 1.032544046797087001e+00 1.008618431712937191e+00 9.996930884220542879e-01 9.794563319418738701e-01 9.812236339723953149e-01 9.538102486326393015e-01 9.693958628564920410e-01 9.439619563582349882e-01 9.480290093183476596e-01 9.285207902286798376e-01 9.173646174340613912e-01
8.800000000000000000e+02 nan 4.028999697417018910e-01 5.278816074544140369e-01 9.239856147088705285e-01 1.221200505620829713e+00 8.159088504377803863e-01 9.231010077150427762e-01 9.440991261285810454e-01 7.626280056014449471e-01 6.331476496859991254e-01 6.714347998387020233e-01 6.981156256025220497e-01 7.269167954709810919e-01 7.127052904722754878e-01 6.990013117742952531e-01 7.461356843093102098e-01 7.605009059868864663e-01 7.417020248692004492e-01 7.831885729850853739e-01 7.820805391033071041e-01 8.293068359220896468e-01 8.172888460306737546e-01 8.386887278513276422e-01 8.209897332115804192e-01 8.294384559466518869e-01 7.651967113826234623e-01 7.706870340769158556e-01 7.759300976390852700e-01 7.825876320594276070e-01 7.453431573790746389e-01 7.747283628983595571e-01 7.540168084227829581e-01 7.861749869133727309e-01 7.777206278865190781e-01 8.050876100065551544e-01 8.104314545082439425e-01 8.289629856922954287e-01 8.390015304573888999e-01 8.708978817421876295e-01 8.780282063542956816e-01 8.740530684114878879e-01 8.605842010599807912e-01 8.797654193924488997e-01 8.746419659029186500e-01 8.863870345799857997e-01 8.658091432536804133e-01 8.947444779077038390e-01 8.770961866655166972e-01 8.900897640426520541e-01 8.795097310058798135e-01 9.035595391405729648e-01 8.931994922321903063e-01 9.136210503380293169e-01 9.018452584109377668e-01 9.206469581366781840e-01 9.170815788423644088e-01 9.173086496999121042e-01 9.090568854031494395e-01 9.296355557141011694e-01
8.810000000000000000e+02 nan 1.360706477446822049e+00 1.544713108045993044e+00 1.658747530335727971e+00 1.591665268606459627e+00 1.296954549348546815e+00 1.131863297814845737e+00 9.454430001234781500e-01 1.016725346718641010e+00 1.038787506805098015e+00 1.088701831745554793e+00 1.090950326483459909e+00 1.042010882805633143e+00 1.036848255788915152e+00 1.000351192256405897e+00 9.643445855067585004e-01 1.032813117823403903e+00 1.014364432913538172e+00 1.109285782781983087e+00 1.087490439072524850e+00 1.160225472672923308e+00 1.087414706381429452e+00 1.077097940118307839e+00 1.087045599980527300e+00 1.116562266850507745e+00 1.126624444221030474e+00 1.085945956905069787e+00 1.062601448251737191e+00 1.044997959804184084e+00 9.977680319410520138e-01 1.052974106631565654e+00 1.026116274774845794e+00 1.038351761856167066e+00 9.980188185879645957e-01 1.020520722431382810e+00 9.891729227391906631e-01 1.008258721933343649e+00 9.768865159039281654e-01 9.958367266015576424e-01 9.873874071480883696e-01 1.024459508233868998e+00 1.003506493676977307e+00 1.035592799062978520e+00 1.007422773831246010e+00 1.023287524748231370e+00 1.001191618992295140e+00 1.004595455876616805e+00 9.797024271208983892e-01 1.008183755564934225e+00 1.004745919386037079e+00 1.026389630930736763e+00 1.011741755073254589e+00 1.025829588824581418e+00 1.006911414057437115e+00 1.028260546209197601e+00 1.011455463100715102e+00 1.040966483981864865e+00 1.022809909347765389e+00 1.045994064133833668e+00
8.820000000000000000e+02 nan 2.603029247376669630e+00 1.630185767184933576e+00 2.141900972551354254e+00 1.577916736950604859e+00 1.644321804181856583e+00 1.566123988529906308e+00 1.627359647717556923e+00 1.582756531342840223e+00 1.543728149141029515e+00 1.535282598599415405e+00 1.432262138791934536e+00 1.320029225005600715e+00 1.374070413843307747e+00 1.351046850357603413e+00 1.248190413120041198e+00 1.177853755749224796e+00 1.169489929182013555e+00 1.196577210562914217e+00 1.162992317604543580e+00 1.171110830113978984e+00 1.151656734849726860e+00 1.136734846407821298e+00 1.181678937341370750e+00 1.212493753121310247e+00 1.167562105786069893e+00 1.144650875110597710e+00 1.095895726565003114e+00 1.077028673024762240e+00 1.040772015712435161e+00 1.062302376449716368e+00 1.026322372454123721e+00 1.006965072617007628e+00 1.018458335911686108e+00 1.041741523550894222e+00 1.018871630968056774e+00 1.044152877684259018e+00 9.836918873529857388e-01 1.013174919050215728e+00 1.004446211433352776e+00 1.019875498826229743e+00 1.017816011417083333e+00 1.009243051916527412e+00 9.859872895758237110e-01 1.014799535204989223e+00 1.015857918114163816e+00 1.015320939268799183e+00 1.016443170884427261e+00 1.036848073179058360e+00 9.954004450049465103e-01 9.994915433956250705e-01 1.001358661738266820e+00 1.017914802300591059e+00 9.884483799093659595e-01 1.003009005613311633e+00 9.922223822542749483e-01 9.953252274119461784e-01 9.692036598179288864e-01 9.974816006056997919e-01
8.830000000000000000e+02 nan 1.877314651633840370e+00 1.327527764450949110e+00 7.089305926772490052e-01 7.473504023729817813e-01 8.544315739703410850e-01 7.735333648424627118e-01 7.021942685310159638e-01 6.705829297315468729e-01 7.143002535513410800e-01 7.501523967777447011e-01 7.799642463988339935e-01 7.507306568398219859e-01 7.695757079061996686e-01 7.182469463027745249e-01 6.801873233419127862e-01 6.920890565198122291e-01 7.193009345075249694e-01 7.071851508140181153e-01 7.190201170598569114e-01 7.162246729106228615e-01 7.448209886350940501e-01 7.648602987991304225e-01 7.907715421891619023e-01 8.349495653875671497e-01 8.643193441516751063e-01 9.297906249301413073e-01 9.325894299997439241e-01 9.374965592388840863e-01 9.634938384044550164e-01 9.726553379423430457e-01 9.998407548170236137e-01 1.000333797636401068e+00 9.834042305263200889e-01 9.983548456776607516e-01 9.840954073808791946e-01 1.010578351998006719e+00 1.008463326890622458e+00 1.008975241464942441e+00 9.749557938943284041e-01 1.014073796863115495e+00 1.003142575820528126e+00 1.016449772157772546e+00 1.001713911181029593e+00 1.023116891086094382e+00 9.875095918721579213e-01 9.934483594686486230e-01 9.590449052334056868e-01 9.863616956220084830e-01 9.790646505289318791e-01 9.903840270295368731e-01 9.755212304973484017e-01 9.731857795637576247e-01 9.791278167320822678e-01 9.808338757494268201e-01 9.659374243204136290e-01 9.804455796579077953e-01 9.695251814263439183e-01 9.649425452946120974e-01
