# realization, S_1/2
3.740000000000000000e+02 6.530236792436475662e+04
3.750000000000000000e+02 6.765769691312100622e+04
3.760000000000000000e+02 5.972798444530492270e+04
3.770000000000000000e+02 7.160770191192412312e+03
3.780000000000000000e+02 2.822823476283392665e+03
3.790000000000000000e+02 4.666716490171378246e+04
3.800000000000000000e+02 6.756866126924677519e+04
3.810000000000000000e+02 1.982189671980301209e+05
3.820000000000000000e+02 1.118512026635152142e+04
3.830000000000000000e+02 8.557023935212244396e+03
3.840000000000000000e+02 2.382395056621684489e+04
3.850000000000000000e+02 3.539937498780256647e+03
3.860000000000000000e+02 2.594775482838750031e+04
3.870000000000000000e+02 7.780391632198961452e+04
3.880000000000000000e+02 2.062983657017805308e+04
3.890000000000000000e+02 7.276607478176217410e+04
3.900000000000000000e+02 9.523091096767044291e+03
3.910000000000000000e+02 1.602754936635692502e+04
3.920000000000000000e+02 8.650760922814723017e+03
3.930000000000000000e+02 1.527664929931248189e+05
3.940000000000000000e+02 4.072969946897799673e+04
3.950000000000000000e+02 5.156766752574028214e+05
3.960000000000000000e+02 2.325701078189037798e+04
3.970000000000000000e+02 4.540866025206794802e+03
3.980000000000000000e+02 4.869691445823736103e+03
3.990000000000000000e+02 3.516180717046323116e+04
4.000000000000000000e+02 3.288331670063708589e+04
4.010000000000000000e+02 9.861503668329746870e+04
4.020000000000000000e+02 4.087736814987425078e+03
4.030000000000000000e+02 1.558475026601754944e+05
4.040000000000000000e+02 3.074841779199098528e+04
4.050000000000000000e+02 6.018088896718354954e+04
4.060000000000000000e+02 3.341063246642742888e+05
4.070000000000000000e+02 2.894697173020042828e+04
4.080000000000000000e+02 5.884384409251179022e+04
4.090000000000000000e+02 9.010823197080862883e+04
4.100000000000000000e+02 8.626839155089597625e+04
4.110000000000000000e+02 2.172469268111315614e+04
4.120000000000000000e+02 1.048240070385268482e+05
4.130000000000000000e+02 4.282587883755276562e+04
4.140000000000000000e+02 2.564250089783040676e+04
4.150000000000000000e+02 4.095400929732888017e+03
4.160000000000000000e+02 2.953079741435563392e+03
4.170000000000000000e+02 2.811611565830713153e+04
4.180000000000000000e+02 3.517999207085178932e+04
4.190000000000000000e+02 4.560971607458588551e+04
4.200000000000000000e+02 1.954944669957120204e+05
4.210000000000000000e+02 3.001445567885115452e+03
4.220000000000000000e+02 3.086178317225917635e+04
4.230000000000000000e+02 1.991083329312307569e+03
4.240000000000000000e+02 2.118878990934060857e+04
4.250000000000000000e+02 1.738351718198931485e+04
4.260000000000000000e+02 4.578146469838905614e+04
4.270000000000000000e+02 2.045411143431745950e+04
4.280000000000000000e+02 1.470182762008187638e+04
4.290000000000000000e+02 4.541006425695413054e+04
4.300000000000000000e+02 2.212135710250078992e+05
4.310000000000000000e+02 5.320942410644499614e+04
4.320000000000000000e+02 1.836120505830887487e+04
4.330000000000000000e+02 1.826230247668838274e+04
4.340000000000000000e+02 1.122096975281256455e+05
4.350000000000000000e+02 4.482185165952626994e+04
4.360000000000000000e+02 3.876800682161869918e+04
4.370000000000000000e+02 1.730172810789803634e+03
4.380000000000000000e+02 9.485078280283101776e+03
4.390000000000000000e+02 8.753606828076238162e+04
4.400000000000000000e+02 9.111723365776876744e+04
4.410000000000000000e+02 1.093733839572189572e+04
4.420000000000000000e+02 7.218963765917017008e+04
4.430000000000000000e+02 2.313532366579255540e+04
4.440000000000000000e+02 6.727075836135752616e+04
4.450000000000000000e+02 2.670549804527104061e+04
4.460000000000000000e+02 4.231678453307702148e+04
4.470000000000000000e+02 1.889695471219322062e+05
4.480000000000000000e+02 2.461783665044417285e+04
4.490000000000000000e+02 1.890280398521940879e+04
4.500000000000000000e+02 1.807845820232282495e+04
4.510000000000000000e+02 2.201800172821811066e+04
4.520000000000000000e+02 2.007366068052958508e+04
4.530000000000000000e+02 6.454711707413793192e+03
4.540000000000000000e+02 1.062509069820540026e+05
4.550000000000000000e+02 1.326858683405575175e+04
4.560000000000000000e+02 6.910605065423864289e+04
4.570000000000000000e+02 5.835544362572413957e+04
4.580000000000000000e+02 5.137295788260333211e+03
4.590000000000000000e+02 7.098409651150106220e+04
4.600000000000000000e+02 2.407246414591229041e+04
4.610000000000000000e+02 2.711441828380947118e+04
4.620000000000000000e+02 8.212457352752621227e+04
4.630000000000000000e+02 9.577958324918044673e+04
4.640000000000000000e+02 5.861411643144297705e+04
4.650000000000000000e+02 6.515356044013747014e+05
4.660000000000000000e+02 3.324279683533897332e+04
4.670000000000000000e+02 1.316164081376472859e+04
4.680000000000000000e+02 1.361899664289499378e+04
4.690000000000000000e+02 4.739278261890892463e+04
4.700000000000000000e+02 1.221246832784381877e+04
4.710000000000000000e+02 3.641226824057720478e+03
4.720000000000000000e+02 3.514085286961257952e+04
4.730000000000000000e+02 1.533056907113550551e+04
4.740000000000000000e+02 2.941251417309558601e+05
4.750000000000000000e+02 9.600611556031140208e+04
4.760000000000000000e+02 6.518169229011188872e+04
4.770000000000000000e+02 1.999500038194979425e+04
