# realization, C_[ell=2] 
7.499900000000000000e+04 3.143363732888423783e+03
7.500000000000000000e+04 1.471953756639246421e+03
7.500100000000000000e+04 8.690092541856247408e+02
7.500200000000000000e+04 5.253141903997080817e+02
7.500300000000000000e+04 7.546838805165475605e+02
7.500400000000000000e+04 2.514895602672775681e+02
7.500500000000000000e+04 1.629504922661991714e+03
7.500600000000000000e+04 1.354945549317364794e+03
7.500700000000000000e+04 7.288394079510612755e+02
7.500800000000000000e+04 8.887204083808987889e+02
7.500900000000000000e+04 8.991684801553947182e+02
7.501000000000000000e+04 6.571401264660036077e+02
7.501100000000000000e+04 1.609913664111062417e+03
7.501200000000000000e+04 3.389485999552169346e+02
7.501300000000000000e+04 7.768631891443696986e+02
7.501400000000000000e+04 4.220782706226764844e+02
7.501500000000000000e+04 3.379696156143359076e+02
7.501600000000000000e+04 1.598782062874839085e+03
7.501700000000000000e+04 1.304684735109378153e+03
7.501800000000000000e+04 1.197348888046826687e+03
7.501900000000000000e+04 6.989636335716934354e+02
7.502000000000000000e+04 1.002687867249245073e+03
7.502100000000000000e+04 1.008375434859164784e+03
7.502200000000000000e+04 2.432934859379843601e+03
7.502300000000000000e+04 1.702777203218514387e+03
7.502400000000000000e+04 9.401454515984526097e+02
7.502500000000000000e+04 2.196132315206250496e+03
7.502600000000000000e+04 3.043410424202410468e+03
7.502700000000000000e+04 5.893184231073297497e+02
7.502800000000000000e+04 1.575882036335146722e+03
7.502900000000000000e+04 3.346442798008040995e+02
7.503000000000000000e+04 5.449839989960248658e+02
7.503100000000000000e+04 5.109055126281737103e+02
7.503200000000000000e+04 5.987273575047861414e+02
7.503300000000000000e+04 3.375948130031624146e+02
7.503400000000000000e+04 4.674522113219358630e+02
7.503500000000000000e+04 1.430057028788790603e+03
7.503600000000000000e+04 3.909936464279589927e+02
7.503700000000000000e+04 1.218455708316645541e+03
7.503800000000000000e+04 9.188869351631509517e+02
7.503900000000000000e+04 9.053175945763399568e+02
7.504000000000000000e+04 6.243409922990829273e+02
7.504100000000000000e+04 1.180951065322532941e+03
7.504200000000000000e+04 6.785530144518929774e+02
7.504300000000000000e+04 3.110322252965747225e+02
7.504400000000000000e+04 2.172389654552570846e+03
7.504500000000000000e+04 9.399639187246189067e+02
7.504600000000000000e+04 6.922389331510944430e+02
7.504700000000000000e+04 8.670755920578533278e+02
7.504800000000000000e+04 1.231287990700260252e+03
7.504900000000000000e+04 2.339613600111863889e+03
7.505000000000000000e+04 6.534968863122519451e+02
7.505100000000000000e+04 1.062493876580666210e+03
7.505200000000000000e+04 1.634771767696801135e+03
7.505300000000000000e+04 1.832975537992624595e+03
7.505400000000000000e+04 1.024733148322348370e+03
7.505500000000000000e+04 5.608126113394404229e+02
7.505600000000000000e+04 2.346925572659468799e+03
7.505700000000000000e+04 1.927059930803559610e+03
7.505800000000000000e+04 1.543205798219319604e+03
7.505900000000000000e+04 6.306775221105550600e+02
7.506000000000000000e+04 1.309396515554333064e+03
7.506100000000000000e+04 1.506908916527729616e+03
7.506200000000000000e+04 1.111163618290783006e+03
7.506300000000000000e+04 1.130664722010672222e+03
7.506400000000000000e+04 1.082977494552741973e+03
