# realization, C_[ell=2] 
6.249900000000000000e+04 3.143363732888423328e+03
6.250000000000000000e+04 1.471953756639246421e+03
6.250100000000000000e+04 8.690092541856247408e+02
6.250200000000000000e+04 5.253141903997080817e+02
6.250300000000000000e+04 7.546838805165474469e+02
6.250400000000000000e+04 2.514895602672776818e+02
6.250500000000000000e+04 1.629504922661991941e+03
6.250600000000000000e+04 1.354945549317364794e+03
6.250700000000000000e+04 7.288394079510612755e+02
6.250800000000000000e+04 8.887204083808989026e+02
6.250900000000000000e+04 8.991684801553947182e+02
6.251000000000000000e+04 6.571401264660036077e+02
6.251100000000000000e+04 1.609913664111062417e+03
6.251200000000000000e+04 3.389485999552169346e+02
6.251300000000000000e+04 7.768631891443696986e+02
6.251400000000000000e+04 4.220782706226764844e+02
6.251500000000000000e+04 3.379696156143358508e+02
6.251600000000000000e+04 1.598782062874838630e+03
6.251700000000000000e+04 1.304684735109378153e+03
6.251800000000000000e+04 1.197348888046826687e+03
6.251900000000000000e+04 6.989636335716934354e+02
6.252000000000000000e+04 1.002687867249245073e+03
6.252100000000000000e+04 1.008375434859164784e+03
6.252200000000000000e+04 2.432934859379843601e+03
6.252300000000000000e+04 1.702777203218514387e+03
6.252400000000000000e+04 9.401454515984526097e+02
6.252500000000000000e+04 2.196132315206250951e+03
6.252600000000000000e+04 3.043410424202410013e+03
6.252700000000000000e+04 5.893184231073298633e+02
6.252800000000000000e+04 1.575882036335146495e+03
6.252900000000000000e+04 3.346442798008040995e+02
6.253000000000000000e+04 5.449839989960249795e+02
6.253100000000000000e+04 5.109055126281738239e+02
6.253200000000000000e+04 5.987273575047860277e+02
6.253300000000000000e+04 3.375948130031623577e+02
6.253400000000000000e+04 4.674522113219357493e+02
6.253500000000000000e+04 1.430057028788790603e+03
6.253600000000000000e+04 3.909936464279588790e+02
6.253700000000000000e+04 1.218455708316645541e+03
6.253800000000000000e+04 9.188869351631504969e+02
6.253900000000000000e+04 9.053175945763398431e+02
6.254000000000000000e+04 6.243409922990829273e+02
6.254100000000000000e+04 1.180951065322533168e+03
6.254200000000000000e+04 6.785530144518929774e+02
6.254300000000000000e+04 3.110322252965747225e+02
6.254400000000000000e+04 2.172389654552570846e+03
6.254500000000000000e+04 9.399639187246187930e+02
6.254600000000000000e+04 6.922389331510945567e+02
6.254700000000000000e+04 8.670755920578533278e+02
6.254800000000000000e+04 1.231287990700260707e+03
6.254900000000000000e+04 2.339613600111863889e+03
6.255000000000000000e+04 6.534968863122520588e+02
6.255100000000000000e+04 1.062493876580666210e+03
6.255200000000000000e+04 1.634771767696801135e+03
6.255300000000000000e+04 1.832975537992624595e+03
6.255400000000000000e+04 1.024733148322348370e+03
6.255500000000000000e+04 5.608126113394404229e+02
6.255600000000000000e+04 2.346925572659468799e+03
6.255700000000000000e+04 1.927059930803560292e+03
6.255800000000000000e+04 1.543205798219319604e+03
6.255900000000000000e+04 6.306775221105550600e+02
6.256000000000000000e+04 1.309396515554333064e+03
6.256100000000000000e+04 1.506908916527729616e+03
6.256200000000000000e+04 1.111163618290783006e+03
6.256300000000000000e+04 1.130664722010671994e+03
6.256400000000000000e+04 1.082977494552741973e+03
6.256500000000000000e+04 5.870019866865422955e+02
6.256600000000000000e+04 3.082415923529909492e+02
6.256700000000000000e+04 8.509146242039601020e+02
6.256800000000000000e+04 8.579630882815893074e+02
6.256900000000000000e+04 6.929612121781609630e+02
6.257000000000000000e+04 7.570758374129268304e+02
6.257100000000000000e+04 5.939384926724602565e+02
6.257200000000000000e+04 1.820610131661152991e+03
6.257300000000000000e+04 1.375657954332715690e+03
6.257400000000000000e+04 1.258647432669150703e+03
6.257500000000000000e+04 2.946416767579238240e+03
6.257600000000000000e+04 7.105420479744791464e+02
6.257700000000000000e+04 1.901865716895659091e+02
6.257800000000000000e+04 8.895721436666977979e+02
6.257900000000000000e+04 1.395765035411384360e+03
6.258000000000000000e+04 8.231264217326333892e+02
6.258100000000000000e+04 1.533380560339799786e+03
6.258200000000000000e+04 6.764566797755098833e+02
6.258300000000000000e+04 4.817451999460392358e+02
6.258400000000000000e+04 1.322374441964670268e+03
6.258500000000000000e+04 1.115776828554150370e+03
6.258600000000000000e+04 2.094066778797261122e+03
6.258700000000000000e+04 7.411431544677301417e+02
6.258800000000000000e+04 6.146485307017761670e+02
6.258900000000000000e+04 1.717496778231476640e+02
6.259000000000000000e+04 1.009487176687711781e+03
