# realization, C_[ell=2] 
2.499900000000000000e+04 3.143363732888423328e+03
2.500000000000000000e+04 1.471953756639246421e+03
2.500100000000000000e+04 8.690092541856247408e+02
2.500200000000000000e+04 5.253141903997080817e+02
2.500300000000000000e+04 7.546838805165474469e+02
2.500400000000000000e+04 2.514895602672776818e+02
2.500500000000000000e+04 1.629504922661991941e+03
2.500600000000000000e+04 1.354945549317364794e+03
2.500700000000000000e+04 7.288394079510612755e+02
2.500800000000000000e+04 8.887204083808989026e+02
2.500900000000000000e+04 8.991684801553947182e+02
2.501000000000000000e+04 6.571401264660036077e+02
2.501100000000000000e+04 1.609913664111062417e+03
2.501200000000000000e+04 3.389485999552169346e+02
2.501300000000000000e+04 7.768631891443696986e+02
2.501400000000000000e+04 4.220782706226764844e+02
2.501500000000000000e+04 3.379696156143358508e+02
2.501600000000000000e+04 1.598782062874838630e+03
2.501700000000000000e+04 1.304684735109378153e+03
2.501800000000000000e+04 1.197348888046826687e+03
2.501900000000000000e+04 6.989636335716934354e+02
2.502000000000000000e+04 1.002687867249245073e+03
2.502100000000000000e+04 1.008375434859164784e+03
2.502200000000000000e+04 2.432934859379843601e+03
2.502300000000000000e+04 1.702777203218514387e+03
2.502400000000000000e+04 9.401454515984526097e+02
2.502500000000000000e+04 2.196132315206250951e+03
2.502600000000000000e+04 3.043410424202410013e+03
2.502700000000000000e+04 5.893184231073298633e+02
2.502800000000000000e+04 1.575882036335146495e+03
2.502900000000000000e+04 3.346442798008040995e+02
2.503000000000000000e+04 5.449839989960249795e+02
2.503100000000000000e+04 5.109055126281738239e+02
2.503200000000000000e+04 5.987273575047860277e+02
2.503300000000000000e+04 3.375948130031623577e+02
2.503400000000000000e+04 4.674522113219357493e+02
2.503500000000000000e+04 1.430057028788790603e+03
2.503600000000000000e+04 3.909936464279588790e+02
2.503700000000000000e+04 1.218455708316645541e+03
2.503800000000000000e+04 9.188869351631504969e+02
2.503900000000000000e+04 9.053175945763398431e+02
2.504000000000000000e+04 6.243409922990829273e+02
2.504100000000000000e+04 1.180951065322533168e+03
2.504200000000000000e+04 6.785530144518929774e+02
2.504300000000000000e+04 3.110322252965747225e+02
2.504400000000000000e+04 2.172389654552570846e+03
2.504500000000000000e+04 9.399639187246187930e+02
2.504600000000000000e+04 6.922389331510945567e+02
2.504700000000000000e+04 8.670755920578533278e+02
2.504800000000000000e+04 1.231287990700260707e+03
2.504900000000000000e+04 2.339613600111863889e+03
2.505000000000000000e+04 6.534968863122520588e+02
2.505100000000000000e+04 1.062493876580666210e+03
2.505200000000000000e+04 1.634771767696801135e+03
2.505300000000000000e+04 1.832975537992624595e+03
2.505400000000000000e+04 1.024733148322348370e+03
2.505500000000000000e+04 5.608126113394404229e+02
2.505600000000000000e+04 2.346925572659468799e+03
2.505700000000000000e+04 1.927059930803560292e+03
2.505800000000000000e+04 1.543205798219319604e+03
2.505900000000000000e+04 6.306775221105550600e+02
2.506000000000000000e+04 1.309396515554333064e+03
2.506100000000000000e+04 1.506908916527729616e+03
2.506200000000000000e+04 1.111163618290783006e+03
2.506300000000000000e+04 1.130664722010671994e+03
2.506400000000000000e+04 1.082977494552741973e+03
2.506500000000000000e+04 5.870019866865422955e+02
2.506600000000000000e+04 3.082415923529909492e+02
2.506700000000000000e+04 8.509146242039601020e+02
2.506800000000000000e+04 8.579630882815893074e+02
2.506900000000000000e+04 6.929612121781609630e+02
2.507000000000000000e+04 7.570758374129268304e+02
2.507100000000000000e+04 5.939384926724602565e+02
2.507200000000000000e+04 1.820610131661152991e+03
2.507300000000000000e+04 1.375657954332715690e+03
2.507400000000000000e+04 1.258647432669150703e+03
2.507500000000000000e+04 2.946416767579238240e+03
2.507600000000000000e+04 7.105420479744791464e+02
2.507700000000000000e+04 1.901865716895659091e+02
2.507800000000000000e+04 8.895721436666977979e+02
2.507900000000000000e+04 1.395765035411384360e+03
2.508000000000000000e+04 8.231264217326333892e+02
2.508100000000000000e+04 1.533380560339799786e+03
2.508200000000000000e+04 6.764566797755098833e+02
2.508300000000000000e+04 4.817451999460392358e+02
2.508400000000000000e+04 1.322374441964670268e+03
2.508500000000000000e+04 1.115776828554150370e+03
2.508600000000000000e+04 2.094066778797261122e+03
2.508700000000000000e+04 7.411431544677301417e+02
2.508800000000000000e+04 6.146485307017761670e+02
2.508900000000000000e+04 1.717496778231476640e+02
2.509000000000000000e+04 1.009487176687711781e+03
2.509100000000000000e+04 1.814682643717412986e+02
2.509200000000000000e+04 3.864088995683461008e+02
2.509300000000000000e+04 8.304268798219242171e+02
2.509400000000000000e+04 1.112141584072029900e+03
2.509500000000000000e+04 1.639288200523801834e+03
2.509600000000000000e+04 2.633809795735575335e+03
2.509700000000000000e+04 3.081981102575048226e+02
2.509800000000000000e+04 3.718562330468700452e+02
2.509900000000000000e+04 1.975926213608076978e+03
2.510000000000000000e+04 9.477676797809742766e+02
2.510100000000000000e+04 6.958856587460008996e+02
2.510200000000000000e+04 4.171943704002002278e+02
2.510300000000000000e+04 6.434044365095343210e+02
2.510400000000000000e+04 1.384649114598639926e+03
2.510500000000000000e+04 1.168432349121084371e+03
2.510600000000000000e+04 8.399556512212003554e+02
2.510700000000000000e+04 9.049133654035483687e+02
2.510800000000000000e+04 2.331839153292971787e+03
2.510900000000000000e+04 2.027866343131076064e+03
2.511000000000000000e+04 3.166840261537578044e+03
2.511100000000000000e+04 3.731314585704446017e+03
2.511200000000000000e+04 1.971528301584143037e+03
