# realization, C_[ell=2] 
4.999900000000000000e+04 3.143363732888423328e+03
5.000000000000000000e+04 1.471953756639246421e+03
5.000100000000000000e+04 8.690092541856247408e+02
5.000200000000000000e+04 5.253141903997080817e+02
5.000300000000000000e+04 7.546838805165474469e+02
5.000400000000000000e+04 2.514895602672776818e+02
5.000500000000000000e+04 1.629504922661991941e+03
5.000600000000000000e+04 1.354945549317364794e+03
5.000700000000000000e+04 7.288394079510612755e+02
5.000800000000000000e+04 8.887204083808989026e+02
5.000900000000000000e+04 8.991684801553947182e+02
5.001000000000000000e+04 6.571401264660036077e+02
5.001100000000000000e+04 1.609913664111062417e+03
5.001200000000000000e+04 3.389485999552169346e+02
5.001300000000000000e+04 7.768631891443696986e+02
5.001400000000000000e+04 4.220782706226764844e+02
5.001500000000000000e+04 3.379696156143358508e+02
5.001600000000000000e+04 1.598782062874838630e+03
5.001700000000000000e+04 1.304684735109378153e+03
5.001800000000000000e+04 1.197348888046826687e+03
5.001900000000000000e+04 6.989636335716934354e+02
5.002000000000000000e+04 1.002687867249245073e+03
5.002100000000000000e+04 1.008375434859164784e+03
5.002200000000000000e+04 2.432934859379843601e+03
5.002300000000000000e+04 1.702777203218514387e+03
5.002400000000000000e+04 9.401454515984526097e+02
5.002500000000000000e+04 2.196132315206250951e+03
5.002600000000000000e+04 3.043410424202410013e+03
5.002700000000000000e+04 5.893184231073298633e+02
5.002800000000000000e+04 1.575882036335146495e+03
5.002900000000000000e+04 3.346442798008040995e+02
5.003000000000000000e+04 5.449839989960249795e+02
5.003100000000000000e+04 5.109055126281738239e+02
5.003200000000000000e+04 5.987273575047860277e+02
5.003300000000000000e+04 3.375948130031623577e+02
5.003400000000000000e+04 4.674522113219357493e+02
5.003500000000000000e+04 1.430057028788790603e+03
5.003600000000000000e+04 3.909936464279588790e+02
5.003700000000000000e+04 1.218455708316645541e+03
5.003800000000000000e+04 9.188869351631504969e+02
5.003900000000000000e+04 9.053175945763398431e+02
5.004000000000000000e+04 6.243409922990829273e+02
5.004100000000000000e+04 1.180951065322533168e+03
5.004200000000000000e+04 6.785530144518929774e+02
5.004300000000000000e+04 3.110322252965747225e+02
5.004400000000000000e+04 2.172389654552570846e+03
5.004500000000000000e+04 9.399639187246187930e+02
5.004600000000000000e+04 6.922389331510945567e+02
5.004700000000000000e+04 8.670755920578533278e+02
5.004800000000000000e+04 1.231287990700260707e+03
5.004900000000000000e+04 2.339613600111863889e+03
5.005000000000000000e+04 6.534968863122520588e+02
5.005100000000000000e+04 1.062493876580666210e+03
5.005200000000000000e+04 1.634771767696801135e+03
5.005300000000000000e+04 1.832975537992624595e+03
5.005400000000000000e+04 1.024733148322348370e+03
5.005500000000000000e+04 5.608126113394404229e+02
5.005600000000000000e+04 2.346925572659468799e+03
