# #lmax, medianR, meanR, minR for sig1,  maxR for sig1, minR for sig2, maxR for sig2, ...
#  sigs=[1 2 3]
2.000000000000000000e+00 nan nan nan nan nan nan nan nan
3.000000000000000000e+00 9.672367064725420072e-01 1.462191123066362008e+00 3.676509593016309418e-01 2.500113138579000083e+00 1.507655821564784226e-01 5.825418393650769744e+00 6.338608532006510810e-02 1.409130302350873087e+01
4.000000000000000000e+00 9.992712938105540177e-01 1.405580758277812370e+00 5.230616798382921040e-01 2.162165629316836757e+00 2.698996046535915849e-01 4.957076769901443747e+00 1.799951899004275657e-01 1.207356144762222527e+01
5.000000000000000000e+00 1.029211837816015995e+00 1.201345682183170727e+00 6.038414523016482072e-01 1.778694022616083004e+00 3.376463809088088297e-01 2.997895577990125293e+00 2.502385903347603691e-01 5.570194500384215708e+00
6.000000000000000000e+00 1.019255501335857073e+00 1.139424027436693576e+00 6.478900456124638829e-01 1.608303634297313156e+00 3.995481325304063303e-01 2.657109973784120616e+00 2.836867389670805761e-01 4.727281515899642628e+00
7.000000000000000000e+00 1.034047460599448076e+00 1.131268811377495798e+00 7.091186018630811772e-01 1.581604691255533712e+00 4.740301171600955765e-01 2.324586072408468596e+00 3.131143822976627522e-01 3.526928591241262900e+00
8.000000000000000000e+00 1.003940664075848366e+00 1.092588327905272605e+00 7.312806766433601613e-01 1.467365785920558441e+00 5.036700632152535384e-01 2.109828297629774418e+00 3.429179542171110762e-01 3.097968262464737776e+00
9.000000000000000000e+00 1.033268544340930850e+00 1.095672172358932217e+00 7.524467646150562183e-01 1.433221218023388310e+00 5.403022812967530619e-01 2.002846447252196516e+00 3.815940375603246171e-01 2.995998454368800079e+00
1.000000000000000000e+01 1.021292582517145053e+00 1.071528623305154637e+00 7.669544036675399745e-01 1.375824833143663550e+00 5.601566122031395034e-01 1.911279009637014692e+00 4.374896744415996963e-01 2.659252836948830190e+00
1.100000000000000000e+01 1.036688498191485897e+00 1.074089503187659611e+00 7.869278595300264190e-01 1.367672390087232070e+00 5.782499947286441344e-01 1.809963527182410381e+00 4.699390516583252797e-01 2.402978132607660022e+00
1.200000000000000000e+01 1.019488948417665242e+00 1.051965926914085303e+00 7.858969731183027552e-01 1.300622968641869104e+00 6.009372257805642992e-01 1.727253952391776259e+00 4.849870171604232505e-01 2.250983111890518806e+00
1.300000000000000000e+01 1.029469346260489582e+00 1.054925683458045160e+00 7.969742355839322112e-01 1.295682612544005963e+00 6.378353582538216493e-01 1.698586759649682865e+00 5.244149449905417537e-01 2.150408366482718048e+00
1.400000000000000000e+01 1.014989026243516834e+00 1.042622714919950067e+00 8.142554897863090169e-01 1.274070587442522440e+00 6.546448958665798123e-01 1.640694729937088869e+00 5.456313664368335203e-01 2.028449999714545093e+00
1.500000000000000000e+01 1.024312842860597206e+00 1.049025624690117953e+00 8.255021107723981011e-01 1.267500810895880958e+00 6.734147135466929113e-01 1.608570885758672242e+00 5.630446451989953305e-01 1.998699694185363196e+00
1.600000000000000000e+01 1.020274029023895856e+00 1.041699615992144334e+00 8.352912101069763784e-01 1.245274211767754213e+00 6.880174936097180893e-01 1.555233708986787367e+00 5.856591974985915217e-01 1.929700457743312336e+00
1.700000000000000000e+01 1.023004604471716483e+00 1.042165156658170000e+00 8.407623463897511140e-01 1.239196522064946127e+00 7.080194706216346168e-01 1.501283853552268122e+00 6.043121699656577306e-01 1.926146051560447159e+00
1.800000000000000000e+01 1.015400370566793775e+00 1.035959965556677354e+00 8.502296638627866443e-01 1.218211298728412384e+00 7.118311217406297908e-01 1.462430435301421028e+00 6.086034803203383969e-01 1.830164985009427259e+00
1.900000000000000000e+01 1.019847165496472918e+00 1.034690540826463723e+00 8.603129819101362763e-01 1.211155932217170328e+00 7.287014078927452898e-01 1.443490770994743100e+00 6.274695174693929456e-01 1.827063939597547204e+00
2.000000000000000000e+01 1.014097052270566124e+00 1.029892666027003134e+00 8.622015370409472634e-01 1.195322813327317046e+00 7.399639857027271450e-01 1.417393496863902591e+00 6.441225195647183321e-01 1.781303030097549867e+00
2.100000000000000000e+01 1.015040205231427795e+00 1.027596619888099250e+00 8.642725593515312443e-01 1.188993233145195116e+00 7.486297656144189627e-01 1.410403933471221061e+00 6.567268420143915764e-01 1.637601089447267455e+00
2.200000000000000000e+01 1.013695695927719465e+00 1.026924097492417198e+00 8.688628906379218808e-01 1.179211003730144425e+00 7.527405363766754842e-01 1.383760206423667150e+00 6.622449863841959328e-01 1.615790989346016726e+00
2.300000000000000000e+01 1.015530422019674806e+00 1.024518363482284755e+00 8.712845691026600559e-01 1.173522428596279088e+00 7.660181334889876181e-01 1.378159360348347295e+00 6.810552132838330053e-01 1.551639153846346764e+00
2.400000000000000000e+01 1.015549623990238626e+00 1.023892628055722565e+00 8.778778870809594848e-01 1.162256494732654355e+00 7.751503304455340526e-01 1.365876779955982556e+00 6.895548252154322100e-01 1.533063421010441907e+00
2.500000000000000000e+01 1.012123226742654536e+00 1.021026170735146898e+00 8.826533061236019329e-01 1.153589674354613237e+00 7.813955289659194614e-01 1.343688673934390954e+00 6.955312767363459603e-01 1.505499104317012948e+00
2.600000000000000000e+01 1.012226835611128584e+00 1.020643256932319609e+00 8.843600231440484905e-01 1.151315987088947335e+00 7.946200554014590800e-01 1.328920438164582940e+00 7.038431286229945849e-01 1.492507049128960261e+00
2.700000000000000000e+01 1.010150748718103619e+00 1.017451747396110218e+00 8.857151448982474307e-01 1.144670078739173036e+00 8.001298781346195543e-01 1.325613609853147912e+00 7.028394765510459496e-01 1.466910835538987712e+00
2.800000000000000000e+01 1.009993668336420791e+00 1.017674555876345588e+00 8.921782721222728529e-01 1.139834861324233728e+00 8.079556345779822513e-01 1.306289287699847534e+00 7.207159526202836508e-01 1.452384824089284932e+00
2.900000000000000000e+01 1.007714792751978283e+00 1.015651571700335376e+00 8.941142954649626828e-01 1.136917472861894485e+00 8.145198146563753516e-01 1.292576496683506937e+00 7.160991763284980660e-01 1.446852672047333144e+00
3.000000000000000000e+01 1.008221351679356337e+00 1.016120907978800947e+00 8.979618138004576977e-01 1.133413951890588578e+00 8.168616126192438376e-01 1.278592852102617528e+00 7.286298436512724797e-01 1.453693903640409957e+00
3.100000000000000000e+01 1.007243658158901933e+00 1.013769199617600814e+00 8.955861903312167804e-01 1.130619008608579001e+00 8.141000659901664882e-01 1.268725658639414444e+00 7.379593852125452269e-01 1.420145644249496186e+00
3.200000000000000000e+01 1.009495463846190155e+00 1.014041006743231943e+00 9.005167892629400983e-01 1.125874807613004513e+00 8.215103472395115514e-01 1.255603316291212135e+00 7.512825655186915474e-01 1.406872629045890388e+00
3.300000000000000000e+01 1.007633586081337462e+00 1.011794016678474017e+00 9.014838235081610307e-01 1.119582121630429805e+00 8.227612827011406837e-01 1.253091964081000320e+00 7.597104369181195693e-01 1.416592189159830095e+00
3.400000000000000000e+01 1.006956937134484642e+00 1.012512922585622643e+00 9.058028503298334311e-01 1.118801005324207676e+00 8.277823732563982517e-01 1.248802471458636543e+00 7.668603640292813717e-01 1.408355945753056560e+00
3.500000000000000000e+01 1.005651901292003547e+00 1.010614850899803630e+00 9.092987409188085790e-01 1.111014937985410178e+00 8.306587819208403056e-01 1.235610206124049482e+00 7.627815629402103781e-01 1.392404678318213129e+00
3.600000000000000000e+01 1.005712229799593294e+00 1.010952679452773006e+00 9.104153980556926040e-01 1.110777798432572183e+00 8.353188609234565298e-01 1.233562988792114012e+00 7.750968012957637487e-01 1.380470803245945177e+00
3.700000000000000000e+01 1.004378064829294814e+00 1.010158583230385876e+00 9.145869776928685635e-01 1.106701244416218088e+00 8.359728848338534579e-01 1.229185734889850279e+00 7.780189905358025904e-01 1.368086980146039355e+00
3.800000000000000000e+01 1.005493129124753970e+00 1.010713353113185997e+00 9.162979264664901091e-01 1.104053284647371846e+00 8.419805949397238809e-01 1.221264452261838329e+00 7.806695450330823904e-01 1.353740327753533146e+00
3.900000000000000000e+01 1.003578319214447623e+00 1.009994131643208837e+00 9.167876097083333953e-01 1.102712982900758920e+00 8.423973566971922899e-01 1.214855775615901301e+00 7.918105936204841155e-01 1.352910580502783233e+00
4.000000000000000000e+01 1.002939258371161602e+00 1.009461479741401657e+00 9.170072911551128136e-01 1.098685540145395212e+00 8.456588664917648046e-01 1.204172112364949587e+00 7.931314739030069783e-01 1.335710671466474375e+00
4.100000000000000000e+01 1.004067469779109878e+00 1.008878917411766274e+00 9.183645991298672318e-01 1.097214454590458743e+00 8.505691333000316989e-01 1.198570610517907253e+00 7.981365580756208944e-01 1.328758476875167460e+00
4.200000000000000000e+01 1.001311040628709792e+00 1.008566294250867301e+00 9.215665545589644125e-01 1.097102166009032098e+00 8.503099837877388101e-01 1.191737670860979925e+00 8.020112292659367093e-01 1.314028970493829940e+00
4.300000000000000000e+01 1.002741354104982552e+00 1.008581802470015054e+00 9.232892384728037527e-01 1.094396681463377430e+00 8.527099864345749625e-01 1.185648768036549283e+00 8.080183056369888428e-01 1.302228951697426140e+00
4.400000000000000000e+01 1.001686452755439216e+00 1.007822472317163154e+00 9.237169460385181718e-01 1.091580428922528601e+00 8.562122144006619751e-01 1.181005435438863937e+00 8.081851229373033796e-01 1.297962196698743798e+00
4.500000000000000000e+01 1.004473549806749411e+00 1.008470941241131902e+00 9.277880892520860012e-01 1.092398400937542480e+00 8.584678414905532184e-01 1.176931171062303605e+00 8.051770329369687396e-01 1.304716811176291014e+00
4.600000000000000000e+01 1.003096878376996015e+00 1.007177250748842123e+00 9.286684226670718356e-01 1.089166055456066262e+00 8.585284379757665008e-01 1.175115788989424592e+00 8.085894156253053966e-01 1.295684313242774666e+00
4.700000000000000000e+01 1.002455767356246641e+00 1.008366524471682402e+00 9.308426826333751070e-01 1.088573245991261373e+00 8.649285931437546981e-01 1.172871560569223481e+00 8.115946410322941729e-01 1.299247838950674305e+00
4.800000000000000000e+01 1.002643842667987784e+00 1.006864479778991406e+00 9.313762626897649222e-01 1.085088517626535465e+00 8.638505765999093811e-01 1.164761226788467274e+00 8.155934487054332660e-01 1.292981878515726102e+00
4.900000000000000000e+01 1.004066884398024495e+00 1.008750630461470621e+00 9.339585570997603892e-01 1.087490517181511240e+00 8.666662240201440381e-01 1.164450172329468902e+00 8.244003171698693899e-01 1.280654404811194080e+00
5.000000000000000000e+01 1.003224209289990787e+00 1.006308754847973219e+00 9.322820481628754097e-01 1.083285486490133787e+00 8.671099274944764623e-01 1.158479637549018504e+00 8.286091245065091426e-01 1.274106346910181653e+00
5.100000000000000000e+01 1.004159399173565337e+00 1.008274525485950868e+00 9.358514366528254413e-01 1.084275888757066930e+00 8.713022850785171469e-01 1.160879041431844172e+00 8.282091577187207232e-01 1.276179556861099407e+00
5.200000000000000000e+01 1.001030018447560899e+00 1.005244334164991482e+00 9.346606528234565614e-01 1.078894910199250878e+00 8.704083201182356566e-01 1.153891272315126670e+00 8.264777638953093586e-01 1.263411275648654186e+00
5.300000000000000000e+01 1.004416808045200726e+00 1.007959651718798311e+00 9.371698285324634448e-01 1.081622784353282185e+00 8.738315561911653706e-01 1.155145197764645193e+00 8.300879999273060861e-01 1.262641158979188827e+00
5.400000000000000000e+01 1.000826197233402715e+00 1.004718767637994059e+00 9.355112718293644436e-01 1.076007960515488193e+00 8.755966398977093057e-01 1.148377894636424701e+00 8.290888761087658043e-01 1.256709558711572416e+00
5.500000000000000000e+01 1.005840528974843107e+00 1.008344731598141308e+00 9.410274361754829009e-01 1.079724342820469918e+00 8.800229626890646584e-01 1.153903475337147988e+00 8.355525958062310909e-01 1.261901012836547320e+00
5.600000000000000000e+01 1.000768875429085325e+00 1.004336886189848954e+00 9.376282225947178972e-01 1.075526467489462679e+00 8.808683452215826382e-01 1.145913616279367275e+00 8.314330707674728593e-01 1.249820821721634445e+00
