# realization, C(theta=180) 
0.000000000000000000e+00 6.161970193264626232e+02
1.000000000000000000e+00 4.413235072321099324e+02
2.000000000000000000e+00 -2.287437003501820811e+02
3.000000000000000000e+00 7.247387442566217715e+02
4.000000000000000000e+00 9.827192475576958941e+01
5.000000000000000000e+00 -5.369723659391574699e+01
6.000000000000000000e+00 2.844917720092254285e+02
7.000000000000000000e+00 -1.932864703350835498e+02
8.000000000000000000e+00 -1.522560400359358823e+01
9.000000000000000000e+00 6.355782193907027704e+02
1.000000000000000000e+01 1.627338228233442123e+02
1.100000000000000000e+01 4.000252851125581515e+02
1.200000000000000000e+01 8.839153881388065201e+02
1.300000000000000000e+01 -7.504792427175566161e+01
1.400000000000000000e+01 5.808671190166801352e+02
1.500000000000000000e+01 -2.989699786112432776e+02
1.600000000000000000e+01 4.040754819805993066e+02
1.700000000000000000e+01 -1.713713471605709060e+02
1.800000000000000000e+01 1.038219672674284539e+03
1.900000000000000000e+01 1.377282982388020969e+02
2.000000000000000000e+01 1.188073351444357542e+02
2.100000000000000000e+01 2.312517676207982049e+02
2.200000000000000000e+01 -1.312372856531961247e+02
2.300000000000000000e+01 1.095261599802548062e+03
2.400000000000000000e+01 4.326241364028007865e+02
2.500000000000000000e+01 1.674870776727013322e+01
2.600000000000000000e+01 2.941095184273378891e+02
2.700000000000000000e+01 1.627199081862574417e+02
2.800000000000000000e+01 5.402687077722096092e+02
2.900000000000000000e+01 2.068243271609950398e+02
3.000000000000000000e+01 2.647794091783843555e+02
3.100000000000000000e+01 3.895181084243219516e+02
3.200000000000000000e+01 -7.324736241431727990e+01
3.300000000000000000e+01 2.644397255959233348e+02
3.400000000000000000e+01 3.854427421415791173e+02
3.500000000000000000e+01 6.828946621879570102e+02
3.600000000000000000e+01 -3.492069743484958622e+02
3.700000000000000000e+01 2.857918342570949903e+02
3.800000000000000000e+01 1.108307875559553622e+03
3.900000000000000000e+01 -3.194616446803606209e+02
4.000000000000000000e+01 6.924369514517838979e+02
4.100000000000000000e+01 6.359222299339021447e+02
4.200000000000000000e+01 3.917269524048701896e+02
4.300000000000000000e+01 4.892498951646582555e+02
4.400000000000000000e+01 -3.942517497002114624e+00
4.500000000000000000e+01 2.009647791220710360e+02
4.600000000000000000e+01 2.562638764369303885e+02
4.700000000000000000e+01 6.227148964052519204e+02
4.800000000000000000e+01 1.136552508724733741e+02
4.900000000000000000e+01 4.436329172657850677e+02
5.000000000000000000e+01 -4.895025917796393600e+01
5.100000000000000000e+01 -1.100592912482030670e+02
5.200000000000000000e+01 5.132368639402768622e+02
5.300000000000000000e+01 1.060074238714889816e+02
5.400000000000000000e+01 2.043236153516140803e+02
5.500000000000000000e+01 1.150016253137702279e+03
5.600000000000000000e+01 4.945035934911931008e+02
5.700000000000000000e+01 1.506074881928669811e+02
5.800000000000000000e+01 1.601926163995905881e+03
5.900000000000000000e+01 -1.394300046442672851e+02
6.000000000000000000e+01 -1.969897743575208438e+02
6.100000000000000000e+01 -6.941163311437463790e+01
6.200000000000000000e+01 -1.417070523308854604e+02
6.300000000000000000e+01 9.250258787324108312e+01
6.400000000000000000e+01 4.059516175954310029e+02
6.500000000000000000e+01 4.449284045721963707e+02
6.600000000000000000e+01 1.462101660223765407e+02
6.700000000000000000e+01 -8.312315845321469965e+01
6.800000000000000000e+01 5.940902936544069490e+01
6.900000000000000000e+01 2.643117812937191502e+02
7.000000000000000000e+01 4.155608906644408762e+02
7.100000000000000000e+01 1.201967754958596288e+03
7.200000000000000000e+01 -1.029016163260066605e+02
7.300000000000000000e+01 1.486638064648550994e+01
7.400000000000000000e+01 7.142493702928790071e+02
