# realization, C_[ell=3] 
0.000000000000000000e+00 3.578959500688723097e+02
1.000000000000000000e+00 2.643357578459751949e+02
2.000000000000000000e+00 7.703628851821594026e+02
3.000000000000000000e+00 3.229692674643822556e+02
4.000000000000000000e+00 5.543047466449202147e+02
5.000000000000000000e+00 4.856715367933479683e+02
6.000000000000000000e+00 5.735534216200485389e+02
7.000000000000000000e+00 8.674174977886090119e+02
8.000000000000000000e+00 2.060339169578550695e+02
9.000000000000000000e+00 2.482875176424990116e+02
1.000000000000000000e+01 8.634015928269764117e+02
1.100000000000000000e+01 4.147820992046901551e+02
1.200000000000000000e+01 4.427129086569365199e+02
1.300000000000000000e+01 4.793146897373770798e+02
1.400000000000000000e+01 1.213101742027819512e+02
1.500000000000000000e+01 1.156013909287546767e+03
1.600000000000000000e+01 4.655800605416967528e+02
1.700000000000000000e+01 7.321365330148836392e+02
1.800000000000000000e+01 3.029551363647625521e+02
1.900000000000000000e+01 7.364756341156854660e+02
2.000000000000000000e+01 6.147650031887109208e+02
2.100000000000000000e+01 8.013878584797881786e+02
2.200000000000000000e+01 1.170103717965131409e+03
2.300000000000000000e+01 6.556376763899273783e+02
2.400000000000000000e+01 3.886677115302196626e+02
2.500000000000000000e+01 4.878822940571845379e+02
2.600000000000000000e+01 1.242927999877765615e+03
2.700000000000000000e+01 2.597252157283003271e+02
2.800000000000000000e+01 3.720767839445136360e+02
2.900000000000000000e+01 3.363640358925077862e+02
3.000000000000000000e+01 5.271523720392365249e+02
3.100000000000000000e+01 1.137132821566547364e+03
3.200000000000000000e+01 5.928732738016230996e+02
3.300000000000000000e+01 3.893585519359064051e+02
3.400000000000000000e+01 4.689748815693716892e+02
3.500000000000000000e+01 2.564294287111858921e+02
3.600000000000000000e+01 1.006085244015304852e+03
3.700000000000000000e+01 5.456263479492871511e+02
3.800000000000000000e+01 4.327453640487000257e+02
3.900000000000000000e+01 6.610037595352939661e+02
4.000000000000000000e+01 3.706107112409129627e+02
4.100000000000000000e+01 1.197584705050027765e+02
4.200000000000000000e+01 3.894228657372142379e+02
4.300000000000000000e+01 2.691893669709838264e+02
4.400000000000000000e+01 6.915898718479378431e+02
4.500000000000000000e+01 2.209354102259786430e+02
4.600000000000000000e+01 3.410519412519881257e+02
4.700000000000000000e+01 2.063490419008212768e+02
4.800000000000000000e+01 1.246273203552424775e+03
4.900000000000000000e+01 4.092003904096771976e+02
