# realization, S_1/2
0.000000000000000000e+00 1.198077520207272319e+05
1.000000000000000000e+00 5.849396200803714601e+04
2.000000000000000000e+00 1.697521450735382314e+04
3.000000000000000000e+00 1.749111026035699761e+05
4.000000000000000000e+00 3.968274718583933281e+04
5.000000000000000000e+00 4.932829575373809348e+03
6.000000000000000000e+00 2.988876713355654283e+04
7.000000000000000000e+00 4.603327776762442954e+04
8.000000000000000000e+00 1.398826884451343858e+03
9.000000000000000000e+00 1.448469798229110602e+05
1.000000000000000000e+01 4.092118560973547574e+04
1.100000000000000000e+01 4.215594695295389829e+04
1.200000000000000000e+01 3.237296292965253815e+05
1.300000000000000000e+01 1.064059356149420819e+04
1.400000000000000000e+01 4.103768135708096088e+04
1.500000000000000000e+01 4.590519368818459770e+04
1.600000000000000000e+01 8.713090391415334307e+04
1.700000000000000000e+01 2.328771053947355176e+04
1.800000000000000000e+01 2.104723054021048592e+05
1.900000000000000000e+01 3.138001269649314418e+04
2.000000000000000000e+01 3.237848835026110828e+04
2.100000000000000000e+01 3.925167973316384450e+04
2.200000000000000000e+01 4.995647533821475372e+04
2.300000000000000000e+01 2.519743686640802480e+05
2.400000000000000000e+01 1.430168697279871230e+04
2.500000000000000000e+01 1.326450010230435691e+04
2.600000000000000000e+01 1.333716941537400999e+05
2.700000000000000000e+01 1.558586031801398894e+04
2.800000000000000000e+01 9.618457949362164072e+04
2.900000000000000000e+01 1.252869633329381031e+04
3.000000000000000000e+01 1.366520855860684242e+04
3.100000000000000000e+01 1.353375231314384146e+05
3.200000000000000000e+01 8.467526389491174996e+03
3.300000000000000000e+01 1.190128930217513880e+04
3.400000000000000000e+01 4.019298902185927000e+04
3.500000000000000000e+01 1.491538437685589888e+05
3.600000000000000000e+01 3.779713054985665804e+04
3.700000000000000000e+01 3.669290802484794403e+04
3.800000000000000000e+01 4.290851442892968771e+05
3.900000000000000000e+01 1.401066511432004700e+04
4.000000000000000000e+01 6.495533014346479467e+04
4.100000000000000000e+01 6.910386049345634819e+04
4.200000000000000000e+01 2.980709808553492257e+04
4.300000000000000000e+01 1.072436881441510923e+05
4.400000000000000000e+01 3.397158818484047515e+04
4.500000000000000000e+01 7.692565996667717627e+03
4.600000000000000000e+01 6.220730875420600569e+03
