# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.046645704499641916e+01 1.115832538940773020e+03 5.337202160615129287e+02 1.404591028371245557e+03 1.010521571488877113e+00 2.850973401062802850e+02 4.098768038645171918e-01 1.054856728502729657e-01
1.140663192623279310e+00 6.807831172939452244e+02 2.861914031486980434e+02 3.547779059214134918e+02 1.326805432269596574e-01 3.782683959332362065e+02 1.392799026000590135e-01 4.631452317088653042e-02
1.000000000000000000e+00 7.793733609261958017e-01 2.221569871906990401e-01 8.164086351073487346e-01 2.639465688463105142e-01 5.467799032212933286e-01 -3.876881162303691397e-02 -3.548854798694235646e-02
7.793733609261959128e-01 1.000000000000000000e+00 2.963099766305651861e-02 7.109914646428963092e-01 4.414569720524811891e-01 6.589130769788875686e-01 3.957530415214152893e-03 -4.029686552559791097e-04
2.221569871906990401e-01 2.963099766305651514e-02 1.000000000000000000e+00 3.805611446178545632e-01 -3.728065565037588791e-01 -3.646219323838494897e-01 -4.857414868198677016e-02 1.765942918649542406e-02
8.164086351073488457e-01 7.109914646428963092e-01 3.805611446178546187e-01 9.999999999999998890e-01 2.311172180030440504e-01 4.694666249119704426e-01 -1.736521200265456547e-02 3.886772130244180168e-02
2.639465688463105142e-01 4.414569720524811891e-01 -3.728065565037588791e-01 2.311172180030440226e-01 1.000000000000000000e+00 7.153441164150092790e-01 1.360328810818510828e-02 2.068806803612459333e-02
5.467799032212933286e-01 6.589130769788875686e-01 -3.646219323838494897e-01 4.694666249119704426e-01 7.153441164150092790e-01 1.000000000000000000e+00 -2.234532571781545299e-03 -1.679126677404322102e-02
-3.876881162303691397e-02 3.957530415214152893e-03 -4.857414868198677016e-02 -1.736521200265456547e-02 1.360328810818510828e-02 -2.234532571781545299e-03 1.000000000000000000e+00 3.367216501460185835e-02
-3.548854798694235646e-02 -4.029686552559790555e-04 1.765942918649542406e-02 3.886772130244180168e-02 2.068806803612459333e-02 -1.679126677404322102e-02 3.367216501460185835e-02 1.000000000000000000e+00
