# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.050025321126178746e+01 1.094921443560887383e+03 5.315595142044044223e+02 1.414742703170735467e+03 1.005067215364896294e+00 2.790842488766536462e+02 4.111512193190278164e-01 1.027808129506274371e-01
1.147027346075405685e+00 7.049927285867406681e+02 2.902770270565715123e+02 3.612739225440225255e+02 1.307310268880347015e-01 3.993810097641593870e+02 1.361849071716406123e-01 4.477881567139152530e-02
9.999999999999997780e-01 7.810785234388608611e-01 2.133734792816699699e-01 7.846317548483225934e-01 2.868388781217414696e-01 5.815768292314491550e-01 -1.860222419416140277e-02 4.448227749718668134e-03
7.810785234388607501e-01 1.000000000000000000e+00 8.134400632856954305e-03 6.907928650275700910e-01 4.340561010547446807e-01 6.886305410164657026e-01 -3.375990568971133643e-02 -2.152595898274962602e-02
2.133734792816699699e-01 8.134400632856954305e-03 9.999999999999997780e-01 3.671587532063841364e-01 -3.656786617268265593e-01 -3.557303807825418218e-01 2.206583487652668402e-02 1.870299822586261179e-02
7.846317548483225934e-01 6.907928650275700910e-01 3.671587532063840809e-01 1.000000000000000000e+00 2.016151457033536487e-01 4.907147651207937056e-01 1.970551380506502682e-03 8.684573604631851129e-02
2.868388781217414141e-01 4.340561010547446807e-01 -3.656786617268265593e-01 2.016151457033536487e-01 1.000000000000000000e+00 7.197713881541768499e-01 -3.271586259340606567e-02 4.876508817144955404e-02
5.815768292314491550e-01 6.886305410164655916e-01 -3.557303807825418218e-01 4.907147651207936501e-01 7.197713881541767389e-01 1.000000000000000000e+00 -2.560401930771706580e-02 2.021384329180525574e-02
-1.860222419416139930e-02 -3.375990568971133643e-02 2.206583487652668402e-02 1.970551380506502682e-03 -3.271586259340606567e-02 -2.560401930771706927e-02 9.999999999999997780e-01 3.048050911817800843e-02
4.448227749718668134e-03 -2.152595898274962602e-02 1.870299822586261526e-02 8.684573604631851129e-02 4.876508817144955404e-02 2.021384329180525574e-02 3.048050911817801190e-02 1.000000000000000000e+00
