# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.043481688827600706e+01 1.082680611247991919e+03 5.389026191588786787e+02 1.407923734409588860e+03 9.973069925917871226e-01 2.558496391092856754e+02 4.109742822618562275e-01 1.028354656150814311e-01
1.165761196677530309e+00 7.003261663534225363e+02 2.889412770513537794e+02 3.638043475124181327e+02 1.312686336450633595e-01 3.969913753875809448e+02 1.352954935071852827e-01 4.361049394049200389e-02
1.000000000000000000e+00 7.869598615980044620e-01 1.887838276893129552e-01 8.091239722907082044e-01 2.941338392072450070e-01 5.774619923210267958e-01 -4.094350174460299752e-02 3.678797723572507089e-02
7.869598615980044620e-01 1.000000000000000000e+00 -3.335188925730136339e-02 7.101211529491192609e-01 4.426585919036327144e-01 7.118083672390866923e-01 -3.989513572032166860e-02 4.639826587180232581e-02
1.887838276893129552e-01 -3.335188925730135645e-02 1.000000000000000000e+00 3.403597530262773563e-01 -3.676339350269680062e-01 -4.057979606016527407e-01 -4.584733375058180384e-03 3.911298909946212682e-02
8.091239722907082044e-01 7.101211529491192609e-01 3.403597530262774118e-01 1.000000000000000000e+00 2.426954761392423332e-01 4.994826289304574729e-01 -3.589892855675795580e-02 1.107276407475173141e-01
2.941338392072450070e-01 4.426585919036327699e-01 -3.676339350269680062e-01 2.426954761392423332e-01 1.000000000000000000e+00 7.283780064609530758e-01 -1.682758065999321109e-02 8.067357113249087885e-02
5.774619923210267958e-01 7.118083672390866923e-01 -4.057979606016527963e-01 4.994826289304574729e-01 7.283780064609530758e-01 9.999999999999998890e-01 -1.933056585538863587e-02 8.878898919208447205e-02
-4.094350174460299752e-02 -3.989513572032166860e-02 -4.584733375058180384e-03 -3.589892855675795580e-02 -1.682758065999321109e-02 -1.933056585538863587e-02 1.000000000000000000e+00 1.999441052657032619e-02
3.678797723572507089e-02 4.639826587180232581e-02 3.911298909946211988e-02 1.107276407475173280e-01 8.067357113249087885e-02 8.878898919208447205e-02 1.999441052657032272e-02 1.000000000000000000e+00
