# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.048754470167566666e+01 1.129583671926843408e+03 5.248162465275757995e+02 1.408472093879766362e+03 1.013376276351508398e+00 2.931155541918789140e+02 4.113362533160991874e-01 1.039136793340043746e-01
1.142263643644855886e+00 6.940946034150803143e+02 2.815551798419004399e+02 3.497317572305506701e+02 1.242015323550531153e-01 3.755379587078272152e+02 1.360061994215919501e-01 4.672502600271621898e-02
9.999999999999997780e-01 7.961802437909358821e-01 1.647136182145699512e-01 8.046809087063094834e-01 2.916628237058138118e-01 5.925269684074822019e-01 -5.023357724376390464e-03 4.659046400677035321e-02
7.961802437909358821e-01 9.999999999999998890e-01 1.715246405226153459e-02 7.155275915779418794e-01 4.130680380936190832e-01 6.787613795922153859e-01 -1.978896174100108762e-02 5.017342988075892962e-02
1.647136182145699512e-01 1.715246405226153459e-02 1.000000000000000000e+00 3.524226216025548863e-01 -3.483975242757668678e-01 -3.961469844314819411e-01 -1.919945351686475066e-02 5.581178651334203766e-02
8.046809087063094834e-01 7.155275915779418794e-01 3.524226216025548863e-01 1.000000000000000000e+00 2.397731748576219235e-01 4.853503697060703170e-01 -1.507760282756538846e-02 8.958424659382512034e-02
2.916628237058138118e-01 4.130680380936191387e-01 -3.483975242757668678e-01 2.397731748576219235e-01 1.000000000000000000e+00 7.023914177970156381e-01 -2.709941983583929667e-02 2.041403412878326981e-02
5.925269684074820908e-01 6.787613795922153859e-01 -3.961469844314819966e-01 4.853503697060703170e-01 7.023914177970157491e-01 1.000000000000000000e+00 -5.641345216124114131e-03 -6.890263272053870520e-03
-5.023357724376390464e-03 -1.978896174100108762e-02 -1.919945351686475066e-02 -1.507760282756538846e-02 -2.709941983583930014e-02 -5.641345216124114131e-03 1.000000000000000000e+00 -2.694336947566483217e-02
4.659046400677034627e-02 5.017342988075892962e-02 5.581178651334204460e-02 8.958424659382510646e-02 2.041403412878327328e-02 -6.890263272053869653e-03 -2.694336947566483217e-02 1.000000000000000000e+00
