# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.051653101624567732e+01 1.135693049696471235e+03 5.223005342158330677e+02 1.421483342562353528e+03 1.011945193735177329e+00 2.878571431249726515e+02 4.031568419193718444e-01 1.051004153286708570e-01
1.149205828752198677e+00 7.090009544301630058e+02 2.738825697774782952e+02 3.504371254601718420e+02 1.310663874763231262e-01 3.888205623752407973e+02 1.368383076389580455e-01 4.295832543374445561e-02
9.999999999999997780e-01 8.055744527804400423e-01 1.656341731001335638e-01 7.958344319258917610e-01 3.421997068091038319e-01 6.052998744746284077e-01 -1.231690211001463045e-02 3.752931277843330610e-02
8.055744527804400423e-01 9.999999999999998890e-01 1.162494273374961237e-02 7.108726192422895052e-01 4.794748887937662629e-01 6.908253082720964278e-01 1.372970591749602190e-02 4.965591613632002604e-02
1.656341731001335638e-01 1.162494273374961237e-02 1.000000000000000000e+00 3.409332171176561177e-01 -3.047444957966022883e-01 -3.196240250860811760e-01 -3.299555738665099769e-02 -6.398458143136267692e-03
7.958344319258917610e-01 7.108726192422895052e-01 3.409332171176561177e-01 1.000000000000000000e+00 2.942000126395138415e-01 5.233784178134361920e-01 2.029106237762172416e-02 7.134027827856354032e-02
3.421997068091038319e-01 4.794748887937662629e-01 -3.047444957966022883e-01 2.942000126395138415e-01 1.000000000000000000e+00 7.232496955890045376e-01 1.140503544983467038e-02 5.646498916844273908e-02
6.052998744746282966e-01 6.908253082720964278e-01 -3.196240250860811760e-01 5.233784178134361920e-01 7.232496955890045376e-01 1.000000000000000000e+00 1.505505616245721504e-02 7.291678830599691852e-02
-1.231690211001463219e-02 1.372970591749602016e-02 -3.299555738665099769e-02 2.029106237762172416e-02 1.140503544983467038e-02 1.505505616245721330e-02 1.000000000000000000e+00 -3.950130202593515882e-02
3.752931277843330610e-02 4.965591613632003298e-02 -6.398458143136266825e-03 7.134027827856354032e-02 5.646498916844274601e-02 7.291678830599691852e-02 -3.950130202593515882e-02 9.999999999999998890e-01
