# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.049059351937138906e+01 1.133412120984255125e+03 5.238502549137803044e+02 1.416321048510711080e+03 1.017488359719471491e+00 2.886030359622113792e+02 4.134564089342662174e-01 1.031707975095096097e-01
1.199269555191382786e+00 7.330609733181571528e+02 2.778059886288025950e+02 3.611748240376884951e+02 1.323757887891746643e-01 3.943589983121983096e+02 1.391562065711257901e-01 4.611911938170196179e-02
9.999999999999997780e-01 7.982133302344027737e-01 1.562455242387182919e-01 8.110435453717533827e-01 3.203656120764615256e-01 6.000322827939578163e-01 -1.756798618009792687e-02 2.403861290672244799e-02
7.982133302344027737e-01 9.999999999999998890e-01 -7.339218466716112589e-03 7.448669273012039627e-01 4.859717326974026252e-01 7.118011590386096321e-01 1.088764835857204856e-02 3.966966923242742915e-02
1.562455242387183196e-01 -7.339218466716111722e-03 1.000000000000000000e+00 3.095739682767409406e-01 -3.431157946681190896e-01 -3.930351087236751417e-01 -1.526455718067909126e-02 8.110389001663352582e-02
8.110435453717533827e-01 7.448669273012038516e-01 3.095739682767409406e-01 1.000000000000000000e+00 2.872807104639077957e-01 5.300562793493467373e-01 -2.743019980543594596e-02 9.755400548781009706e-02
3.203656120764615256e-01 4.859717326974026252e-01 -3.431157946681190896e-01 2.872807104639077957e-01 1.000000000000000000e+00 7.259142994722180831e-01 -8.137953015730520906e-03 -3.928159788657008267e-03
6.000322827939578163e-01 7.118011590386096321e-01 -3.930351087236751417e-01 5.300562793493467373e-01 7.259142994722179720e-01 1.000000000000000000e+00 -3.222046233030433082e-02 -3.904620972342266044e-02
-1.756798618009792340e-02 1.088764835857204856e-02 -1.526455718067908952e-02 -2.743019980543594596e-02 -8.137953015730519171e-03 -3.222046233030433082e-02 9.999999999999997780e-01 -3.822679038422998471e-02
2.403861290672244452e-02 3.966966923242742915e-02 8.110389001663352582e-02 9.755400548781009706e-02 -3.928159788657008267e-03 -3.904620972342266738e-02 -3.822679038422999165e-02 1.000000000000000000e+00
