# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.054420696658746337e+01 1.129166846309954053e+03 5.403840505887161498e+02 1.428991449818653336e+03 1.011358456925546268e+00 2.840778112281321341e+02 4.096213409886389489e-01 1.019958407356645474e-01
1.192022692868813127e+00 6.801439009646193199e+02 2.852499523294096093e+02 3.525418124314833790e+02 1.317030995640778857e-01 3.974081478063399686e+02 1.395308622521655439e-01 4.455918978541465597e-02
1.000000000000000000e+00 7.926350358483010838e-01 1.991373186404595541e-01 7.983088214311320208e-01 3.008619153106594224e-01 5.754184841419038854e-01 2.873157662610675844e-02 7.927158390942679392e-03
7.926350358483010838e-01 1.000000000000000000e+00 1.814366827895588438e-02 7.085400114150939288e-01 4.180672393007851539e-01 6.732282648163785410e-01 1.065993836472343102e-02 -9.286715412797005853e-03
1.991373186404595541e-01 1.814366827895588438e-02 1.000000000000000000e+00 3.488937670612179964e-01 -3.922984554362652365e-01 -4.034105374452953696e-01 1.195336243061069503e-03 9.936016190489704858e-02
7.983088214311321318e-01 7.085400114150939288e-01 3.488937670612179964e-01 1.000000000000000000e+00 2.123928202779671870e-01 4.822870892543292820e-01 2.463403643998362744e-02 7.670263054306702966e-02
3.008619153106594224e-01 4.180672393007852095e-01 -3.922984554362652365e-01 2.123928202779671870e-01 1.000000000000000000e+00 7.334529815480460568e-01 4.929693642499165251e-02 -5.012289175038727590e-02
5.754184841419039964e-01 6.732282648163784300e-01 -4.034105374452953696e-01 4.822870892543292820e-01 7.334529815480459458e-01 1.000000000000000000e+00 5.210904349413122277e-02 -4.760521334395903525e-02
2.873157662610675844e-02 1.065993836472342929e-02 1.195336243061069503e-03 2.463403643998362744e-02 4.929693642499165251e-02 5.210904349413122277e-02 9.999999999999997780e-01 -2.420680987338056506e-03
7.927158390942681127e-03 -9.286715412797005853e-03 9.936016190489704858e-02 7.670263054306701578e-02 -5.012289175038728284e-02 -4.760521334395903525e-02 -2.420680987338056939e-03 9.999999999999998890e-01
