# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.055268840375081041e+01 1.165992198919995417e+03 5.248474548664429449e+02 1.428872285890696958e+03 1.013206146528402796e+00 3.200070574010251221e+02 4.106324465058047157e-01 1.029243590773505218e-01
1.190431214616415545e+00 7.180447359803404197e+02 2.887390159899771902e+02 3.614391088220393158e+02 1.280707068906792589e-01 3.787871662544487208e+02 1.426325263232749441e-01 4.446093637986613806e-02
9.999999999999997780e-01 7.975659925325129240e-01 1.778422334103908764e-01 8.020637573424823641e-01 2.835940825265951815e-01 5.988693795072732584e-01 -2.162278046751163387e-03 1.767986272711303056e-02
7.975659925325129240e-01 9.999999999999998890e-01 1.751068350745948674e-02 7.141986531632802393e-01 4.329272302538535455e-01 6.738177120212289761e-01 1.599133609670220016e-02 7.878264940448676673e-03
1.778422334103908486e-01 1.751068350745948674e-02 9.999999999999997780e-01 3.816153904498388871e-01 -3.411773672458305318e-01 -3.744148747690166923e-01 -1.982443789046199611e-02 1.484127397985246337e-02
8.020637573424823641e-01 7.141986531632802393e-01 3.816153904498388871e-01 9.999999999999998890e-01 1.836269416032673685e-01 4.528852456286513450e-01 -2.060823153107755896e-03 7.673557382280569994e-02
2.835940825265952370e-01 4.329272302538535455e-01 -3.411773672458305873e-01 1.836269416032673685e-01 1.000000000000000000e+00 6.937702317025208343e-01 8.125437296012132105e-02 -2.871602628368716270e-02
5.988693795072732584e-01 6.738177120212289761e-01 -3.744148747690167478e-01 4.528852456286513450e-01 6.937702317025207233e-01 9.999999999999998890e-01 4.976632231131676576e-02 -1.079566432660570945e-02
-2.162278046751162953e-03 1.599133609670220363e-02 -1.982443789046199611e-02 -2.060823153107756329e-03 8.125437296012133492e-02 4.976632231131676576e-02 1.000000000000000000e+00 6.658612635355570797e-02
1.767986272711303056e-02 7.878264940448676673e-03 1.484127397985246337e-02 7.673557382280569994e-02 -2.871602628368716270e-02 -1.079566432660570945e-02 6.658612635355572185e-02 1.000000000000000000e+00
