# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.053731592565121211e+01 1.168629765805123270e+03 5.202143797438834554e+02 1.430718901565646547e+03 1.017022701397646056e+00 3.263841412717670778e+02 4.133343507431377906e-01 1.029059985420841955e-01
1.209421594627145824e+00 7.227010455364899144e+02 2.801377528287856649e+02 3.708746136275811978e+02 1.272360864560576343e-01 3.842557237752413926e+02 1.385549366303806262e-01 4.473209486265575241e-02
1.000000000000000000e+00 7.921406056271901308e-01 2.113242877898909300e-01 8.098697948297091109e-01 3.160056328789080382e-01 6.186003701458124837e-01 -3.176249700532877279e-02 5.155750068866087055e-02
7.921406056271901308e-01 1.000000000000000000e+00 7.476968780010423421e-02 7.256533930577222513e-01 4.369267689294931700e-01 6.680801163627092532e-01 -1.672564021414933363e-02 4.751418212090170734e-02
2.113242877898909300e-01 7.476968780010423421e-02 1.000000000000000000e+00 3.893465271253816473e-01 -2.969033939845028836e-01 -3.028787276827921704e-01 -1.786544513232223713e-02 3.254562362006644533e-02
8.098697948297091109e-01 7.256533930577222513e-01 3.893465271253816473e-01 1.000000000000000000e+00 2.192660991272934734e-01 4.967515948270352921e-01 -2.084004103166202729e-02 9.480426560926907831e-02
3.160056328789080382e-01 4.369267689294931700e-01 -2.969033939845028836e-01 2.192660991272934734e-01 9.999999999999997780e-01 6.906085236933090510e-01 -1.425915824577106764e-02 -1.503171814981287295e-03
6.186003701458123727e-01 6.680801163627092532e-01 -3.028787276827921704e-01 4.967515948270353476e-01 6.906085236933089400e-01 1.000000000000000000e+00 -1.013563424952952305e-02 9.093554745420130356e-03
-3.176249700532877279e-02 -1.672564021414933363e-02 -1.786544513232223713e-02 -2.084004103166202729e-02 -1.425915824577106764e-02 -1.013563424952952478e-02 1.000000000000000000e+00 2.915202641425523530e-02
5.155750068866087055e-02 4.751418212090170734e-02 3.254562362006643839e-02 9.480426560926907831e-02 -1.503171814981287295e-03 9.093554745420130356e-03 2.915202641425523530e-02 9.999999999999998890e-01
