# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.050722735753776504e+01 1.130140111547686502e+03 5.223111076929681076e+02 1.419262058466172675e+03 1.011941916841928357e+00 2.751330475806215077e+02 4.036618844333665912e-01 1.050170710539334168e-01
1.151250316979737676e+00 7.086026608750390778e+02 2.738735418410786906e+02 3.496420918736131398e+02 1.311124458563357187e-01 3.843455626214565655e+02 1.352478411232689304e-01 4.296287526674345825e-02
1.000000000000000000e+00 8.050034491077726617e-01 1.642986931642874404e-01 7.964284905712094575e-01 3.419339766998709118e-01 6.139551320741816198e-01 -2.915515424460860330e-02 4.200347618847351250e-02
8.050034491077725507e-01 9.999999999999998890e-01 1.154938424161687169e-02 7.108999773388193777e-01 4.785765235440345711e-01 6.999172092906169595e-01 3.952868281611659563e-04 5.265972404440021765e-02
1.642986931642874404e-01 1.154938424161687169e-02 1.000000000000000000e+00 3.396895470301987130e-01 -3.074581169361224608e-01 -3.319704024048397151e-01 -3.082894974432144955e-02 -4.798935054193091687e-03
7.964284905712094575e-01 7.108999773388193777e-01 3.396895470301987130e-01 1.000000000000000000e+00 2.934252951767212236e-01 5.264428503638565182e-01 7.664401041276231070e-03 7.510100898342686460e-02
3.419339766998708563e-01 4.785765235440345711e-01 -3.074581169361224053e-01 2.934252951767212236e-01 9.999999999999997780e-01 7.290247696986380532e-01 1.256513929112559880e-02 5.858141022822885291e-02
6.139551320741815088e-01 6.999172092906169595e-01 -3.319704024048397151e-01 5.264428503638566292e-01 7.290247696986380532e-01 1.000000000000000000e+00 -1.010576842494472416e-03 8.091660665473836278e-02
-2.915515424460860330e-02 3.952868281611659563e-04 -3.082894974432144955e-02 7.664401041276230203e-03 1.256513929112559880e-02 -1.010576842494472416e-03 1.000000000000000000e+00 -3.893214008930584447e-02
4.200347618847351250e-02 5.265972404440022459e-02 -4.798935054193091687e-03 7.510100898342686460e-02 5.858141022822885291e-02 8.091660665473836278e-02 -3.893214008930584447e-02 1.000000000000000000e+00
