# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.054751602910569552e+01 1.130278080367880193e+03 5.403467781839440249e+02 1.429589020776543748e+03 1.011433221308954522e+00 2.844026751041163834e+02 4.094620918142334864e-01 1.020248021840211433e-01
1.190576256239009867e+00 6.801022360538139537e+02 2.852649929177037507e+02 3.528164232835947018e+02 1.317578475569201601e-01 3.974870103769537195e+02 1.394155879322821479e-01 4.457326228821843761e-02
9.999999999999997780e-01 7.928277722252495829e-01 1.983043494287415887e-01 7.991925372986932175e-01 3.028889256363130333e-01 5.763204350198062320e-01 3.130258652286420362e-02 9.000396451948061358e-03
7.928277722252496940e-01 1.000000000000000000e+00 1.748940063999250907e-02 7.087189624440044522e-01 4.190940786747526237e-01 6.735018898163058765e-01 1.189545760506259368e-02 -8.514909792519224918e-03
1.983043494287415887e-01 1.748940063999250907e-02 1.000000000000000000e+00 3.478603581330300121e-01 -3.924394034957371380e-01 -4.036707443722181154e-01 1.562570151504158933e-03 9.899789004320785901e-02
7.991925372986931064e-01 7.087189624440044522e-01 3.478603581330300121e-01 1.000000000000000000e+00 2.136399900317693668e-01 4.826026497191963083e-01 2.533702114645428050e-02 7.774006021744507555e-02
3.028889256363130889e-01 4.190940786747526237e-01 -3.924394034957371380e-01 2.136399900317693945e-01 1.000000000000000000e+00 7.337388525242057868e-01 4.889183748596093171e-02 -4.933487398993344902e-02
5.763204350198061210e-01 6.735018898163058765e-01 -4.036707443722181154e-01 4.826026497191962528e-01 7.337388525242056758e-01 1.000000000000000000e+00 5.245637128828368329e-02 -4.702596240552062851e-02
3.130258652286420362e-02 1.189545760506259542e-02 1.562570151504159149e-03 2.533702114645428397e-02 4.889183748596093865e-02 5.245637128828368329e-02 9.999999999999997780e-01 -2.506337721504706649e-03
9.000396451948061358e-03 -8.514909792519224918e-03 9.899789004320784513e-02 7.774006021744508943e-02 -4.933487398993345596e-02 -4.702596240552063545e-02 -2.506337721504706649e-03 1.000000000000000000e+00
