# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.048853733031294233e+01 1.128313656631972663e+03 5.304719390141441409e+02 1.409681764169909002e+03 1.011454315698627981e+00 2.949477732673582864e+02 4.069894880917990787e-01 1.055111525535464417e-01
1.184533312516922621e+00 7.067723413322889883e+02 2.862329078699891625e+02 3.601983728282034463e+02 1.332241400278860455e-01 3.912672263580374761e+02 1.431794190519216914e-01 4.710430487032935681e-02
1.000000000000000000e+00 7.887577634502868085e-01 1.830982079514418825e-01 8.194798879452053209e-01 2.979636707088573755e-01 5.996876215043923652e-01 -4.578030188452316546e-02 1.282221808185981561e-02
7.887577634502868085e-01 9.999999999999998890e-01 -1.314958500733667476e-02 7.089130938040071328e-01 4.691273548230507906e-01 6.985097808869439318e-01 -1.690769617945405909e-02 2.034770564640046506e-02
1.830982079514418548e-01 -1.314958500733667476e-02 1.000000000000000000e+00 3.518437196091889763e-01 -3.869237715334832295e-01 -3.538528096235471487e-01 -5.306776193999993008e-02 4.302540353505630161e-02
8.194798879452053209e-01 7.089130938040071328e-01 3.518437196091889763e-01 1.000000000000000000e+00 2.307923066963667724e-01 4.901322261435415162e-01 -6.353373600050167547e-02 6.846653362466775805e-02
2.979636707088574310e-01 4.691273548230507906e-01 -3.869237715334832295e-01 2.307923066963667724e-01 1.000000000000000000e+00 7.219625549022203881e-01 6.294889268240736607e-03 2.019453492767819477e-02
5.996876215043923652e-01 6.985097808869439318e-01 -3.538528096235471487e-01 4.901322261435415162e-01 7.219625549022204991e-01 1.000000000000000000e+00 -3.053883750478103218e-02 -1.180655122122534033e-02
-4.578030188452316546e-02 -1.690769617945405909e-02 -5.306776193999993008e-02 -6.353373600050167547e-02 6.294889268240736607e-03 -3.053883750478103565e-02 9.999999999999997780e-01 2.120536614898401936e-02
1.282221808185981388e-02 2.034770564640046506e-02 4.302540353505630161e-02 6.846653362466777193e-02 2.019453492767819477e-02 -1.180655122122534033e-02 2.120536614898402283e-02 1.000000000000000000e+00
