# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.049076656650226980e+01 1.108526714785795775e+03 5.060986628334540001e+02 1.399072218868822802e+03 1.009594788393636700e+00 2.934948998162350904e+02 4.018961422305945552e-01 1.037557908423619168e-01
1.166766029333549115e+00 6.787803202757777399e+02 2.724610258837535071e+02 3.499120323690485179e+02 1.219369256558703596e-01 3.732888343813556844e+02 1.393754543642954924e-01 4.494495237404010773e-02
9.999999999999997780e-01 8.043182405673948709e-01 1.339258194672343361e-01 8.032739221970329746e-01 3.307937782244707026e-01 6.285069051479873492e-01 -3.003443762012416793e-02 7.305264316334135477e-02
8.043182405673947599e-01 1.000000000000000000e+00 -1.965247192949096458e-02 7.044746014521462429e-01 4.134807969967229102e-01 6.778532398199436093e-01 -3.684527324503922979e-02 4.513704684896521074e-02
1.339258194672343361e-01 -1.965247192949096458e-02 9.999999999999997780e-01 3.321822071779079177e-01 -2.985978844095541485e-01 -3.631289804187775028e-01 3.041187907338622001e-02 1.172114217892671062e-02
8.032739221970330856e-01 7.044746014521462429e-01 3.321822071779079177e-01 1.000000000000000000e+00 2.763665862836939269e-01 5.152504940436825054e-01 -2.265136575195924803e-02 9.627305114490687654e-02
3.307937782244707581e-01 4.134807969967228547e-01 -2.985978844095540929e-01 2.763665862836939269e-01 1.000000000000000000e+00 7.074438955567823317e-01 -9.436195222180764064e-02 6.351471286244524117e-02
6.285069051479873492e-01 6.778532398199436093e-01 -3.631289804187775028e-01 5.152504940436825054e-01 7.074438955567823317e-01 1.000000000000000000e+00 -6.790799583858592170e-02 4.680967388158940867e-02
-3.003443762012416446e-02 -3.684527324503922979e-02 3.041187907338622348e-02 -2.265136575195924457e-02 -9.436195222180765452e-02 -6.790799583858592170e-02 1.000000000000000000e+00 -6.605262951417903428e-03
7.305264316334134089e-02 4.513704684896521074e-02 1.172114217892671062e-02 9.627305114490687654e-02 6.351471286244524117e-02 4.680967388158940867e-02 -6.605262951417904295e-03 1.000000000000000000e+00
