# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.049660033832881467e+01 1.135662159089172064e+03 5.246351787856218607e+02 1.411719652896403886e+03 1.013840800068893877e+00 3.091531776697049736e+02 4.110480425631949930e-01 1.039367580142322167e-01
1.148535475568502218e+00 7.018819612592596968e+02 2.815574183049172916e+02 3.523016639077751506e+02 1.242133500114985384e-01 3.840358201811467325e+02 1.362211630490415271e-01 4.671546338542993670e-02
9.999999999999997780e-01 7.998174094632108933e-01 1.649199700610705921e-01 8.065684818270651979e-01 2.897585244049760145e-01 5.932471000902367342e-01 9.771927540707461574e-04 4.377443657340979871e-02
7.998174094632107822e-01 1.000000000000000000e+00 1.946758082424795630e-02 7.198846081043810408e-01 4.124013385761352013e-01 6.813667442558192233e-01 -1.214377299213142969e-02 4.961567907996823623e-02
1.649199700610705921e-01 1.946758082424795977e-02 1.000000000000000000e+00 3.509196701150416042e-01 -3.464042784787532692e-01 -3.855578949301201597e-01 -2.592722394753121939e-02 5.511299626397445778e-02
8.065684818270651979e-01 7.198846081043810408e-01 3.509196701150416042e-01 9.999999999999998890e-01 2.388359494638859493e-01 4.873665070041348080e-01 -1.696461715940342230e-02 8.723581226570943647e-02
2.897585244049759590e-01 4.124013385761352013e-01 -3.464042784787532692e-01 2.388359494638859215e-01 1.000000000000000000e+00 6.910121793332961726e-01 -2.125098757341488745e-02 1.954668855735343380e-02
5.932471000902367342e-01 6.813667442558192233e-01 -3.855578949301201597e-01 4.873665070041347525e-01 6.910121793332961726e-01 1.000000000000000000e+00 2.017885261708952764e-03 -3.843991875284367716e-03
9.771927540707461574e-04 -1.214377299213142795e-02 -2.592722394753121939e-02 -1.696461715940342230e-02 -2.125098757341489092e-02 2.017885261708953198e-03 1.000000000000000000e+00 -2.679859498401360868e-02
4.377443657340979177e-02 4.961567907996823623e-02 5.511299626397445778e-02 8.723581226570943647e-02 1.954668855735343380e-02 -3.843991875284367716e-03 -2.679859498401360868e-02 1.000000000000000000e+00
