# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.048695966667881763e+01 1.124334475457383633e+03 5.373517220447340605e+02 1.408428776887033564e+03 1.010461253749751709e+00 2.738534938855910355e+02 4.090222885694371202e-01 1.025070948969217938e-01
1.165469383452721663e+00 7.142754822604973697e+02 2.940957868295788558e+02 3.540225710298017248e+02 1.284167286953624698e-01 3.794815596349979501e+02 1.354764974065478800e-01 4.418869836741429885e-02
9.999999999999997780e-01 7.976314588765912594e-01 2.113981633708557628e-01 8.095541690364722598e-01 2.947239297361657906e-01 5.822371172272927664e-01 -1.567812325801324139e-02 4.071611914908306040e-02
7.976314588765913705e-01 9.999999999999998890e-01 -1.115081897600553838e-02 7.034121788972732547e-01 4.531624285901023064e-01 6.974137582344606123e-01 -2.629943143381383366e-02 4.904711796633297316e-02
2.113981633708557351e-01 -1.115081897600553838e-02 9.999999999999997780e-01 3.682426187516729121e-01 -3.759521425185019528e-01 -3.996957928404062388e-01 -5.222279304143349205e-02 3.641601883098979225e-02
8.095541690364721488e-01 7.034121788972731437e-01 3.682426187516729121e-01 1.000000000000000000e+00 1.988723488865676292e-01 4.725496361692363978e-01 -1.635706909134792761e-02 8.909201451041237618e-02
2.947239297361657906e-01 4.531624285901023064e-01 -3.759521425185018972e-01 1.988723488865676015e-01 1.000000000000000000e+00 7.078741900024697609e-01 2.025531827233087098e-02 -4.585394150518593698e-02
5.822371172272927664e-01 6.974137582344606123e-01 -3.996957928404062388e-01 4.725496361692363978e-01 7.078741900024697609e-01 1.000000000000000000e+00 1.604027164665985244e-02 -1.050864038545277178e-02
-1.567812325801324139e-02 -2.629943143381383019e-02 -5.222279304143349205e-02 -1.635706909134792761e-02 2.025531827233087098e-02 1.604027164665985244e-02 9.999999999999997780e-01 7.274123807763810401e-02
4.071611914908306040e-02 4.904711796633297316e-02 3.641601883098979225e-02 8.909201451041237618e-02 -4.585394150518593004e-02 -1.050864038545277178e-02 7.274123807763810401e-02 1.000000000000000000e+00
