# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.046426533603056619e+01 1.084181423798234164e+03 5.436407920926583301e+02 1.408830763969780264e+03 9.979039938686603550e-01 2.647946189888378967e+02 4.107607496738452935e-01 1.036912178469241441e-01
1.154757336541915702e+00 6.869676324458799854e+02 2.992902963779690140e+02 3.616803048151650160e+02 1.257292503269606676e-01 3.933756330325516046e+02 1.358761758825982879e-01 4.410240595970370964e-02
1.000000000000000000e+00 7.754657809011840097e-01 2.193096079636566997e-01 8.014958008871577722e-01 2.603337183985116043e-01 5.292365551470642471e-01 -1.143624492657794103e-02 5.807347806479989938e-02
7.754657809011840097e-01 1.000000000000000000e+00 -3.496430726899337621e-02 7.060484385067490321e-01 4.319681059705498538e-01 6.856271504796956906e-01 -1.063846522740955099e-02 6.824672697286118805e-02
2.193096079636567275e-01 -3.496430726899338315e-02 1.000000000000000000e+00 3.738296485484777221e-01 -3.660485001446931452e-01 -4.114917165072666250e-01 -3.421693509511420511e-02 2.597516084219890498e-02
8.014958008871576611e-01 7.060484385067491431e-01 3.738296485484777221e-01 1.000000000000000000e+00 2.073434503056825196e-01 4.481398616627675913e-01 -4.009338362067917626e-03 1.082951888024570597e-01
2.603337183985116043e-01 4.319681059705499093e-01 -3.660485001446930897e-01 2.073434503056825196e-01 1.000000000000000000e+00 7.060687560525902295e-01 1.279108956381751205e-02 4.315632015012547951e-02
5.292365551470642471e-01 6.856271504796956906e-01 -4.114917165072666250e-01 4.481398616627675913e-01 7.060687560525902295e-01 1.000000000000000000e+00 2.581794184337390941e-02 6.685868127961502871e-02
-1.143624492657794277e-02 -1.063846522740955099e-02 -3.421693509511419817e-02 -4.009338362067917626e-03 1.279108956381751205e-02 2.581794184337391287e-02 1.000000000000000000e+00 8.341965872741516352e-02
5.807347806479989244e-02 6.824672697286118805e-02 2.597516084219890498e-02 1.082951888024570597e-01 4.315632015012547951e-02 6.685868127961502871e-02 8.341965872741514965e-02 1.000000000000000000e+00
