# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.047677878781856720e+01 1.130708971716552242e+03 5.271997266637810071e+02 1.426646722715724991e+03 1.007749553769153650e+00 2.822099212215565558e+02 4.087920483004203187e-01 1.080622560974100199e-01
1.180558752168011649e+00 7.524535151996470859e+02 2.799733110407944423e+02 3.730786752299339355e+02 1.335893078538068490e-01 4.070257733795063473e+02 1.386604122699225394e-01 4.489051093100490664e-02
9.999999999999997780e-01 7.999314547988206625e-01 1.391593160155078501e-01 7.960823930603182497e-01 3.759399536065884950e-01 6.414050364750720767e-01 -5.026903770129154819e-02 4.010771702701097785e-02
7.999314547988206625e-01 1.000000000000000000e+00 -8.480718989615118955e-03 7.228192638343604592e-01 4.936289956774557175e-01 7.166564246893664114e-01 -6.663453565627196207e-02 3.944637060797981376e-02
1.391593160155078501e-01 -8.480718989615117220e-03 1.000000000000000000e+00 3.275323989572169747e-01 -3.333907621227794604e-01 -3.449157647371114410e-01 3.288300467339920485e-02 7.358675124582191203e-03
7.960823930603182497e-01 7.228192638343605703e-01 3.275323989572169747e-01 1.000000000000000000e+00 3.158470011069774985e-01 5.542709802634855354e-01 -6.016799721976167498e-02 7.301533237991547631e-02
3.759399536065884395e-01 4.936289956774557175e-01 -3.333907621227794604e-01 3.158470011069774985e-01 9.999999999999997780e-01 7.382243069660797685e-01 -5.446307248526532224e-02 4.289501798934456517e-02
6.414050364750720767e-01 7.166564246893664114e-01 -3.449157647371114410e-01 5.542709802634855354e-01 7.382243069660797685e-01 1.000000000000000000e+00 -6.612955553443849999e-02 4.543063438730353398e-02
-5.026903770129154819e-02 -6.663453565627196207e-02 3.288300467339921179e-02 -6.016799721976167498e-02 -5.446307248526531530e-02 -6.612955553443849999e-02 1.000000000000000000e+00 3.670057580826310839e-02
4.010771702701097785e-02 3.944637060797981376e-02 7.358675124582190336e-03 7.301533237991547631e-02 4.289501798934456517e-02 4.543063438730353398e-02 3.670057580826310839e-02 1.000000000000000000e+00
