# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.053219710844543044e+01 1.129141304733090010e+03 5.179518727628799297e+02 1.415423237066255751e+03 1.010703470895934375e+00 2.914258544788877430e+02 4.076301649607820821e-01 1.040669128678394367e-01
1.172662602577650093e+00 7.005191161434609057e+02 2.870715756542098802e+02 3.552169630203273982e+02 1.248604996781316617e-01 3.724673539361296548e+02 1.442661306053797388e-01 4.518310067226578852e-02
9.999999999999997780e-01 7.992695581046834752e-01 1.519205251866044826e-01 7.935209984339288702e-01 3.063165304486782925e-01 6.177785736380662085e-01 -1.113772047196768047e-02 4.558015351166191942e-02
7.992695581046834752e-01 1.000000000000000000e+00 -1.186524847738028125e-02 7.060865308907937621e-01 4.373504188241926771e-01 6.860169425134469146e-01 2.871360754214353182e-03 3.927218725367553204e-02
1.519205251866044826e-01 -1.186524847738028299e-02 9.999999999999997780e-01 3.512242530647414207e-01 -3.133591741260072783e-01 -3.641048797031343764e-01 1.227794756136546756e-03 2.279695949705413602e-02
7.935209984339288702e-01 7.060865308907937621e-01 3.512242530647413652e-01 1.000000000000000000e+00 2.326082902616605774e-01 5.012577599123673178e-01 -1.059970780516913957e-02 9.433440793456311646e-02
3.063165304486782925e-01 4.373504188241927326e-01 -3.133591741260072783e-01 2.326082902616605774e-01 1.000000000000000000e+00 7.040431751984630449e-01 4.989868638422186378e-03 3.894155725332856116e-02
6.177785736380663195e-01 6.860169425134470256e-01 -3.641048797031343764e-01 5.012577599123673178e-01 7.040431751984629338e-01 1.000000000000000000e+00 2.680842986283175911e-03 2.678985959450498958e-02
-1.113772047196767874e-02 2.871360754214353182e-03 1.227794756136546756e-03 -1.059970780516913784e-02 4.989868638422186378e-03 2.680842986283175911e-03 1.000000000000000000e+00 7.114425577944558099e-02
4.558015351166191942e-02 3.927218725367553204e-02 2.279695949705413602e-02 9.433440793456310258e-02 3.894155725332856810e-02 2.678985959450498958e-02 7.114425577944559487e-02 1.000000000000000000e+00
