# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.048717308177960561e+01 1.136837447507039315e+03 5.160261368589107178e+02 1.416080702845708629e+03 1.014316628023533173e+00 2.884858775856736770e+02 4.160316036301551779e-01 1.052371318560749308e-01
1.141505462073396204e+00 7.157029556088825757e+02 2.717663178625573437e+02 3.633005554998126172e+02 1.326478938494520809e-01 3.876781169232186812e+02 1.381727948653040383e-01 4.401995784445665583e-02
1.000000000000000000e+00 7.896229739838231954e-01 1.736388624832196914e-01 8.021466061011962578e-01 3.177810589548283882e-01 6.056819934687008855e-01 -5.562898641426879814e-02 -5.575311453385734667e-02
7.896229739838231954e-01 1.000000000000000000e+00 1.799481729046781622e-02 7.208945341150219122e-01 4.688407628726740661e-01 6.962853165318392268e-01 -4.584136860201601382e-02 -4.175689271820041265e-02
1.736388624832197192e-01 1.799481729046781622e-02 9.999999999999997780e-01 3.348067771456784136e-01 -3.362555753404976033e-01 -3.634852046501690359e-01 1.513303870469576325e-02 -2.918627141957227597e-02
8.021466061011962578e-01 7.208945341150218011e-01 3.348067771456784136e-01 1.000000000000000000e+00 2.987016493184531107e-01 5.368922725957482323e-01 -1.073625134708590563e-02 -4.379881780830156141e-03
3.177810589548283882e-01 4.688407628726740661e-01 -3.362555753404976033e-01 2.987016493184530552e-01 1.000000000000000000e+00 7.171885622166904728e-01 -4.661568159769094444e-02 3.325628444598267841e-02
6.056819934687008855e-01 6.962853165318393378e-01 -3.634852046501690914e-01 5.368922725957482323e-01 7.171885622166904728e-01 9.999999999999998890e-01 -3.171523691139514767e-02 5.882302749866757940e-03
-5.562898641426879121e-02 -4.584136860201600688e-02 1.513303870469576151e-02 -1.073625134708590563e-02 -4.661568159769095138e-02 -3.171523691139514767e-02 1.000000000000000000e+00 3.121035722598338672e-03
-5.575311453385733973e-02 -4.175689271820041265e-02 -2.918627141957227597e-02 -4.379881780830156141e-03 3.325628444598268535e-02 5.882302749866757940e-03 3.121035722598338672e-03 1.000000000000000000e+00
