# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.049025102422156408e+01 1.090011968326369242e+03 5.315595141973562932e+02 1.412198254530802160e+03 1.004664169207077240e+00 2.642603135689578266e+02 4.121700797498303870e-01 1.027864068862887059e-01
1.145784427079108214e+00 7.003973139621911059e+02 2.902770270804687129e+02 3.600408619293676225e+02 1.303927024918865585e-01 3.923962158238581424e+02 1.346819255922912240e-01 4.479608946880372922e-02
9.999999999999997780e-01 7.794185681078065198e-01 2.135508047522116093e-01 7.836568504002275892e-01 2.818895188379859085e-01 5.862740815081612933e-01 -2.302691668257382182e-02 7.135221761386734661e-03
7.794185681078066308e-01 9.999999999999998890e-01 6.643720613805794047e-03 6.877186957237985121e-01 4.298060974633617914e-01 6.935082592077267405e-01 -2.908623619235164298e-02 -1.701169593832433519e-02
2.135508047522116093e-01 6.643720613805793179e-03 9.999999999999997780e-01 3.668390416953438149e-01 -3.670811119383743382e-01 -3.570905653709589012e-01 1.825842458326460555e-02 1.878560629724447886e-02
7.836568504002275892e-01 6.877186957237985121e-01 3.668390416953438149e-01 1.000000000000000000e+00 1.967501291295871702e-01 4.987905327444686621e-01 4.751095936266389388e-03 9.118914230144069266e-02
2.818895188379859085e-01 4.298060974633617914e-01 -3.670811119383743382e-01 1.967501291295871979e-01 1.000000000000000000e+00 7.186581148668202967e-01 -2.081186040850872832e-02 5.086886356702143008e-02
5.862740815081611823e-01 6.935082592077267405e-01 -3.570905653709589012e-01 4.987905327444686621e-01 7.186581148668202967e-01 1.000000000000000000e+00 -1.666221789080787191e-02 2.506352798288129929e-02
-2.302691668257382182e-02 -2.908623619235164645e-02 1.825842458326460901e-02 4.751095936266390256e-03 -2.081186040850872832e-02 -1.666221789080787191e-02 1.000000000000000000e+00 3.433078360529086964e-02
7.135221761386734661e-03 -1.701169593832433866e-02 1.878560629724447539e-02 9.118914230144067878e-02 5.086886356702143702e-02 2.506352798288129582e-02 3.433078360529086964e-02 1.000000000000000000e+00
