# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.049741990039053618e+01 1.138099707956851944e+03 5.238502549305094362e+02 1.418362132303159797e+03 1.017891208126136426e+00 3.029177367827222156e+02 4.129261232512149715e-01 1.032120343416651487e-01
1.202256527410502596e+00 7.413766007396369560e+02 2.778059886339466971e+02 3.634516323197503311e+02 1.329439084025427209e-01 4.032090344005534348e+02 1.384094974088785346e-01 4.611646477567785118e-02
9.999999999999997780e-01 7.997632997403658628e-01 1.537633847547093258e-01 8.108441782782243035e-01 3.267247930466407047e-01 5.966352588907686272e-01 -2.146357387969968777e-02 2.668834026017638528e-02
7.997632997403658628e-01 1.000000000000000000e+00 -7.349729765371316829e-03 7.486590898260188087e-01 4.923991794907911501e-01 7.063697020243210334e-01 1.119632132737536853e-02 4.098802269065050102e-02
1.537633847547093258e-01 -7.349729765371315962e-03 1.000000000000000000e+00 3.075527572509437757e-01 -3.417173118617389260e-01 -3.858155219614859965e-01 -1.975918768740682688e-02 8.097483035645448857e-02
8.108441782782243035e-01 7.486590898260188087e-01 3.075527572509438312e-01 9.999999999999998890e-01 2.946076589714723970e-01 5.258375764523630647e-01 -3.471797978779880139e-02 9.868292930421813935e-02
3.267247930466407047e-01 4.923991794907911501e-01 -3.417173118617389260e-01 2.946076589714723970e-01 9.999999999999997780e-01 7.236264484399549390e-01 -4.747669187914358921e-03 -3.896459482714950164e-03
5.966352588907686272e-01 7.063697020243210334e-01 -3.858155219614859965e-01 5.258375764523630647e-01 7.236264484399548280e-01 1.000000000000000000e+00 -3.606650186085166854e-02 -3.087741450612982094e-02
-2.146357387969968777e-02 1.119632132737537027e-02 -1.975918768740682688e-02 -3.471797978779880139e-02 -4.747669187914359788e-03 -3.606650186085166854e-02 1.000000000000000000e+00 -4.259551641912053682e-02
2.668834026017638875e-02 4.098802269065050102e-02 8.097483035645448857e-02 9.868292930421812548e-02 -3.896459482714949730e-03 -3.087741450612982094e-02 -4.259551641912054376e-02 1.000000000000000000e+00
