# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.049091984650296183e+01 1.140984838555275928e+03 5.123619997809774986e+02 1.408547958370923197e+03 1.012685877688515701e+00 3.072227100699896027e+02 4.092436754924720921e-01 1.065304181127561672e-01
1.214472943318354314e+00 7.244347918050358430e+02 2.753522600225003316e+02 3.752705525195302130e+02 1.290684587048562537e-01 3.949524679105238079e+02 1.425869529895593957e-01 4.602442338264380733e-02
1.000000000000000000e+00 8.089393787610248410e-01 1.737793424227110084e-01 8.178837887055611100e-01 3.235374953330817926e-01 6.334580521605200909e-01 -5.676145079744562838e-02 3.673209484343840925e-02
8.089393787610249520e-01 9.999999999999998890e-01 1.946031883924931316e-02 7.365500586795024063e-01 4.590505558709385703e-01 7.073816949494259321e-01 -4.390751369260321307e-02 2.689150024588816620e-02
1.737793424227110362e-01 1.946031883924931316e-02 1.000000000000000000e+00 3.445740416600550637e-01 -3.650325350991678319e-01 -3.273165400822907189e-01 -5.254833320116407414e-02 3.023374280951455703e-02
8.178837887055611100e-01 7.365500586795025173e-01 3.445740416600550637e-01 1.000000000000000000e+00 2.438520096053090613e-01 5.341505973743565505e-01 -6.952774295273932148e-02 5.933720270217827941e-02
3.235374953330817926e-01 4.590505558709385148e-01 -3.650325350991677764e-01 2.438520096053090613e-01 9.999999999999997780e-01 7.161720489336821371e-01 -7.053973327306064904e-03 3.078418100216234396e-02
6.334580521605200909e-01 7.073816949494259321e-01 -3.273165400822907189e-01 5.341505973743565505e-01 7.161720489336821371e-01 1.000000000000000000e+00 -4.598349402875796799e-02 1.560007610015510908e-02
-5.676145079744562144e-02 -4.390751369260321307e-02 -5.254833320116408107e-02 -6.952774295273932148e-02 -7.053973327306064904e-03 -4.598349402875796799e-02 1.000000000000000000e+00 -3.363510840251505984e-02
3.673209484343840925e-02 2.689150024588816273e-02 3.023374280951455703e-02 5.933720270217828635e-02 3.078418100216234049e-02 1.560007610015510734e-02 -3.363510840251505984e-02 1.000000000000000000e+00
