# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.046022122690410683e+01 1.092277148928025326e+03 5.262471948275114073e+02 1.403631274940959656e+03 1.008780375227776194e+00 2.708882561308078607e+02 4.071505395461777477e-01 1.027082521494124268e-01
1.161976743744844720e+00 7.064632059202280061e+02 2.847980021602304532e+02 3.570745322870076848e+02 1.283378588199574621e-01 3.743299824417666741e+02 1.295572058913838087e-01 4.462229718886969593e-02
1.000000000000000000e+00 8.073322967929348337e-01 2.310000966156471880e-01 7.994700500080696992e-01 2.944125163965513603e-01 6.057459375769808085e-01 1.273424179186396533e-02 1.952343313125650889e-02
8.073322967929347227e-01 1.000000000000000000e+00 3.065326907393776598e-02 6.921835367531257166e-01 4.336725952096233683e-01 6.964786193480733134e-01 2.280764349565030102e-02 3.263801651906156343e-02
2.310000966156471880e-01 3.065326907393776945e-02 1.000000000000000000e+00 3.746696856754576643e-01 -3.565187148193436073e-01 -3.400520171109127632e-01 -5.191954362824668240e-02 8.240290092888504989e-03
7.994700500080696992e-01 6.921835367531257166e-01 3.746696856754576643e-01 1.000000000000000000e+00 1.972843173429874586e-01 5.051818682188463638e-01 3.174688561450766250e-03 8.673197957240451339e-02
2.944125163965514158e-01 4.336725952096233128e-01 -3.565187148193436073e-01 1.972843173429874308e-01 9.999999999999997780e-01 7.038472725052188350e-01 4.424696557916382028e-02 2.989648181938938873e-02
6.057459375769808085e-01 6.964786193480734244e-01 -3.400520171109128187e-01 5.051818682188463638e-01 7.038472725052188350e-01 1.000000000000000000e+00 4.264073722451507814e-02 3.219433618685278026e-02
1.273424179186396360e-02 2.280764349565030449e-02 -5.191954362824668934e-02 3.174688561450765816e-03 4.424696557916381334e-02 4.264073722451507814e-02 1.000000000000000000e+00 5.122362880671636753e-02
1.952343313125650889e-02 3.263801651906156343e-02 8.240290092888506723e-03 8.673197957240451339e-02 2.989648181938938873e-02 3.219433618685278026e-02 5.122362880671636753e-02 1.000000000000000000e+00
