# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.046310565443497076e+01 1.095786399248006774e+03 5.262471948351118272e+02 1.405266643559131353e+03 1.009055499505778108e+00 2.868019421239444569e+02 4.072154669461369170e-01 1.026963125085442047e-01
1.169059541248574474e+00 7.094650144527766997e+02 2.847980021389301442e+02 3.589079645318400935e+02 1.283773026697346276e-01 3.806345811426556338e+02 1.306342700945361812e-01 4.463523190440765037e-02
1.000000000000000000e+00 8.095094381425427255e-01 2.306931977604199935e-01 8.006153133068933947e-01 2.962333721298876510e-01 6.016150504029712520e-01 7.455778065050752690e-03 2.353455948024033365e-02
8.095094381425427255e-01 1.000000000000000000e+00 3.287853465211473813e-02 6.959851907502311308e-01 4.336259411486976245e-01 6.927751303275373473e-01 1.532895420666110717e-02 3.453242297178383408e-02
2.306931977604200490e-01 3.287853465211473813e-02 9.999999999999997780e-01 3.745632293971730142e-01 -3.555618750494321523e-01 -3.323949989989868903e-01 -4.715923782634496436e-02 7.942080167298460475e-03
8.006153133068933947e-01 6.959851907502310198e-01 3.745632293971730142e-01 1.000000000000000000e+00 2.001926241378479132e-01 4.992274146221864495e-01 -7.189377134948414690e-03 8.709189797782154741e-02
2.962333721298877065e-01 4.336259411486976800e-01 -3.555618750494321523e-01 2.001926241378478855e-01 1.000000000000000000e+00 7.022878583780853834e-01 3.053428627655816602e-02 3.132902297284035492e-02
6.016150504029712520e-01 6.927751303275373473e-01 -3.323949989989868903e-01 4.992274146221864495e-01 7.022878583780853834e-01 1.000000000000000000e+00 3.651237771266934579e-02 3.152500806138940070e-02
7.455778065050751822e-03 1.532895420666110890e-02 -4.715923782634496436e-02 -7.189377134948414690e-03 3.053428627655816602e-02 3.651237771266934579e-02 1.000000000000000000e+00 4.288238856560441098e-02
2.353455948024033365e-02 3.453242297178384101e-02 7.942080167298460475e-03 8.709189797782154741e-02 3.132902297284035492e-02 3.152500806138940070e-02 4.288238856560440404e-02 1.000000000000000000e+00
