# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.049437832656927228e+01 1.135115025394328086e+03 5.233135856886383408e+02 1.417504262211666401e+03 1.017762747268009971e+00 3.023324902041483710e+02 4.134353543557823807e-01 1.031618188502143735e-01
1.201953452214346907e+00 7.382624897238321182e+02 2.776355213477320945e+02 3.634826167154063228e+02 1.329012617215900860e-01 4.030152642424325791e+02 1.386449392569022998e-01 4.614405158722483663e-02
1.000000000000000000e+00 8.002906185071250178e-01 1.528999127858013396e-01 8.108356872735383858e-01 3.259754959949449638e-01 5.960898815765344194e-01 -2.223548656952232735e-02 2.796043610870176457e-02
8.002906185071251288e-01 1.000000000000000000e+00 -1.069090150215837309e-02 7.494313008643490592e-01 4.922818729837994400e-01 7.068331283013530308e-01 1.319711234202062752e-02 4.221884005987093513e-02
1.528999127858013396e-01 -1.069090150215837136e-02 9.999999999999997780e-01 3.070352697426742550e-01 -3.429857907586271737e-01 -3.873395871520612377e-01 -1.946368310761696641e-02 8.169194849946580239e-02
8.108356872735383858e-01 7.494313008643489482e-01 3.070352697426742550e-01 1.000000000000000000e+00 2.939283341569776109e-01 5.253163907640560071e-01 -3.587899969966516084e-02 9.995102796365769315e-02
3.259754959949449638e-01 4.922818729837994955e-01 -3.429857907586271182e-01 2.939283341569776109e-01 9.999999999999997780e-01 7.234044072358833954e-01 -3.968111364566695269e-03 -3.725856624871797581e-03
5.960898815765343084e-01 7.068331283013530308e-01 -3.873395871520611822e-01 5.253163907640560071e-01 7.234044072358833954e-01 1.000000000000000000e+00 -3.547704042076173236e-02 -3.043664519897833556e-02
-2.223548656952232735e-02 1.319711234202062752e-02 -1.946368310761696294e-02 -3.587899969966516084e-02 -3.968111364566695269e-03 -3.547704042076173236e-02 9.999999999999997780e-01 -4.501765603717788888e-02
2.796043610870176804e-02 4.221884005987093513e-02 8.169194849946580239e-02 9.995102796365770703e-02 -3.725856624871798015e-03 -3.043664519897833556e-02 -4.501765603717788194e-02 1.000000000000000000e+00
