# realization, C_[ell=2] 
3.749900000000000000e+04 2.084472096690028593e+03
3.750000000000000000e+04 1.615599899154750574e+03
3.750100000000000000e+04 5.302479231140521279e+02
3.750200000000000000e+04 8.357437311273066598e+02
3.750300000000000000e+04 4.139952548208178769e+02
3.750400000000000000e+04 3.874328341704096488e+02
3.750500000000000000e+04 1.996240533478463476e+03
3.750600000000000000e+04 1.017735624885089010e+03
3.750700000000000000e+04 5.642799319296281055e+02
3.750800000000000000e+04 5.548864402971718164e+02
3.750900000000000000e+04 1.790043681585034108e+02
3.751000000000000000e+04 2.629242695127916818e+02
3.751100000000000000e+04 8.165184924687264356e+02
3.751200000000000000e+04 4.160242453896117922e+02
3.751300000000000000e+04 8.047237097441691276e+02
3.751400000000000000e+04 4.410971944495500452e+02
3.751500000000000000e+04 4.336552262791720977e+02
3.751600000000000000e+04 1.171139975734275367e+03
3.751700000000000000e+04 1.262088589570347722e+03
3.751800000000000000e+04 1.241074019738370907e+03
3.751900000000000000e+04 3.530947370033451875e+02
3.752000000000000000e+04 7.026587271554498102e+02
3.752100000000000000e+04 1.691097298756820237e+03
3.752200000000000000e+04 1.844300146805099757e+03
3.752300000000000000e+04 1.738524199080394510e+03
3.752400000000000000e+04 9.992283331504271473e+02
3.752500000000000000e+04 2.481173533052025050e+03
3.752600000000000000e+04 2.444939138268331135e+03
3.752700000000000000e+04 4.521059308520430022e+02
3.752800000000000000e+04 2.154948629320665077e+03
3.752900000000000000e+04 1.852183328008539434e+02
3.753000000000000000e+04 5.073068682261866797e+02
3.753100000000000000e+04 2.945383850821055489e+02
3.753200000000000000e+04 6.413141873586424708e+02
3.753300000000000000e+04 2.098800503926711087e+02
3.753400000000000000e+04 4.522713433464546142e+02
3.753500000000000000e+04 1.028433998684855624e+03
3.753600000000000000e+04 6.766247932675340735e+02
3.753700000000000000e+04 8.420500803053744221e+02
3.753800000000000000e+04 1.016046398469781593e+03
3.753900000000000000e+04 6.585709013427041327e+02
3.754000000000000000e+04 2.258381454501196686e+02
3.754100000000000000e+04 1.423595219407970717e+03
3.754200000000000000e+04 8.233282988446627542e+02
3.754300000000000000e+04 4.026657619533189063e+02
3.754400000000000000e+04 1.581525219321755685e+03
3.754500000000000000e+04 1.130770841386736720e+03
3.754600000000000000e+04 6.091147180229402238e+02
3.754700000000000000e+04 7.623812920373168254e+02
3.754800000000000000e+04 1.633920450305264467e+03
3.754900000000000000e+04 2.326109972203286361e+03
3.755000000000000000e+04 7.262841147069075305e+02
3.755100000000000000e+04 4.737979697895644335e+02
3.755200000000000000e+04 1.584544515742295062e+03
3.755300000000000000e+04 1.084642036338377466e+03
3.755400000000000000e+04 1.155537313257394089e+03
3.755500000000000000e+04 4.050879622022786180e+02
3.755600000000000000e+04 3.266120704840619965e+03
3.755700000000000000e+04 1.136941679432197134e+03
3.755800000000000000e+04 9.176318781927096779e+02
3.755900000000000000e+04 6.591383628661701550e+02
3.756000000000000000e+04 9.707341964699443224e+02
3.756100000000000000e+04 1.165571852579505503e+03
3.756200000000000000e+04 4.470671397435867220e+02
3.756300000000000000e+04 1.058830959171854602e+03
3.756400000000000000e+04 1.039781138128240627e+03
3.756500000000000000e+04 5.235363146255301672e+02
3.756600000000000000e+04 3.788781532218168877e+02
3.756700000000000000e+04 8.012751679970486975e+02
3.756800000000000000e+04 8.859967582852484611e+02
3.756900000000000000e+04 1.094867131692911784e+02
3.757000000000000000e+04 8.310092317226731211e+02
3.757100000000000000e+04 6.063202268964157611e+02
3.757200000000000000e+04 1.247840501905318661e+03
3.757300000000000000e+04 1.652192577221691408e+03
3.757400000000000000e+04 1.362252076253775840e+03
3.757500000000000000e+04 2.937074673050501588e+03
3.757600000000000000e+04 2.893525812699066364e+02
3.757700000000000000e+04 1.895110161008503837e+02
3.757800000000000000e+04 6.180462088920792212e+02
3.757900000000000000e+04 1.082845940759032146e+03
3.758000000000000000e+04 8.281859346298730316e+02
3.758100000000000000e+04 7.770279470120531187e+02
3.758200000000000000e+04 5.310105019253174987e+02
3.758300000000000000e+04 3.505334932418799099e+02
3.758400000000000000e+04 1.442268707582154548e+03
3.758500000000000000e+04 1.486948654155882423e+03
3.758600000000000000e+04 2.268510787061339670e+03
3.758700000000000000e+04 7.624334469648268851e+02
3.758800000000000000e+04 2.796292720494563468e+02
3.758900000000000000e+04 1.149434488250610542e+02
3.759000000000000000e+04 1.291264295255553179e+03
3.759100000000000000e+04 8.220594501791343589e+01
3.759200000000000000e+04 4.612512552280511500e+02
3.759300000000000000e+04 7.473105626220415161e+02
3.759400000000000000e+04 1.150857913452792218e+03
3.759500000000000000e+04 1.423011736067764787e+03
3.759600000000000000e+04 3.547709227685957103e+03
3.759700000000000000e+04 4.651963889390698910e+02
3.759800000000000000e+04 3.159314578888383380e+02
3.759900000000000000e+04 2.248466109998127195e+03
3.760000000000000000e+04 1.010022093809151670e+03
3.760100000000000000e+04 7.532303504104295371e+02
3.760200000000000000e+04 4.464540456714619836e+02
3.760300000000000000e+04 8.801400464330035902e+02
3.760400000000000000e+04 1.419690607764008746e+03
3.760500000000000000e+04 1.113714932285846771e+03
3.760600000000000000e+04 9.588387642486575260e+02
3.760700000000000000e+04 1.027166505775079713e+03
3.760800000000000000e+04 2.907651932175946058e+03
3.760900000000000000e+04 1.949276640862054364e+03
3.761000000000000000e+04 2.573822743168009310e+03
3.761100000000000000e+04 2.562063892354044583e+03
3.761200000000000000e+04 1.537815393869842183e+03
3.761300000000000000e+04 7.071961033140486279e+02
3.761400000000000000e+04 1.072870600534617324e+03
3.761500000000000000e+04 9.897653678603237495e+02
3.761600000000000000e+04 1.310977103487910654e+03
3.761700000000000000e+04 1.134762786342171466e+03
3.761800000000000000e+04 1.249798053101112146e+03
3.761900000000000000e+04 8.878248993472385564e+02
3.762000000000000000e+04 4.625371374539276985e+02
3.762100000000000000e+04 4.373061749625392736e+02
3.762200000000000000e+04 1.286583139316867801e+03
3.762300000000000000e+04 6.527940483409956869e+02
3.762400000000000000e+04 1.618155241791215531e+03
3.762500000000000000e+04 4.403567027218186354e+02
3.762600000000000000e+04 9.035379832918298462e+02
3.762700000000000000e+04 2.108579818455257737e+03
3.762800000000000000e+04 6.121842702636544118e+02
3.762900000000000000e+04 6.431576200476540635e+02
3.763000000000000000e+04 1.845930242546147838e+03
3.763100000000000000e+04 1.757446570823251477e+03
3.763200000000000000e+04 9.077065523069559276e+02
3.763300000000000000e+04 1.226199487445699788e+03
3.763400000000000000e+04 2.035832171839991815e+02
3.763500000000000000e+04 5.392040234637272533e+02
3.763600000000000000e+04 4.612478878741712833e+02
3.763700000000000000e+04 9.995972413548817030e+02
3.763800000000000000e+04 1.152288281731768393e+03
3.763900000000000000e+04 9.718169046852691508e+02
3.764000000000000000e+04 8.974882712633900610e+02
3.764100000000000000e+04 1.092129743731914004e+03
3.764200000000000000e+04 1.751832175429379731e+03
3.764300000000000000e+04 1.350921265179948932e+03
3.764400000000000000e+04 5.975879387257037934e+02
3.764500000000000000e+04 2.090819082633108337e+03
3.764600000000000000e+04 4.381685838772067996e+02
3.764700000000000000e+04 2.392748485725600858e+03
3.764800000000000000e+04 3.036849200739944990e+03
3.764900000000000000e+04 1.810492411226801551e+03
3.765000000000000000e+04 -4.770747867755993354e+00
3.765100000000000000e+04 2.640172758242440977e+03
3.765200000000000000e+04 1.555770825284400416e+03
3.765300000000000000e+04 1.333006807936797486e+03
3.765400000000000000e+04 5.664730021068133965e+02
3.765500000000000000e+04 1.098379630245581666e+03
3.765600000000000000e+04 1.463481463932671659e+03
3.765700000000000000e+04 2.575676975559720745e+02
3.765800000000000000e+04 9.543836504119673236e+02
3.765900000000000000e+04 1.785241166781248694e+03
3.766000000000000000e+04 1.290161142757849802e+03
3.766100000000000000e+04 1.176785052510386777e+03
3.766200000000000000e+04 6.327265030098596981e+02
3.766300000000000000e+04 5.618856350372409452e+02
3.766400000000000000e+04 1.259451558859707802e+03
3.766500000000000000e+04 9.949281495799206141e+02
3.766600000000000000e+04 5.102106684826899823e+02
3.766700000000000000e+04 1.185770771322199835e+03
3.766800000000000000e+04 1.120127933984944548e+03
3.766900000000000000e+04 2.930034493557954647e+03
3.767000000000000000e+04 8.551636308899811638e+02
3.767100000000000000e+04 1.385821514684387466e+03
3.767200000000000000e+04 9.756948661302598111e+02
3.767300000000000000e+04 1.228711521499143373e+03
3.767400000000000000e+04 5.756250191268696881e+02
3.767500000000000000e+04 1.253759490659262156e+03
3.767600000000000000e+04 1.367884480556741892e+03
3.767700000000000000e+04 1.645581997100291119e+03
3.767800000000000000e+04 1.713595366829602540e+02
3.767900000000000000e+04 6.060984652732079212e+02
3.768000000000000000e+04 5.638556175374530710e+01
3.768100000000000000e+04 3.974528618612097830e+02
3.768200000000000000e+04 6.392100018716176919e+02
3.768300000000000000e+04 3.395775385559799702e+02
3.768400000000000000e+04 1.027795429320853827e+03
3.768500000000000000e+04 1.279444334075692041e+03
3.768600000000000000e+04 2.298592357799815034e+02
3.768700000000000000e+04 1.758400742759181128e+02
3.768800000000000000e+04 7.360509138118923147e+02
3.768900000000000000e+04 4.629181587611450595e+03
3.769000000000000000e+04 1.427935100748743935e+03
3.769100000000000000e+04 8.819114464408963840e+02
3.769200000000000000e+04 7.340616566602045623e+02
3.769300000000000000e+04 3.782702459346483579e+02
3.769400000000000000e+04 1.330087699355803579e+03
3.769500000000000000e+04 1.333482976854629896e+03
3.769600000000000000e+04 8.118478564901425898e+02
3.769700000000000000e+04 9.187966416136762291e+02
3.769800000000000000e+04 3.475062434001336555e+02
3.769900000000000000e+04 3.370383655992138756e+02
3.770000000000000000e+04 1.692307486149004490e+03
3.770100000000000000e+04 1.819320634334884744e+03
3.770200000000000000e+04 1.094947336576180987e+03
3.770300000000000000e+04 1.256691361076866770e+03
3.770400000000000000e+04 3.735596960006622567e+02
3.770500000000000000e+04 1.505266295996923645e+03
3.770600000000000000e+04 4.645159100499910778e+02
3.770700000000000000e+04 2.666903628873426442e+03
3.770800000000000000e+04 2.656349421328905464e+03
3.770900000000000000e+04 1.229536931241331331e+03
3.771000000000000000e+04 1.528367609620616122e+03
3.771100000000000000e+04 6.711851752228272971e+02
3.771200000000000000e+04 1.532360562263175098e+03
3.771300000000000000e+04 1.472535287060860583e+03
3.771400000000000000e+04 1.423398483937940682e+03
3.771500000000000000e+04 1.770756483376825827e+03
3.771600000000000000e+04 3.121796434609923381e+02
3.771700000000000000e+04 5.346844510594328312e+02
3.771800000000000000e+04 8.987066010906065685e+02
3.771900000000000000e+04 4.440157071363714749e+03
3.772000000000000000e+04 6.128235955501593253e+02
3.772100000000000000e+04 6.654430516458438660e+02
3.772200000000000000e+04 1.084891182162861242e+03
3.772300000000000000e+04 1.912618866552762256e+03
3.772400000000000000e+04 2.822496435385664881e+02
3.772500000000000000e+04 4.701202185314746771e+02
3.772600000000000000e+04 1.191730694725911690e+03
3.772700000000000000e+04 2.645756747551855369e+03
3.772800000000000000e+04 1.238981433209165743e+03
3.772900000000000000e+04 1.490136400424263456e+03
3.773000000000000000e+04 9.725883014990228048e+02
3.773100000000000000e+04 8.274656010012258776e+02
3.773200000000000000e+04 1.939201156988224568e+02
3.773300000000000000e+04 3.699750505691478679e+02
3.773400000000000000e+04 1.407516038047281199e+03
3.773500000000000000e+04 1.004698001248120590e+03
3.773600000000000000e+04 1.619747152884003754e+03
3.773700000000000000e+04 5.829834225358457616e+02
3.773800000000000000e+04 7.531913883169197561e+02
3.773900000000000000e+04 1.630793789921130838e+03
3.774000000000000000e+04 6.225922719450128398e+02
3.774100000000000000e+04 3.068338386279359611e+02
3.774200000000000000e+04 1.680472115325818550e+03
3.774300000000000000e+04 7.995477113676612362e+02
3.774400000000000000e+04 2.472540189772996655e+03
3.774500000000000000e+04 9.815250381895720011e+02
3.774600000000000000e+04 1.116891208046084330e+03
3.774700000000000000e+04 1.066145355927586934e+03
3.774800000000000000e+04 8.316829172624233024e+02
3.774900000000000000e+04 1.680857090592628822e+02
3.775000000000000000e+04 5.479504465547566951e+02
3.775100000000000000e+04 1.085398540868260397e+03
3.775200000000000000e+04 1.309089500336408946e+03
3.775300000000000000e+04 7.219417208736313114e+02
3.775400000000000000e+04 1.003063097210168394e+03
3.775500000000000000e+04 1.122439321117273948e+03
3.775600000000000000e+04 2.346085151585203903e+02
3.775700000000000000e+04 9.053095206011745404e+02
3.775800000000000000e+04 3.258198917095622704e+01
