# realization, S_1/2
3.749900000000000000e+04 1.600988684758609452e+05
3.750000000000000000e+04 9.349199111637807800e+04
3.750100000000000000e+04 1.707295117645120263e+04
3.750200000000000000e+04 2.378564263661922087e+04
3.750300000000000000e+04 1.177457177269291969e+04
3.750400000000000000e+04 2.216519057017296655e+04
3.750500000000000000e+04 1.290500077236640209e+05
3.750600000000000000e+04 3.835639011744736490e+04
3.750700000000000000e+04 1.926996708243799731e+04
3.750800000000000000e+04 1.124310642681874924e+04
3.750900000000000000e+04 5.633323193888895185e+04
3.751000000000000000e+04 3.220540936507186871e+03
3.751100000000000000e+04 2.480990337763106800e+04
3.751200000000000000e+04 9.186874657819500499e+03
3.751300000000000000e+04 2.853782787662847841e+04
3.751400000000000000e+04 7.765997171156799595e+03
3.751500000000000000e+04 2.586513977657678333e+04
3.751600000000000000e+04 4.417373487677251251e+04
3.751700000000000000e+04 5.860152560573811934e+04
3.751800000000000000e+04 6.418274843616009457e+04
3.751900000000000000e+04 1.182678741310947044e+04
3.752000000000000000e+04 2.427266953943529734e+04
3.752100000000000000e+04 1.282072027713488787e+05
3.752200000000000000e+04 1.188673550171095703e+05
3.752300000000000000e+04 1.066642066775991407e+05
3.752400000000000000e+04 3.815896090713585727e+04
3.752500000000000000e+04 2.567486457506042207e+05
3.752600000000000000e+04 2.327452633681793523e+05
3.752700000000000000e+04 9.551076170407175596e+03
3.752800000000000000e+04 1.748876541003466118e+05
3.752900000000000000e+04 1.115288444244414677e+04
3.753000000000000000e+04 1.564836059223733537e+04
3.753100000000000000e+04 2.151543805280825109e+04
3.753200000000000000e+04 1.296559131882151996e+04
3.753300000000000000e+04 2.107744095534419102e+03
3.753400000000000000e+04 1.951974635621760535e+04
3.753500000000000000e+04 3.696081428533709550e+04
3.753600000000000000e+04 2.058823474459194040e+04
3.753700000000000000e+04 2.784941547830788113e+04
3.753800000000000000e+04 3.816204875608426664e+04
3.753900000000000000e+04 2.137442156282550786e+04
3.754000000000000000e+04 2.802572554085135562e+04
