# realization, C(theta=180) 
3.749900000000000000e+04 6.584221222145940828e+02
3.750000000000000000e+04 6.688448916750197668e+02
3.750100000000000000e+04 3.949074785368050584e+02
3.750200000000000000e+04 2.937318556984573661e+02
3.750300000000000000e+04 1.893088255396193631e+02
3.750400000000000000e+04 1.783227678164833208e+02
3.750500000000000000e+04 6.933039818515211437e+02
3.750600000000000000e+04 1.608325734609935296e+02
3.750700000000000000e+04 -4.451367362119180626e+01
3.750800000000000000e+04 4.971314197965082826e+01
3.750900000000000000e+04 -1.184348231934492475e+02
3.751000000000000000e+04 -9.637708942313085458e+01
3.751100000000000000e+04 6.379597783440278391e+01
3.751200000000000000e+04 2.258919365518071061e+02
3.751300000000000000e+04 1.311627913318828860e+02
3.751400000000000000e+04 1.532650996483653216e+01
3.751500000000000000e+04 -1.502085664099088547e+02
3.751600000000000000e+04 5.749121623712960627e+02
3.751700000000000000e+04 4.332173821700411054e+02
3.751800000000000000e+04 8.314981269249396973e+02
3.751900000000000000e+04 5.217363127612907192e+02
3.752000000000000000e+04 -2.870684942087476657e+02
3.752100000000000000e+04 3.069384915409468704e+02
3.752200000000000000e+04 3.802145815348275733e+02
3.752300000000000000e+04 7.433743354271043700e+02
3.752400000000000000e+04 2.909576401405756201e+02
3.752500000000000000e+04 4.436015841542017029e+02
3.752600000000000000e+04 9.404633147686771508e+02
3.752700000000000000e+04 -9.859298942697802204e+01
3.752800000000000000e+04 8.704469670469584344e+02
3.752900000000000000e+04 -3.274449680652255665e+02
3.753000000000000000e+04 1.973316952412078535e+02
3.753100000000000000e+04 -3.216935860702576520e+02
3.753200000000000000e+04 1.270814468336720040e+02
3.753300000000000000e+04 -1.425439653639136282e+02
3.753400000000000000e+04 -9.236945891939416242e+01
3.753500000000000000e+04 5.901239050146440377e+02
3.753600000000000000e+04 2.340107063957823073e+02
3.753700000000000000e+04 4.330319208012915624e+02
3.753800000000000000e+04 2.751581098772180667e+02
3.753900000000000000e+04 1.099320648484462595e+02
3.754000000000000000e+04 -1.151398181673990990e+02
3.754100000000000000e+04 5.919015466917736603e+02
3.754200000000000000e+04 3.232157458682351034e+02
3.754300000000000000e+04 2.695083283126350580e+02
3.754400000000000000e+04 9.361224961888540292e+02
3.754500000000000000e+04 3.265450159912908816e+02
3.754600000000000000e+04 -1.364732024500756893e+02
3.754700000000000000e+04 3.410595994867421723e+02
3.754800000000000000e+04 5.740054667978884027e+02
3.754900000000000000e+04 9.960117552880582252e+02
3.755000000000000000e+04 5.820875010350423651e+01
3.755100000000000000e+04 -1.324223898052688071e+02
3.755200000000000000e+04 3.063056885113488192e+02
3.755300000000000000e+04 3.690079219675976105e+02
3.755400000000000000e+04 4.477650829291775381e+01
3.755500000000000000e+04 -1.371530951639437035e+02
3.755600000000000000e+04 1.271615346863216928e+03
3.755700000000000000e+04 4.435011469088099147e+02
3.755800000000000000e+04 1.406190386349173025e+02
3.755900000000000000e+04 1.519766200642621925e+02
3.756000000000000000e+04 -3.523005963981096329e+02
3.756100000000000000e+04 1.176372739420196467e+02
3.756200000000000000e+04 -1.626860571701737967e+02
3.756300000000000000e+04 4.777479085145567410e+02
3.756400000000000000e+04 1.911695949963165049e+02
3.756500000000000000e+04 1.203607954609930175e+02
3.756600000000000000e+04 2.974224698746835429e+02
3.756700000000000000e+04 1.872922263896575146e+01
3.756800000000000000e+04 4.583491488105165672e+02
3.756900000000000000e+04 4.519185529314285077e+02
3.757000000000000000e+04 4.568519881352756329e+00
3.757100000000000000e+04 5.125164053568182680e+02
