# realization, C_[ell=3] 
7.499900000000000000e+04 8.523762664327607581e+02
7.500000000000000000e+04 2.919626935044896641e+02
7.500100000000000000e+04 2.162087259719702956e+02
7.500200000000000000e+04 1.738895019930163528e+02
7.500300000000000000e+04 5.365486856787110810e+02
7.500400000000000000e+04 6.178022040966552595e+02
7.500500000000000000e+04 6.354685833932321657e+02
7.500600000000000000e+04 7.507266174234550817e+02
7.500700000000000000e+04 6.609086177234124762e+02
7.500800000000000000e+04 3.314421107676556630e+02
7.500900000000000000e+04 1.168845150787835337e+03
7.501000000000000000e+04 2.525559923153810757e+02
7.501100000000000000e+04 5.753502013052684561e+02
7.501200000000000000e+04 2.048567334804570805e+02
7.501300000000000000e+04 5.934707127259649724e+02
7.501400000000000000e+04 2.796972524066341066e+02
7.501500000000000000e+04 8.009778818227199508e+02
7.501600000000000000e+04 4.598930038589049900e+02
7.501700000000000000e+04 2.419798166347471806e+02
7.501800000000000000e+04 1.304658629914962944e+02
7.501900000000000000e+04 2.040343367923269398e+02
7.502000000000000000e+04 6.019867620074115848e+02
7.502100000000000000e+04 1.310690261202024885e+03
7.502200000000000000e+04 5.264669206737871718e+02
7.502300000000000000e+04 3.112213246867877388e+02
7.502400000000000000e+04 1.414727126915148858e+02
7.502500000000000000e+04 1.283254230927901745e+03
7.502600000000000000e+04 3.715711836006515796e+02
7.502700000000000000e+04 4.055547452924349727e+02
7.502800000000000000e+04 3.072155411136151884e+02
7.502900000000000000e+04 5.581070718558147519e+02
7.503000000000000000e+04 4.134616846400040799e+02
7.503100000000000000e+04 8.265069261580437114e+02
7.503200000000000000e+04 3.261654840451125210e+02
7.503300000000000000e+04 3.376576721368950302e+02
7.503400000000000000e+04 7.494180711563258228e+02
7.503500000000000000e+04 2.243368113208415480e+02
7.503600000000000000e+04 6.790028268321560745e+02
7.503700000000000000e+04 3.651726510369375092e+02
7.503800000000000000e+04 3.941466287274710680e+02
7.503900000000000000e+04 4.989085835921208059e+02
7.504000000000000000e+04 8.156598387264663188e+02
7.504100000000000000e+04 3.746817873356269502e+02
7.504200000000000000e+04 3.939477380639852413e+02
7.504300000000000000e+04 3.148798526698549836e+02
7.504400000000000000e+04 1.182565195001757985e+02
7.504500000000000000e+04 2.911540465480388775e+02
7.504600000000000000e+04 7.075565066271051364e+02
7.504700000000000000e+04 4.160460797075293726e+02
7.504800000000000000e+04 2.025337938925502499e+02
7.504900000000000000e+04 1.471068277082028715e+02
7.505000000000000000e+04 6.371263839433755720e+02
7.505100000000000000e+04 5.543937075674540438e+02
7.505200000000000000e+04 3.789288965111347807e+02
7.505300000000000000e+04 5.351516882140792859e+02
7.505400000000000000e+04 6.651671110938481206e+02
7.505500000000000000e+04 4.349063989498059755e+02
7.505600000000000000e+04 5.291700754974131371e+01
7.505700000000000000e+04 4.967453064876823987e+02
7.505800000000000000e+04 6.828171849799509801e+02
7.505900000000000000e+04 2.586314347772839142e+02
7.506000000000000000e+04 1.376511128798249501e+03
7.506100000000000000e+04 9.640120700523158348e+02
7.506200000000000000e+04 7.050603593928440205e+02
7.506300000000000000e+04 5.315073292011729791e+02
7.506400000000000000e+04 3.758472922559290055e+02
7.506500000000000000e+04 4.086568870527449349e+02
7.506600000000000000e+04 2.814436832710679823e+02
7.506700000000000000e+04 3.563764334295290155e+02
7.506800000000000000e+04 1.401848969258072657e+02
7.506900000000000000e+04 3.811392553457718577e+02
7.507000000000000000e+04 2.864622161998165097e+02
7.507100000000000000e+04 3.014242687440980717e+02
7.507200000000000000e+04 6.909118750155377029e+02
7.507300000000000000e+04 3.216407385905113188e+02
7.507400000000000000e+04 8.999703680573203428e+02
7.507500000000000000e+04 4.270441019672103380e+02
7.507600000000000000e+04 4.632376264638761540e+02
7.507700000000000000e+04 3.237194377306651631e+02
7.507800000000000000e+04 6.308460417710622323e+02
7.507900000000000000e+04 5.164913274959257024e+02
7.508000000000000000e+04 3.093512377404270524e+02
7.508100000000000000e+04 2.128823208567372092e+02
7.508200000000000000e+04 3.215269178448089633e+02
7.508300000000000000e+04 3.885469582866017504e+02
7.508400000000000000e+04 6.827329419161044655e+01
7.508500000000000000e+04 5.485459009995066708e+02
7.508600000000000000e+04 5.048214245197888772e+02
7.508700000000000000e+04 7.752727561759784294e+02
7.508800000000000000e+04 7.870060475960580106e+02
7.508900000000000000e+04 5.138380718825131908e+02
7.509000000000000000e+04 1.110427457604302845e+03
7.509100000000000000e+04 2.409165553465196865e+02
7.509200000000000000e+04 2.996275681812213634e+02
7.509300000000000000e+04 1.140356388964460734e+02
7.509400000000000000e+04 1.057926057391860013e+03
7.509500000000000000e+04 6.129175218447028328e+02
7.509600000000000000e+04 3.983650706705143421e+02
7.509700000000000000e+04 8.094929169453753275e+02
7.509800000000000000e+04 2.558434034967627895e+02
7.509900000000000000e+04 1.983330545198639584e+03
7.510000000000000000e+04 2.709101084093042004e+02
7.510100000000000000e+04 6.851795207045397547e+02
7.510200000000000000e+04 2.158251583755546790e+02
7.510300000000000000e+04 4.847590074144330288e+02
7.510400000000000000e+04 2.087500019638484261e+01
7.510500000000000000e+04 3.543313275942690552e+02
7.510600000000000000e+04 2.745390068302635882e+02
7.510700000000000000e+04 2.504188760259141304e+02
7.510800000000000000e+04 3.355385587496882067e+02
7.510900000000000000e+04 7.901991820027693620e+02
7.511000000000000000e+04 4.409732914002665893e+02
7.511100000000000000e+04 4.224933297895915416e+02
7.511200000000000000e+04 4.690755122815500613e+02
7.511300000000000000e+04 7.824561296476491634e+02
7.511400000000000000e+04 5.111989562169341070e+02
7.511500000000000000e+04 1.979694911085442470e+02
7.511600000000000000e+04 5.354974257354213023e+02
7.511700000000000000e+04 8.100298090249065126e+02
7.511800000000000000e+04 2.041027525811807379e+02
7.511900000000000000e+04 1.090129801338164953e+03
7.512000000000000000e+04 7.618939046127620713e+02
7.512100000000000000e+04 4.348120307556635566e+02
7.512200000000000000e+04 8.952795008451851118e+02
7.512300000000000000e+04 5.902006777614602697e+02
7.512400000000000000e+04 9.220003984806603512e+02
7.512500000000000000e+04 1.646477898222961585e+03
7.512600000000000000e+04 4.401910281511462699e+02
7.512700000000000000e+04 4.763739513878684306e+02
7.512800000000000000e+04 1.101981345099583905e+03
7.512900000000000000e+04 3.862027588801514071e+02
7.513000000000000000e+04 4.714079946612735057e+02
7.513100000000000000e+04 2.124938943148085002e+02
7.513200000000000000e+04 2.124963380963635018e+02
7.513300000000000000e+04 1.046776231582825176e+03
7.513400000000000000e+04 3.871385660880140449e+02
7.513500000000000000e+04 6.750904246899324335e+01
7.513600000000000000e+04 2.119557783568039895e+02
7.513700000000000000e+04 3.201607048365208357e+02
7.513800000000000000e+04 7.291853971087405171e+02
7.513900000000000000e+04 2.098943162655816081e+02
7.514000000000000000e+04 3.971128026071815498e+02
7.514100000000000000e+04 5.196459132601610236e+02
7.514200000000000000e+04 5.121218853498678527e+02
7.514300000000000000e+04 5.490857546962116658e+02
7.514400000000000000e+04 2.022618331001231127e+02
7.514500000000000000e+04 2.787516267614316234e+02
7.514600000000000000e+04 4.570390708431290250e+02
7.514700000000000000e+04 2.161071033287662431e+02
7.514800000000000000e+04 3.217562913933862774e+02
7.514900000000000000e+04 7.913332130321859950e+02
7.515000000000000000e+04 3.163651425659988377e+02
7.515100000000000000e+04 7.359424243282940097e+02
7.515200000000000000e+04 1.670229778730249848e+02
7.515300000000000000e+04 7.511944705989451450e+02
