# realization, R_28 (parity assym measure for lmax=27)
3.749900000000000000e+04 1.123041738483067320e+00
3.750000000000000000e+04 1.024571995646474720e+00
3.750100000000000000e+04 1.023721601441244466e+00
3.750200000000000000e+04 1.021329170304872580e+00
3.750300000000000000e+04 1.086040796328155977e+00
3.750400000000000000e+04 1.027375963667239267e+00
3.750500000000000000e+04 1.149586182129223699e+00
3.750600000000000000e+04 1.022875509109564263e+00
3.750700000000000000e+04 9.630555688885394927e-01
3.750800000000000000e+04 9.578888321057471567e-01
3.750900000000000000e+04 9.973930991694394121e-01
3.751000000000000000e+04 9.545712089222149199e-01
3.751100000000000000e+04 9.412418951187746519e-01
3.751200000000000000e+04 9.891105272734300735e-01
3.751300000000000000e+04 1.025948193016306575e+00
3.751400000000000000e+04 9.157010242881532536e-01
3.751500000000000000e+04 9.357976631182763905e-01
3.751600000000000000e+04 1.336913225645443681e+00
3.751700000000000000e+04 1.051433487485058382e+00
3.751800000000000000e+04 1.202442707215589213e+00
3.751900000000000000e+04 1.249622906694340507e+00
3.752000000000000000e+04 8.084099159948711089e-01
3.752100000000000000e+04 1.033538257447319308e+00
3.752200000000000000e+04 9.002221371122407501e-01
3.752300000000000000e+04 1.057049523980426731e+00
3.752400000000000000e+04 8.231304784249716677e-01
3.752500000000000000e+04 1.061337565930814630e+00
3.752600000000000000e+04 1.302114911736564906e+00
3.752700000000000000e+04 8.858622493777790208e-01
3.752800000000000000e+04 1.147927070569075836e+00
3.752900000000000000e+04 7.215833624568498417e-01
3.753000000000000000e+04 9.835777274151253913e-01
3.753100000000000000e+04 8.047789346237658181e-01
3.753200000000000000e+04 9.647573657777918088e-01
3.753300000000000000e+04 7.775927802372022413e-01
3.753400000000000000e+04 8.759564377311541694e-01
3.753500000000000000e+04 1.257158129520092205e+00
3.753600000000000000e+04 1.002310342244918440e+00
3.753700000000000000e+04 1.075684797933913250e+00
3.753800000000000000e+04 8.255154177573159613e-01
3.753900000000000000e+04 1.081195162164518830e+00
3.754000000000000000e+04 1.029187341873730510e+00
3.754100000000000000e+04 1.159797120219304256e+00
3.754200000000000000e+04 1.036820819628702761e+00
3.754300000000000000e+04 1.261319392216760926e+00
3.754400000000000000e+04 1.205486694136254533e+00
3.754500000000000000e+04 8.293407769279949049e-01
3.754600000000000000e+04 8.674907102346482990e-01
3.754700000000000000e+04 1.028338052846328399e+00
3.754800000000000000e+04 9.756414651659778281e-01
3.754900000000000000e+04 1.158771201260257566e+00
3.755000000000000000e+04 9.203206139262175567e-01
3.755100000000000000e+04 1.016245277826623994e+00
3.755200000000000000e+04 8.921618329323612873e-01
3.755300000000000000e+04 1.130361462164050534e+00
