4.209098560205482564e-01 -1.008155632192806017e+00 9.847829265977904312e-01 1.716746763634735329e+00 -1.661905733570991639e-01 1.119789999017072990e+00 1.507198278375780909e-01 -5.587167879957671834e-02
1.058429854372557738e-01 -1.076264194128109253e+00 9.476084315187199847e-02 -9.173411073329539311e-01 5.991432058103615121e-01 3.198187605171891046e-01 4.280723597467703256e-01 4.444523519169055192e-01
-1.872672514487730533e+00 1.126049154769196203e+00 -1.759225823832017144e-01 -3.793396689834330759e-01 -4.636717636523084440e-01 -1.431088930580297069e-01 2.873158818723094976e-01 -7.127763234487293209e-01
2.177188809122815538e+00 -4.306943894372270987e-01 -5.198028888128346514e-01 8.488795645916149546e-01 1.145204451241924826e+00 3.117195285946945393e-01 3.790266884680677517e-01 3.091767655228076506e-01
-1.328646191448494551e-01 5.399272834912727248e-01 3.509150565263977617e-01 -8.408471442331835188e-01 1.260660528341293884e-01 -1.560594735963204138e-01 -8.713931485290261902e-02 -3.813350589150491521e-01
-2.615696926062549110e+00 -6.017120883416644528e-01 -2.873019191198297739e-02 4.949391198026704686e-01 -4.466322054521672524e-01 7.850927879384403396e-02 -4.403448127486268571e-01 -2.579646276747950551e-01
6.328375324043331585e-01 1.220856574343832934e-01 5.795026380099923546e-01 2.773653459148076594e-01 -3.522376471743752235e-01 -5.518489499440338841e-01 4.572386147948326318e-02 -2.531275555201438487e-02
-7.172048626892735257e-01 1.360261432028834871e+00 -2.471503421420838009e+00 1.197009824823013879e+00 3.288683308214729274e-04 1.514287892242185407e-01 8.621248087283368555e-01 -6.606493265146203830e-01
-2.455826385533403933e+00 -1.592867144173220950e+00 4.862996644968390347e-01 1.967820058946564643e+00 -7.940950955223478880e-02 -1.752044428498362727e-01 -1.080132757831779422e+00 -2.935952738520721250e-01
1.291684435360250127e+00 -6.255061203803544689e-01 6.418178283301030351e-01 8.454098583199045613e-01 9.143466334656484840e-01 5.308102121844867627e-01 1.797592266015918261e-01 1.727143489632090856e-02
2.108479287174657435e-01 3.566405854919320051e-01 -8.953457061798562044e-01 -6.390036890251504786e-02 -1.129823970553992973e+00 -4.898319448715748314e-01 1.280509407175983161e-01 3.807326800073539408e-01
-2.952136657364446415e-01 -8.208630097248026392e-01 1.594244972042157427e+00 1.983236365212201147e+00 -4.353170321364820405e-01 5.884563610059142524e-01 6.584099882530187742e-01 6.652218452073711819e-02
4.936171148573733625e+00 -3.760180662501808047e-02 -1.489468981750133869e+00 -2.642024441222249331e-01 9.253948219165950562e-01 -2.531779887411348962e-01 -5.358887070833208144e-01 2.990022216642361230e-01
-1.515172001581986727e+00 -4.053146559890048739e-02 6.687417916248401539e-01 -9.319218819141723564e-01 -1.847039534214776346e-01 -1.189527183637918151e-01 2.787015877880786863e-01 -3.937027045820124527e-01
8.275981637716015582e-01 -2.284707493999229566e+00 -7.673357185206011177e-01 -3.923343502001459537e-01 -2.023905588582806392e-01 -2.252880199428572983e-01 6.596468582658233659e-01 -6.007699743964514671e-02
-1.418557023312958965e+00 1.816599443116671209e+00 -7.731669328151719034e-01 2.700528201574701193e-01 -8.861030525247869383e-01 -2.084126057624276496e-01 4.034879569322580850e-01 6.057181379112929198e-01
-3.711264553986229897e-01 -7.796369950420328765e-01 -7.440253931951770205e-01 7.643968225336392752e-01 -2.122455556469028948e-01 1.132333144891728427e+00 1.857170841967222819e-01 -2.373026840766140899e-01
-1.638073503683474152e+00 1.188190478358063906e+00 5.248321445558667975e-02 -1.577318359955868665e+00 -2.323014172712745407e-01 3.947893926864887854e-03 8.194751477812263207e-01 -6.325364497334199365e-01
4.533403672523640182e+00 -1.117947884904803235e+00 4.816400515452067266e-01 -2.039443613921696929e+00 -3.260829895957011448e-01 -3.616975117289870090e-01 3.367740272577580685e-01 1.404536984048343484e-01
-3.845653740239994844e-01 4.113007945710695501e-01 -9.421524526095023111e-01 -1.260484923594717754e+00 -1.611253348788262429e-01 -2.769280889573379548e-02 2.286043623279594150e-01 5.249067110565405203e-01
-2.265357224607029429e-01 2.038777487649541809e-01 -1.393325238577399316e+00 1.428927303614625055e+00 7.918828432794058902e-02 -4.689034799819796068e-02 2.082403149949227372e-01 -2.442181296966114412e-01
2.919901141908824993e-01 1.352804459817481098e+00 3.138182864280063100e+00 1.125228572753194989e+00 -1.042654967181254611e+00 1.226139438592848130e-01 7.873469113610782610e-01 -4.289055629085490873e-01
-8.853072816472380424e-01 6.885402103454462130e-01 -1.628867814855125662e+00 1.171279977436465281e+00 -1.883342828318965934e+00 -1.402544295448050204e-01 7.665316442417834109e-02 8.479342968824389315e-01
4.892030021672916007e+00 5.712137499523100015e-01 4.413440526709074829e-01 -1.361142106774729243e-02 -2.518315531725479617e-01 -3.537948472118725984e-01 -9.012389746411567648e-01 1.379682487740682695e-01
-1.259827630765283812e+00 -1.961688191140532833e+00 -3.089369495073590599e-01 1.120593518811744627e+00 -1.333041869883712760e+00 2.575590368246005180e-01 -3.849647376759182671e-01 -1.432809464968632651e-01
-1.543633235164205697e+00 2.668457135883569586e-01 7.529546212887401335e-01 4.738018862110846552e-01 7.300795370352096691e-01 -1.224383979277246653e-01 -1.691235143208544844e-01 3.826964176586193922e-01
1.808706542418813790e+00 2.477883849438063280e+00 -1.249119853342862241e+00 -1.134660447261177207e+00 -9.018229151861045789e-01 2.648475248228652212e-01 8.214798476637488744e-02 1.158765720324226589e-01
-8.204106585262851414e-01 -1.795205159691729779e+00 -2.254426850566243701e+00 6.258651681048117421e-01 -4.143324890320316395e-02 -1.576718040361000106e-01 -3.696036764767504645e-02 -2.862014381060448698e-01
1.427578269783451148e+00 -4.260266284834500761e-01 1.247831032093986714e+00 -8.737999763673793829e-01 2.004057839451235667e-01 1.076936393081602411e-01 9.620253317864925491e-02 2.214850646680207868e-01
-1.869962023594087475e+00 -1.499265510772620491e+00 -4.055680575361095830e-01 3.343926716794368703e-01 -6.448267362625486054e-01 -2.682056012534389522e-01 -2.828323505981337194e-01 -2.768586642553291788e-01
-1.152546952402047298e+00 -7.503788731186085137e-01 -2.611447029571039025e-01 -1.952716212947746666e+00 -7.397788272357819217e-01 4.772356410994565978e-02 -1.944682459090499027e-01 1.544250846173074454e-01
1.306878960327489514e+00 1.498993207898907221e+00 -4.481179623408412804e-01 -2.735265864056414253e-01 -1.328229779389467513e+00 7.712559795879445623e-01 -1.138790055645271804e-01 3.853614158552470803e-01
-2.099253016536001493e+00 1.328442693270256714e-01 1.389469875561543388e-01 -6.194906533575446073e-01 -1.979237490206370853e-01 -8.166118720815013221e-02 -2.442222710440490607e-01 -1.100951277485750536e-02
-1.500088395154480114e+00 -1.101569857267046482e+00 -3.384960070266102572e-01 -2.022286991366026299e-01 -5.183729970786251640e-01 1.365674147654094561e-01 -1.321556274293018252e+00 -3.826033147674522406e-01
6.081528038423089644e-01 -1.415221023602331041e-02 -4.422617244398636682e-01 -3.522583796929777411e-01 4.244701900379165282e-01 -3.227774527753276002e-01 2.227261372122624483e-01 2.000128012105108904e-02
2.846236337995363019e+00 3.670974446741675501e-01 8.864419909252325702e-01 1.739174428178007048e+00 1.734472148557881788e+00 -7.308506131970670117e-01 -2.944813723184858678e-01 -6.291312557738586164e-02
-1.821653368542812679e+00 1.390807412037170732e+00 -2.466779691110913220e+00 -5.002101882996634608e-02 -2.216007305490698409e-01 -3.563772496196715434e-01 3.089588371737590489e-01 3.706588777747300556e-01
3.264480802471771831e-02 5.039259151275795601e-01 -5.569919911907983412e-02 3.817898936892238915e-01 2.049912910335599178e-02 -1.189893995698308560e+00 -1.728137898991382870e-01 -5.448545418620309722e-01
