# realization, S_1/2
8.749900000000000000e+04 3.904676553222577786e+05
8.750000000000000000e+04 7.718532128577303956e+04
8.750100000000000000e+04 3.171814963097257714e+04
8.750200000000000000e+04 6.733431107209578840e+03
8.750300000000000000e+04 2.115648092683613504e+04
8.750400000000000000e+04 1.227663053305228095e+04
8.750500000000000000e+04 6.884729743370329379e+04
8.750600000000000000e+04 5.646392690149364353e+04
8.750700000000000000e+04 1.353939293586992608e+04
8.750800000000000000e+04 2.192733105549841275e+04
8.750900000000000000e+04 3.251428141681799752e+04
8.751000000000000000e+04 1.885973385028942721e+04
8.751100000000000000e+04 8.133798011552378011e+04
8.751200000000000000e+04 1.284152596404795440e+04
8.751300000000000000e+04 2.534870724991149473e+04
8.751400000000000000e+04 6.857781050577872520e+03
8.751500000000000000e+04 9.902030376836650248e+03
8.751600000000000000e+04 7.319354844673191838e+04
8.751700000000000000e+04 5.700619387673417077e+04
8.751800000000000000e+04 4.573227835574868368e+04
8.751900000000000000e+04 2.951415306211765710e+04
8.752000000000000000e+04 3.518366702415938926e+04
8.752100000000000000e+04 5.317308908067783341e+04
8.752200000000000000e+04 1.955983245157907368e+05
8.752300000000000000e+04 1.095912564144160860e+05
8.752400000000000000e+04 3.016781297117640133e+04
8.752500000000000000e+04 1.620777804444810608e+05
8.752600000000000000e+04 3.366056670273288619e+05
8.752700000000000000e+04 2.535493712431023232e+04
8.752800000000000000e+04 9.271786827715233085e+04
8.752900000000000000e+04 1.111950728276930022e+04
8.753000000000000000e+04 7.769204091552334830e+03
8.753100000000000000e+04 1.781631921691048410e+04
8.753200000000000000e+04 1.450098545051992005e+04
8.753300000000000000e+04 7.070333708241777458e+03
8.753400000000000000e+04 1.523272313934074919e+04
8.753500000000000000e+04 7.114991858227299235e+04
8.753600000000000000e+04 1.412212990707442623e+04
8.753700000000000000e+04 4.215782476618756482e+04
8.753800000000000000e+04 2.471495051018595041e+04
8.753900000000000000e+04 3.055287752796716813e+04
8.754000000000000000e+04 1.692308541041410717e+04
8.754100000000000000e+04 3.818543921255250461e+04
8.754200000000000000e+04 1.799898971029545282e+04
8.754300000000000000e+04 1.106803385167297347e+04
8.754400000000000000e+04 1.991948781740748964e+05
8.754500000000000000e+04 2.382730070255095779e+04
8.754600000000000000e+04 1.770889119474995096e+04
8.754700000000000000e+04 2.816303179526314489e+04
8.754800000000000000e+04 5.333659987532491505e+04
8.754900000000000000e+04 2.195368826592816913e+05
8.755000000000000000e+04 1.603473835197377230e+04
8.755100000000000000e+04 4.349004493232480309e+04
8.755200000000000000e+04 1.057109314086002996e+05
8.755300000000000000e+04 9.119684310238929174e+04
8.755400000000000000e+04 3.479918131247670681e+04
8.755500000000000000e+04 7.457052737101085768e+03
8.755600000000000000e+04 2.046871683430495905e+05
8.755700000000000000e+04 1.544427673366127419e+05
8.755800000000000000e+04 8.558455078422115184e+04
8.755900000000000000e+04 1.612003738301977137e+04
8.756000000000000000e+04 1.512546928018514591e+05
8.756100000000000000e+04 8.267198932161001721e+04
8.756200000000000000e+04 4.122284013117453287e+04
8.756300000000000000e+04 5.542711267704672355e+04
8.756400000000000000e+04 2.934678258550246755e+04
8.756500000000000000e+04 1.472458829715315005e+04
8.756600000000000000e+04 4.388996136063839003e+03
8.756700000000000000e+04 1.492744672034071482e+04
8.756800000000000000e+04 3.358856102959746204e+04
8.756900000000000000e+04 4.361483854753246123e+04
8.757000000000000000e+04 1.563463264534143673e+04
8.757100000000000000e+04 1.286245583588709451e+04
8.757200000000000000e+04 1.058197188550661813e+05
8.757300000000000000e+04 6.240424182206109981e+04
8.757400000000000000e+04 5.164479632623069483e+04
8.757500000000000000e+04 3.654728872244622908e+05
8.757600000000000000e+04 1.576067245455628472e+04
8.757700000000000000e+04 5.057383472216749396e+03
8.757800000000000000e+04 2.803797226932759440e+04
8.757900000000000000e+04 7.452937113707030949e+04
8.758000000000000000e+04 1.615905951354017270e+04
8.758100000000000000e+04 7.975119514352736587e+04
8.758200000000000000e+04 1.194769351032397572e+04
8.758300000000000000e+04 5.462333490150237594e+03
8.758400000000000000e+04 6.387143800500761427e+04
8.758500000000000000e+04 3.517767229102717101e+04
8.758600000000000000e+04 1.592165798098561354e+05
