# realization, S_1/2
1.249900000000000000e+04 3.904676553222578368e+05
1.250000000000000000e+04 7.718532128577302501e+04
1.250100000000000000e+04 3.171814963097257714e+04
1.250200000000000000e+04 6.733431107209576112e+03
1.250300000000000000e+04 2.115648092683613504e+04
1.250400000000000000e+04 1.227663053305228095e+04
1.250500000000000000e+04 6.884729743370323558e+04
1.250600000000000000e+04 5.646392690149364353e+04
1.250700000000000000e+04 1.353939293586992972e+04
1.250800000000000000e+04 2.192733105549839820e+04
1.250900000000000000e+04 3.251428141681799752e+04
1.251000000000000000e+04 1.885973385028943449e+04
1.251100000000000000e+04 8.133798011552380922e+04
1.251200000000000000e+04 1.284152596404795622e+04
1.251300000000000000e+04 2.534870724991149473e+04
1.251400000000000000e+04 6.857781050577872520e+03
1.251500000000000000e+04 9.902030376836652067e+03
1.251600000000000000e+04 7.319354844673190382e+04
1.251700000000000000e+04 5.700619387673413439e+04
1.251800000000000000e+04 4.573227835574872006e+04
1.251900000000000000e+04 2.951415306211763163e+04
1.252000000000000000e+04 3.518366702415938926e+04
1.252100000000000000e+04 5.317308908067783341e+04
1.252200000000000000e+04 1.955983245157905912e+05
1.252300000000000000e+04 1.095912564144161297e+05
1.252400000000000000e+04 3.016781297117638678e+04
1.252500000000000000e+04 1.620777804444810608e+05
1.252600000000000000e+04 3.366056670273288619e+05
1.252700000000000000e+04 2.535493712431025415e+04
1.252800000000000000e+04 9.271786827715235995e+04
1.252900000000000000e+04 1.111950728276929840e+04
1.253000000000000000e+04 7.769204091552334830e+03
1.253100000000000000e+04 1.781631921691048774e+04
1.253200000000000000e+04 1.450098545051994006e+04
1.253300000000000000e+04 7.070333708241779277e+03
1.253400000000000000e+04 1.523272313934074009e+04
1.253500000000000000e+04 7.114991858227299235e+04
1.253600000000000000e+04 1.412212990707442441e+04
1.253700000000000000e+04 4.215782476618757937e+04
1.253800000000000000e+04 2.471495051018594677e+04
1.253900000000000000e+04 3.055287752796715722e+04
1.254000000000000000e+04 1.692308541041409626e+04
1.254100000000000000e+04 3.818543921255249734e+04
1.254200000000000000e+04 1.799898971029545282e+04
1.254300000000000000e+04 1.106803385167297347e+04
1.254400000000000000e+04 1.991948781740748964e+05
1.254500000000000000e+04 2.382730070255095779e+04
1.254600000000000000e+04 1.770889119474994004e+04
1.254700000000000000e+04 2.816303179526314489e+04
1.254800000000000000e+04 5.333659987532484229e+04
1.254900000000000000e+04 2.195368826592815458e+05
1.255000000000000000e+04 1.603473835197377230e+04
1.255100000000000000e+04 4.349004493232476671e+04
1.255200000000000000e+04 1.057109314086002996e+05
1.255300000000000000e+04 9.119684310238926264e+04
1.255400000000000000e+04 3.479918131247666315e+04
1.255500000000000000e+04 7.457052737101093953e+03
1.255600000000000000e+04 2.046871683430495614e+05
1.255700000000000000e+04 1.544427673366127419e+05
1.255800000000000000e+04 8.558455078422115184e+04
1.255900000000000000e+04 1.612003738301977864e+04
1.256000000000000000e+04 1.512546928018513718e+05
1.256100000000000000e+04 8.267198932160998811e+04
1.256200000000000000e+04 4.122284013117453287e+04
1.256300000000000000e+04 5.542711267704670900e+04
1.256400000000000000e+04 2.934678258550247119e+04
1.256500000000000000e+04 1.472458829715314641e+04
1.256600000000000000e+04 4.388996136063837184e+03
1.256700000000000000e+04 1.492744672034071482e+04
1.256800000000000000e+04 3.358856102959746204e+04
1.256900000000000000e+04 4.361483854753244668e+04
1.257000000000000000e+04 1.563463264534143855e+04
1.257100000000000000e+04 1.286245583588708905e+04
1.257200000000000000e+04 1.058197188550662104e+05
1.257300000000000000e+04 6.240424182206109981e+04
1.257400000000000000e+04 5.164479632623070211e+04
1.257500000000000000e+04 3.654728872244621743e+05
1.257600000000000000e+04 1.576067245455628472e+04
1.257700000000000000e+04 5.057383472216745758e+03
1.257800000000000000e+04 2.803797226932759440e+04
1.257900000000000000e+04 7.452937113707030949e+04
1.258000000000000000e+04 1.615905951354017816e+04
