# realization, C_[ell=2] 
6.249900000000000000e+04 3.267551887446090404e+03
6.250000000000000000e+04 1.517960941979333256e+03
6.250100000000000000e+04 8.151244879223742146e+02
6.250200000000000000e+04 4.605371295971460199e+02
6.250300000000000000e+04 7.946658105555662814e+02
6.250400000000000000e+04 2.161971013883999433e+02
6.250500000000000000e+04 1.540764177985372498e+03
6.250600000000000000e+04 1.335468770642706204e+03
6.250700000000000000e+04 7.318902578170017250e+02
6.250800000000000000e+04 8.283645783688416486e+02
6.250900000000000000e+04 8.965230917553593599e+02
6.251000000000000000e+04 7.281803464335582703e+02
6.251100000000000000e+04 1.586696169961687929e+03
6.251200000000000000e+04 3.452409708465601739e+02
6.251300000000000000e+04 7.193292234682553499e+02
6.251400000000000000e+04 4.169874855589625895e+02
6.251500000000000000e+04 3.591743189987167852e+02
6.251600000000000000e+04 1.499458673926893880e+03
6.251700000000000000e+04 1.287338311454484483e+03
6.251800000000000000e+04 1.154394908477223680e+03
6.251900000000000000e+04 6.555902376209413660e+02
6.252000000000000000e+04 1.065254689227014296e+03
6.252100000000000000e+04 1.099924484708359387e+03
6.252200000000000000e+04 2.381595059263912390e+03
6.252300000000000000e+04 1.783650429451510263e+03
6.252400000000000000e+04 8.990617282795686833e+02
6.252500000000000000e+04 2.071007289006099654e+03
6.252600000000000000e+04 2.993958831987390568e+03
6.252700000000000000e+04 5.642274839318009754e+02
6.252800000000000000e+04 1.610953386769292138e+03
6.252900000000000000e+04 3.354570795246814328e+02
6.253000000000000000e+04 5.592487110524367608e+02
6.253100000000000000e+04 4.624906382115862016e+02
6.253200000000000000e+04 6.417057276231523701e+02
6.253300000000000000e+04 2.870302876179218856e+02
6.253400000000000000e+04 5.072254771916848313e+02
6.253500000000000000e+04 1.382968491863182862e+03
6.253600000000000000e+04 4.261114141528516939e+02
6.253700000000000000e+04 1.161298589553615102e+03
6.253800000000000000e+04 8.790605523698671959e+02
6.253900000000000000e+04 8.832156810056461609e+02
6.254000000000000000e+04 6.207307731022057169e+02
6.254100000000000000e+04 1.065860519175864511e+03
6.254200000000000000e+04 6.891864623947227528e+02
6.254300000000000000e+04 2.511262879312776874e+02
6.254400000000000000e+04 2.236224562653425437e+03
6.254500000000000000e+04 9.185654309404930018e+02
6.254600000000000000e+04 6.610941373567119399e+02
6.254700000000000000e+04 9.416407075909420428e+02
6.254800000000000000e+04 1.297072864864573376e+03
6.254900000000000000e+04 2.373874630740582688e+03
6.255000000000000000e+04 6.507933145748493189e+02
6.255100000000000000e+04 1.115882099421801740e+03
6.255200000000000000e+04 1.723041215232189188e+03
6.255300000000000000e+04 1.703501412475113511e+03
6.255400000000000000e+04 1.065915813141688659e+03
6.255500000000000000e+04 5.064456511133520280e+02
6.255600000000000000e+04 2.283701132471777328e+03
6.255700000000000000e+04 2.022174361911640744e+03
6.255800000000000000e+04 1.618844514777270888e+03
6.255900000000000000e+04 6.353156505861505821e+02
6.256000000000000000e+04 1.358872522958608897e+03
6.256100000000000000e+04 1.458106996101573714e+03
6.256200000000000000e+04 1.157544737901716189e+03
6.256300000000000000e+04 1.112192784286879487e+03
6.256400000000000000e+04 9.761468061746161311e+02
6.256500000000000000e+04 5.637403472798365556e+02
6.256600000000000000e+04 2.988289387084990949e+02
6.256700000000000000e+04 7.740349459517367450e+02
6.256800000000000000e+04 9.428793069380133147e+02
6.256900000000000000e+04 6.295600111060746258e+02
6.257000000000000000e+04 6.640417598252419111e+02
6.257100000000000000e+04 5.672816114655362298e+02
6.257200000000000000e+04 1.739192104849982343e+03
6.257300000000000000e+04 1.326099594898037822e+03
6.257400000000000000e+04 1.217135166411614819e+03
6.257500000000000000e+04 3.090694876697654308e+03
6.257600000000000000e+04 6.980829113101858638e+02
6.257700000000000000e+04 2.008384061078195657e+02
6.257800000000000000e+04 9.147530577356955064e+02
6.257900000000000000e+04 1.501281731495661006e+03
6.258000000000000000e+04 7.523894781602705280e+02
6.258100000000000000e+04 1.481390442797244987e+03
6.258200000000000000e+04 6.374227520961652544e+02
6.258300000000000000e+04 4.499835312850666469e+02
6.258400000000000000e+04 1.384133903222880917e+03
