# realization, C(theta=180) 
6.249900000000000000e+04 9.824840006147871918e+02
6.250000000000000000e+04 4.735490442667546631e+02
6.250100000000000000e+04 7.036084431254707283e+01
6.250200000000000000e+04 2.796828529425421834e+02
6.250300000000000000e+04 2.197856881146164767e+02
6.250400000000000000e+04 8.656475106943290143e+01
6.250500000000000000e+04 4.696673595319184074e+02
6.250600000000000000e+04 2.826044992369187412e+02
6.250700000000000000e+04 2.881013131453310621e+02
6.250800000000000000e+04 2.438357613180445469e+02
6.250900000000000000e+04 1.624092945417297358e+02
6.251000000000000000e+04 -5.741649785032444697e+01
6.251100000000000000e+04 4.674119873759269126e+02
6.251200000000000000e+04 2.962734724894027636e+02
6.251300000000000000e+04 5.994175504584128333e+01
6.251400000000000000e+04 1.979762734318685489e+02
6.251500000000000000e+04 -2.193797097286693543e+02
6.251600000000000000e+04 6.885682495290568568e+02
6.251700000000000000e+04 4.766359547208210188e+02
6.251800000000000000e+04 6.866576248432172633e+02
6.251900000000000000e+04 7.464608859664882630e+02
6.252000000000000000e+04 7.221137561811289629e+01
6.252100000000000000e+04 2.578529756494070284e+02
6.252200000000000000e+04 7.616079663163519626e+02
6.252300000000000000e+04 6.370995198696316493e+02
6.252400000000000000e+04 3.206369440902290648e+02
6.252500000000000000e+04 3.466052895388235129e+02
6.252600000000000000e+04 1.113243897450864097e+03
6.252700000000000000e+04 -1.386245144740589694e+02
6.252800000000000000e+04 5.979539564138037804e+02
6.252900000000000000e+04 -1.078832488600281465e+02
6.253000000000000000e+04 1.275365674250729455e+02
6.253100000000000000e+04 -2.310350127765647130e+02
6.253200000000000000e+04 4.939064327949813560e+01
6.253300000000000000e+04 -1.977664746551440089e+02
6.253400000000000000e+04 -7.117579065483579370e+01
6.253500000000000000e+04 6.613254287988322631e+02
6.253600000000000000e+04 1.578989433658524035e+02
6.253700000000000000e+04 3.269214139857618306e+02
6.253800000000000000e+04 2.922930659554832573e+02
6.253900000000000000e+04 1.893036737726078513e+02
6.254000000000000000e+04 1.259629255134110082e+02
6.254100000000000000e+04 4.159722454651719090e+02
6.254200000000000000e+04 1.210351545369508131e+01
6.254300000000000000e+04 1.581378846269004157e+02
6.254400000000000000e+04 1.108798578484169184e+03
6.254500000000000000e+04 2.340919541099521837e+02
6.254600000000000000e+04 -3.737340464214281610e+01
6.254700000000000000e+04 3.219155130092097465e+02
6.254800000000000000e+04 3.978296567242692277e+02
6.254900000000000000e+04 8.583293276094029807e+02
6.255000000000000000e+04 7.825479951562249425e+01
6.255100000000000000e+04 1.606031156564225739e+02
6.255200000000000000e+04 2.607417965291364226e+02
6.255300000000000000e+04 5.316234172710054509e+02
6.255400000000000000e+04 1.909638146760644020e+02
6.255500000000000000e+04 -9.586788070749810231e+01
6.255600000000000000e+04 9.779063904233842095e+02
6.255700000000000000e+04 6.290472595424064366e+02
6.255800000000000000e+04 5.281256942076836367e+02
6.255900000000000000e+04 -3.609222851508390306e+01
6.256000000000000000e+04 -3.695334534531450572e+02
6.256100000000000000e+04 1.968129629731249679e+02
6.256200000000000000e+04 -3.407035950434061533e+01
6.256300000000000000e+04 4.038762835841500021e+01
6.256400000000000000e+04 2.561672151353577647e+02
6.256500000000000000e+04 1.081356872760009935e+02
6.256600000000000000e+04 2.193423555615351006e+02
6.256700000000000000e+04 -1.000993200219315327e+01
6.256800000000000000e+04 4.347471443788829788e+02
6.256900000000000000e+04 6.528818698609534295e+02
6.257000000000000000e+04 -1.814173693081503416e+02
6.257100000000000000e+04 4.320568046625262468e+02
6.257200000000000000e+04 3.807283527051505985e+02
6.257300000000000000e+04 5.228735083328938344e+02
6.257400000000000000e+04 1.777863438674820884e+02
6.257500000000000000e+04 9.188241842054075050e+02
6.257600000000000000e+04 2.395842549228474354e+02
6.257700000000000000e+04 9.630466724227485997e+01
6.257800000000000000e+04 2.703296705321889704e+01
6.257900000000000000e+04 3.927512939113820494e+02
6.258000000000000000e+04 2.875254861374676807e+01
6.258100000000000000e+04 7.555143269549441811e+02
6.258200000000000000e+04 2.216091101069440015e+02
6.258300000000000000e+04 1.635960874115539809e+00
