# realization, S_1/2
4.999900000000000000e+04 3.904676553222578368e+05
5.000000000000000000e+04 7.718532128577302501e+04
5.000100000000000000e+04 3.171814963097257714e+04
5.000200000000000000e+04 6.733431107209576112e+03
5.000300000000000000e+04 2.115648092683613504e+04
5.000400000000000000e+04 1.227663053305228095e+04
5.000500000000000000e+04 6.884729743370323558e+04
5.000600000000000000e+04 5.646392690149364353e+04
5.000700000000000000e+04 1.353939293586992972e+04
5.000800000000000000e+04 2.192733105549839820e+04
5.000900000000000000e+04 3.251428141681799752e+04
5.001000000000000000e+04 1.885973385028943449e+04
5.001100000000000000e+04 8.133798011552380922e+04
5.001200000000000000e+04 1.284152596404795622e+04
5.001300000000000000e+04 2.534870724991149473e+04
5.001400000000000000e+04 6.857781050577872520e+03
5.001500000000000000e+04 9.902030376836652067e+03
5.001600000000000000e+04 7.319354844673190382e+04
5.001700000000000000e+04 5.700619387673413439e+04
5.001800000000000000e+04 4.573227835574872006e+04
5.001900000000000000e+04 2.951415306211763163e+04
5.002000000000000000e+04 3.518366702415938926e+04
5.002100000000000000e+04 5.317308908067783341e+04
5.002200000000000000e+04 1.955983245157905912e+05
5.002300000000000000e+04 1.095912564144161297e+05
5.002400000000000000e+04 3.016781297117638678e+04
5.002500000000000000e+04 1.620777804444810608e+05
5.002600000000000000e+04 3.366056670273288619e+05
5.002700000000000000e+04 2.535493712431025415e+04
5.002800000000000000e+04 9.271786827715235995e+04
5.002900000000000000e+04 1.111950728276929840e+04
5.003000000000000000e+04 7.769204091552334830e+03
5.003100000000000000e+04 1.781631921691048774e+04
5.003200000000000000e+04 1.450098545051994006e+04
5.003300000000000000e+04 7.070333708241779277e+03
5.003400000000000000e+04 1.523272313934074009e+04
5.003500000000000000e+04 7.114991858227299235e+04
5.003600000000000000e+04 1.412212990707442441e+04
5.003700000000000000e+04 4.215782476618757937e+04
5.003800000000000000e+04 2.471495051018594677e+04
5.003900000000000000e+04 3.055287752796715722e+04
5.004000000000000000e+04 1.692308541041409626e+04
5.004100000000000000e+04 3.818543921255249734e+04
5.004200000000000000e+04 1.799898971029545282e+04
5.004300000000000000e+04 1.106803385167297347e+04
5.004400000000000000e+04 1.991948781740748964e+05
5.004500000000000000e+04 2.382730070255095779e+04
5.004600000000000000e+04 1.770889119474994004e+04
5.004700000000000000e+04 2.816303179526314489e+04
5.004800000000000000e+04 5.333659987532484229e+04
5.004900000000000000e+04 2.195368826592815458e+05
5.005000000000000000e+04 1.603473835197377230e+04
5.005100000000000000e+04 4.349004493232476671e+04
5.005200000000000000e+04 1.057109314086002996e+05
5.005300000000000000e+04 9.119684310238926264e+04
5.005400000000000000e+04 3.479918131247666315e+04
5.005500000000000000e+04 7.457052737101093953e+03
5.005600000000000000e+04 2.046871683430495614e+05
5.005700000000000000e+04 1.544427673366127419e+05
5.005800000000000000e+04 8.558455078422115184e+04
5.005900000000000000e+04 1.612003738301977864e+04
5.006000000000000000e+04 1.512546928018513718e+05
5.006100000000000000e+04 8.267198932160998811e+04
5.006200000000000000e+04 4.122284013117453287e+04
5.006300000000000000e+04 5.542711267704670900e+04
5.006400000000000000e+04 2.934678258550247119e+04
5.006500000000000000e+04 1.472458829715314641e+04
5.006600000000000000e+04 4.388996136063837184e+03
5.006700000000000000e+04 1.492744672034071482e+04
5.006800000000000000e+04 3.358856102959746204e+04
5.006900000000000000e+04 4.361483854753244668e+04
5.007000000000000000e+04 1.563463264534143855e+04
5.007100000000000000e+04 1.286245583588708905e+04
5.007200000000000000e+04 1.058197188550662104e+05
5.007300000000000000e+04 6.240424182206109981e+04
5.007400000000000000e+04 5.164479632623070211e+04
5.007500000000000000e+04 3.654728872244621743e+05
5.007600000000000000e+04 1.576067245455628472e+04
5.007700000000000000e+04 5.057383472216745758e+03
5.007800000000000000e+04 2.803797226932759440e+04
5.007900000000000000e+04 7.452937113707030949e+04
5.008000000000000000e+04 1.615905951354017816e+04
5.008100000000000000e+04 7.975119514352730766e+04
5.008200000000000000e+04 1.194769351032397572e+04
5.008300000000000000e+04 5.462333490150237594e+03
5.008400000000000000e+04 6.387143800500764337e+04
5.008500000000000000e+04 3.517767229102715646e+04
5.008600000000000000e+04 1.592165798098562518e+05
5.008700000000000000e+04 3.167941841598517567e+04
5.008800000000000000e+04 2.873897615246169153e+04
5.008900000000000000e+04 1.874141368351135679e+04
5.009000000000000000e+04 5.607589761175833701e+04
5.009100000000000000e+04 1.241811651571621042e+04
5.009200000000000000e+04 6.378893092582361533e+03
5.009300000000000000e+04 2.731552436731270063e+04
5.009400000000000000e+04 4.164085559329513490e+04
5.009500000000000000e+04 8.993461653052215115e+04
5.009600000000000000e+04 2.722596880856117350e+05
5.009700000000000000e+04 2.898631471737926404e+04
5.009800000000000000e+04 4.142754484946100092e+03
5.009900000000000000e+04 2.159933822458543000e+05
5.010000000000000000e+04 2.509027704313646609e+04
5.010100000000000000e+04 3.830067601244240359e+04
5.010200000000000000e+04 6.119562991928656629e+03
5.010300000000000000e+04 1.081556039558684461e+04
5.010400000000000000e+04 6.975958947559646913e+04
5.010500000000000000e+04 4.254307788817122491e+04
5.010600000000000000e+04 2.773581737621231150e+04
5.010700000000000000e+04 2.273419507110397171e+04
5.010800000000000000e+04 1.975252391393129656e+05
5.010900000000000000e+04 1.249586908360832167e+05
5.011000000000000000e+04 3.908171401860926999e+05
5.011100000000000000e+04 6.231468594002941390e+05
5.011200000000000000e+04 1.163551378300868237e+05
5.011300000000000000e+04 4.216060260874695814e+04
5.011400000000000000e+04 2.120656850515276165e+04
5.011500000000000000e+04 3.684819390445748286e+04
5.011600000000000000e+04 5.565747409452478314e+04
5.011700000000000000e+04 1.513828378704725474e+05
5.011800000000000000e+04 3.014026729867361792e+04
5.011900000000000000e+04 6.849450487527016958e+04
5.012000000000000000e+04 2.380671536916698460e+04
5.012100000000000000e+04 1.370681565401772968e+04
5.012200000000000000e+04 3.443205481891443924e+04
5.012300000000000000e+04 3.538252838169844472e+04
5.012400000000000000e+04 6.286731057681528182e+04
5.012500000000000000e+04 7.829393588613410247e+04
5.012600000000000000e+04 4.007717068345487496e+04
5.012700000000000000e+04 1.591687451010869408e+05
5.012800000000000000e+04 7.680132134249793307e+04
5.012900000000000000e+04 8.134492252069891947e+03
5.013000000000000000e+04 3.406599261590438982e+04
5.013100000000000000e+04 1.425258953682296851e+05
5.013200000000000000e+04 3.843905167563135910e+04
5.013300000000000000e+04 1.043175433337696886e+05
5.013400000000000000e+04 5.111895295723302297e+03
5.013500000000000000e+04 1.672393661332448391e+04
5.013600000000000000e+04 1.022607952712500992e+04
5.013700000000000000e+04 3.822889094101118098e+04
5.013800000000000000e+04 1.060298786299576459e+05
5.013900000000000000e+04 2.299135564668543884e+04
5.014000000000000000e+04 2.772902675982890651e+04
5.014100000000000000e+04 3.504156784791252721e+04
5.014200000000000000e+04 1.048979274162334768e+05
5.014300000000000000e+04 1.051389813622858637e+05
5.014400000000000000e+04 3.963653172958658251e+04
5.014500000000000000e+04 8.900443328468808613e+04
5.014600000000000000e+04 1.241488638939687371e+04
5.014700000000000000e+04 1.705445015405302111e+05
5.014800000000000000e+04 2.593590440218029544e+05
5.014900000000000000e+04 8.107497053035277349e+04
5.015000000000000000e+04 6.688250307928944494e+03
5.015100000000000000e+04 2.327336761540308362e+05
5.015200000000000000e+04 6.289978971597165946e+04
5.015300000000000000e+04 7.453643270032794680e+04
5.015400000000000000e+04 2.203172032403672347e+04
5.015500000000000000e+04 2.686145714332898569e+04
5.015600000000000000e+04 3.540766990858114150e+04
5.015700000000000000e+04 1.002731279938418083e+04
