# realization, C_[ell=2] 
8.749900000000000000e+04 3.267551887446090404e+03
8.750000000000000000e+04 1.517960941979333256e+03
8.750100000000000000e+04 8.151244879223743283e+02
8.750200000000000000e+04 4.605371295971461336e+02
8.750300000000000000e+04 7.946658105555662814e+02
8.750400000000000000e+04 2.161971013883999433e+02
8.750500000000000000e+04 1.540764177985372498e+03
8.750600000000000000e+04 1.335468770642706204e+03
8.750700000000000000e+04 7.318902578170017250e+02
8.750800000000000000e+04 8.283645783688416486e+02
8.750900000000000000e+04 8.965230917553598147e+02
8.751000000000000000e+04 7.281803464335581566e+02
8.751100000000000000e+04 1.586696169961687929e+03
8.751200000000000000e+04 3.452409708465601739e+02
8.751300000000000000e+04 7.193292234682552362e+02
8.751400000000000000e+04 4.169874855589625895e+02
8.751500000000000000e+04 3.591743189987167852e+02
8.751600000000000000e+04 1.499458673926893880e+03
8.751700000000000000e+04 1.287338311454484938e+03
8.751800000000000000e+04 1.154394908477223680e+03
8.751900000000000000e+04 6.555902376209417071e+02
8.752000000000000000e+04 1.065254689227014524e+03
8.752100000000000000e+04 1.099924484708358932e+03
8.752200000000000000e+04 2.381595059263912844e+03
8.752300000000000000e+04 1.783650429451510263e+03
8.752400000000000000e+04 8.990617282795686833e+02
8.752500000000000000e+04 2.071007289006099654e+03
8.752600000000000000e+04 2.993958831987390568e+03
8.752700000000000000e+04 5.642274839318008617e+02
8.752800000000000000e+04 1.610953386769292138e+03
8.752900000000000000e+04 3.354570795246813759e+02
8.753000000000000000e+04 5.592487110524366472e+02
8.753100000000000000e+04 4.624906382115862016e+02
8.753200000000000000e+04 6.417057276231522565e+02
8.753300000000000000e+04 2.870302876179219425e+02
8.753400000000000000e+04 5.072254771916846039e+02
8.753500000000000000e+04 1.382968491863182862e+03
8.753600000000000000e+04 4.261114141528516939e+02
8.753700000000000000e+04 1.161298589553615102e+03
8.753800000000000000e+04 8.790605523698671959e+02
8.753900000000000000e+04 8.832156810056461609e+02
8.754000000000000000e+04 6.207307731022057169e+02
