# realization, S_1/2
2.499900000000000000e+04 3.904676553222578368e+05
2.500000000000000000e+04 7.718532128577302501e+04
2.500100000000000000e+04 3.171814963097257714e+04
2.500200000000000000e+04 6.733431107209576112e+03
2.500300000000000000e+04 2.115648092683613504e+04
2.500400000000000000e+04 1.227663053305228095e+04
2.500500000000000000e+04 6.884729743370323558e+04
2.500600000000000000e+04 5.646392690149364353e+04
2.500700000000000000e+04 1.353939293586992972e+04
2.500800000000000000e+04 2.192733105549839820e+04
2.500900000000000000e+04 3.251428141681799752e+04
2.501000000000000000e+04 1.885973385028943449e+04
2.501100000000000000e+04 8.133798011552380922e+04
2.501200000000000000e+04 1.284152596404795622e+04
2.501300000000000000e+04 2.534870724991149473e+04
2.501400000000000000e+04 6.857781050577872520e+03
2.501500000000000000e+04 9.902030376836652067e+03
2.501600000000000000e+04 7.319354844673190382e+04
2.501700000000000000e+04 5.700619387673413439e+04
2.501800000000000000e+04 4.573227835574872006e+04
2.501900000000000000e+04 2.951415306211763163e+04
2.502000000000000000e+04 3.518366702415938926e+04
2.502100000000000000e+04 5.317308908067783341e+04
2.502200000000000000e+04 1.955983245157905912e+05
2.502300000000000000e+04 1.095912564144161297e+05
2.502400000000000000e+04 3.016781297117638678e+04
2.502500000000000000e+04 1.620777804444810608e+05
2.502600000000000000e+04 3.366056670273288619e+05
2.502700000000000000e+04 2.535493712431025415e+04
2.502800000000000000e+04 9.271786827715235995e+04
2.502900000000000000e+04 1.111950728276929840e+04
2.503000000000000000e+04 7.769204091552334830e+03
2.503100000000000000e+04 1.781631921691048774e+04
2.503200000000000000e+04 1.450098545051994006e+04
2.503300000000000000e+04 7.070333708241779277e+03
2.503400000000000000e+04 1.523272313934074009e+04
2.503500000000000000e+04 7.114991858227299235e+04
2.503600000000000000e+04 1.412212990707442441e+04
2.503700000000000000e+04 4.215782476618757937e+04
2.503800000000000000e+04 2.471495051018594677e+04
2.503900000000000000e+04 3.055287752796715722e+04
2.504000000000000000e+04 1.692308541041409626e+04
2.504100000000000000e+04 3.818543921255249734e+04
2.504200000000000000e+04 1.799898971029545282e+04
2.504300000000000000e+04 1.106803385167297347e+04
