# realization, C(theta=180) 
7.499900000000000000e+04 9.824840006147869644e+02
7.500000000000000000e+04 4.735490442667547200e+02
7.500100000000000000e+04 7.036084431254712968e+01
7.500200000000000000e+04 2.796828529425420129e+02
7.500300000000000000e+04 2.197856881146168746e+02
7.500400000000000000e+04 8.656475106943257458e+01
7.500500000000000000e+04 4.696673595319180095e+02
7.500600000000000000e+04 2.826044992369185138e+02
7.500700000000000000e+04 2.881013131453309484e+02
7.500800000000000000e+04 2.438357613180444332e+02
7.500900000000000000e+04 1.624092945417303326e+02
7.501000000000000000e+04 -5.741649785032421960e+01
7.501100000000000000e+04 4.674119873759269694e+02
7.501200000000000000e+04 2.962734724894022520e+02
7.501300000000000000e+04 5.994175504584055858e+01
7.501400000000000000e+04 1.979762734318684920e+02
7.501500000000000000e+04 -2.193797097286691269e+02
7.501600000000000000e+04 6.885682495290566294e+02
7.501700000000000000e+04 4.766359547208210188e+02
7.501800000000000000e+04 6.866576248432168086e+02
7.501900000000000000e+04 7.464608859664871261e+02
7.502000000000000000e+04 7.221137561811312366e+01
7.502100000000000000e+04 2.578529756494068579e+02
7.502200000000000000e+04 7.616079663163518489e+02
7.502300000000000000e+04 6.370995198696316493e+02
7.502400000000000000e+04 3.206369440902290648e+02
7.502500000000000000e+04 3.466052895388236266e+02
7.502600000000000000e+04 1.113243897450863642e+03
7.502700000000000000e+04 -1.386245144740595379e+02
7.502800000000000000e+04 5.979539564138037804e+02
7.502900000000000000e+04 -1.078832488600281181e+02
7.503000000000000000e+04 1.275365674250726329e+02
7.503100000000000000e+04 -2.310350127765644856e+02
7.503200000000000000e+04 4.939064327949779454e+01
7.503300000000000000e+04 -1.977664746551437815e+02
7.503400000000000000e+04 -7.117579065483570844e+01
7.503500000000000000e+04 6.613254287988323767e+02
7.503600000000000000e+04 1.578989433658526309e+02
7.503700000000000000e+04 3.269214139857618875e+02
7.503800000000000000e+04 2.922930659554829163e+02
7.503900000000000000e+04 1.893036737726073397e+02
7.504000000000000000e+04 1.259629255134112071e+02
7.504100000000000000e+04 4.159722454651719090e+02
7.504200000000000000e+04 1.210351545369582027e+01
7.504300000000000000e+04 1.581378846269006999e+02
7.504400000000000000e+04 1.108798578484169184e+03
7.504500000000000000e+04 2.340919541099525816e+02
7.504600000000000000e+04 -3.737340464214290137e+01
7.504700000000000000e+04 3.219155130092098602e+02
7.504800000000000000e+04 3.978296567242691708e+02
7.504900000000000000e+04 8.583293276094027533e+02
7.505000000000000000e+04 7.825479951562246583e+01
7.505100000000000000e+04 1.606031156564230855e+02
7.505200000000000000e+04 2.607417965291366500e+02
7.505300000000000000e+04 5.316234172710052235e+02
7.505400000000000000e+04 1.909638146760643451e+02
7.505500000000000000e+04 -9.586788070749821600e+01
7.505600000000000000e+04 9.779063904233840958e+02
7.505700000000000000e+04 6.290472595424062092e+02
7.505800000000000000e+04 5.281256942076839778e+02
7.505900000000000000e+04 -3.609222851508387464e+01
7.506000000000000000e+04 -3.695334534531451709e+02
7.506100000000000000e+04 1.968129629731255363e+02
7.506200000000000000e+04 -3.407035950434084270e+01
7.506300000000000000e+04 4.038762835841500021e+01
7.506400000000000000e+04 2.561672151353577647e+02
7.506500000000000000e+04 1.081356872760014483e+02
7.506600000000000000e+04 2.193423555615352711e+02
7.506700000000000000e+04 -1.000993200219366486e+01
7.506800000000000000e+04 4.347471443788830925e+02
7.506900000000000000e+04 6.528818698609538842e+02
7.507000000000000000e+04 -1.814173693081503984e+02
7.507100000000000000e+04 4.320568046625266447e+02
7.507200000000000000e+04 3.807283527051505416e+02
7.507300000000000000e+04 5.228735083328936071e+02
7.507400000000000000e+04 1.777863438674820600e+02
7.507500000000000000e+04 9.188241842054069366e+02
7.507600000000000000e+04 2.395842549228474354e+02
