# realization, C_[ell=2] 
2.499900000000000000e+04 3.267551887446090404e+03
2.500000000000000000e+04 1.517960941979333029e+03
2.500100000000000000e+04 8.151244879223743283e+02
2.500200000000000000e+04 4.605371295971459631e+02
2.500300000000000000e+04 7.946658105555662814e+02
2.500400000000000000e+04 2.161971013883999433e+02
2.500500000000000000e+04 1.540764177985372271e+03
2.500600000000000000e+04 1.335468770642706204e+03
2.500700000000000000e+04 7.318902578170017250e+02
2.500800000000000000e+04 8.283645783688414213e+02
2.500900000000000000e+04 8.965230917553598147e+02
2.501000000000000000e+04 7.281803464335582703e+02
2.501100000000000000e+04 1.586696169961687929e+03
2.501200000000000000e+04 3.452409708465601739e+02
2.501300000000000000e+04 7.193292234682552362e+02
2.501400000000000000e+04 4.169874855589625895e+02
2.501500000000000000e+04 3.591743189987167852e+02
2.501600000000000000e+04 1.499458673926893653e+03
2.501700000000000000e+04 1.287338311454484483e+03
2.501800000000000000e+04 1.154394908477223908e+03
2.501900000000000000e+04 6.555902376209413660e+02
2.502000000000000000e+04 1.065254689227014524e+03
2.502100000000000000e+04 1.099924484708358932e+03
2.502200000000000000e+04 2.381595059263912390e+03
2.502300000000000000e+04 1.783650429451510490e+03
2.502400000000000000e+04 8.990617282795684559e+02
2.502500000000000000e+04 2.071007289006099654e+03
2.502600000000000000e+04 2.993958831987390568e+03
2.502700000000000000e+04 5.642274839318009754e+02
2.502800000000000000e+04 1.610953386769292365e+03
2.502900000000000000e+04 3.354570795246814328e+02
2.503000000000000000e+04 5.592487110524366472e+02
2.503100000000000000e+04 4.624906382115862016e+02
2.503200000000000000e+04 6.417057276231524838e+02
2.503300000000000000e+04 2.870302876179219425e+02
2.503400000000000000e+04 5.072254771916847176e+02
2.503500000000000000e+04 1.382968491863182862e+03
2.503600000000000000e+04 4.261114141528517507e+02
2.503700000000000000e+04 1.161298589553615102e+03
2.503800000000000000e+04 8.790605523698671959e+02
2.503900000000000000e+04 8.832156810056459335e+02
2.504000000000000000e+04 6.207307731022057169e+02
2.504100000000000000e+04 1.065860519175864283e+03
2.504200000000000000e+04 6.891864623947228665e+02
2.504300000000000000e+04 2.511262879312777727e+02
2.504400000000000000e+04 2.236224562653425437e+03
2.504500000000000000e+04 9.185654309404930018e+02
2.504600000000000000e+04 6.610941373567119399e+02
2.504700000000000000e+04 9.416407075909422701e+02
2.504800000000000000e+04 1.297072864864573376e+03
2.504900000000000000e+04 2.373874630740582234e+03
2.505000000000000000e+04 6.507933145748493189e+02
2.505100000000000000e+04 1.115882099421801513e+03
2.505200000000000000e+04 1.723041215232189188e+03
2.505300000000000000e+04 1.703501412475113511e+03
2.505400000000000000e+04 1.065915813141688432e+03
2.505500000000000000e+04 5.064456511133520280e+02
2.505600000000000000e+04 2.283701132471777328e+03
2.505700000000000000e+04 2.022174361911640744e+03
2.505800000000000000e+04 1.618844514777270433e+03
2.505900000000000000e+04 6.353156505861505821e+02
2.506000000000000000e+04 1.358872522958608670e+03
2.506100000000000000e+04 1.458106996101573486e+03
2.506200000000000000e+04 1.157544737901716417e+03
2.506300000000000000e+04 1.112192784286879260e+03
2.506400000000000000e+04 9.761468061746161311e+02
2.506500000000000000e+04 5.637403472798365556e+02
2.506600000000000000e+04 2.988289387084991517e+02
2.506700000000000000e+04 7.740349459517367450e+02
2.506800000000000000e+04 9.428793069380133147e+02
2.506900000000000000e+04 6.295600111060746258e+02
2.507000000000000000e+04 6.640417598252417974e+02
2.507100000000000000e+04 5.672816114655362298e+02
2.507200000000000000e+04 1.739192104849982343e+03
2.507300000000000000e+04 1.326099594898037367e+03
2.507400000000000000e+04 1.217135166411615273e+03
2.507500000000000000e+04 3.090694876697653399e+03
2.507600000000000000e+04 6.980829113101859775e+02
2.507700000000000000e+04 2.008384061078195657e+02
2.507800000000000000e+04 9.147530577356955064e+02
2.507900000000000000e+04 1.501281731495660779e+03
2.508000000000000000e+04 7.523894781602705280e+02
2.508100000000000000e+04 1.481390442797244759e+03
2.508200000000000000e+04 6.374227520961652544e+02
