# realization, C_[ell=2] 
4.999900000000000000e+04 3.267551887446090404e+03
5.000000000000000000e+04 1.517960941979333029e+03
5.000100000000000000e+04 8.151244879223743283e+02
5.000200000000000000e+04 4.605371295971459631e+02
5.000300000000000000e+04 7.946658105555662814e+02
5.000400000000000000e+04 2.161971013883999433e+02
5.000500000000000000e+04 1.540764177985372271e+03
5.000600000000000000e+04 1.335468770642706204e+03
5.000700000000000000e+04 7.318902578170017250e+02
5.000800000000000000e+04 8.283645783688414213e+02
5.000900000000000000e+04 8.965230917553598147e+02
5.001000000000000000e+04 7.281803464335582703e+02
5.001100000000000000e+04 1.586696169961687929e+03
5.001200000000000000e+04 3.452409708465601739e+02
5.001300000000000000e+04 7.193292234682552362e+02
5.001400000000000000e+04 4.169874855589625895e+02
5.001500000000000000e+04 3.591743189987167852e+02
5.001600000000000000e+04 1.499458673926893653e+03
5.001700000000000000e+04 1.287338311454484483e+03
5.001800000000000000e+04 1.154394908477223908e+03
5.001900000000000000e+04 6.555902376209413660e+02
5.002000000000000000e+04 1.065254689227014524e+03
5.002100000000000000e+04 1.099924484708358932e+03
5.002200000000000000e+04 2.381595059263912390e+03
5.002300000000000000e+04 1.783650429451510490e+03
5.002400000000000000e+04 8.990617282795684559e+02
5.002500000000000000e+04 2.071007289006099654e+03
5.002600000000000000e+04 2.993958831987390568e+03
5.002700000000000000e+04 5.642274839318009754e+02
5.002800000000000000e+04 1.610953386769292365e+03
5.002900000000000000e+04 3.354570795246814328e+02
5.003000000000000000e+04 5.592487110524366472e+02
5.003100000000000000e+04 4.624906382115862016e+02
5.003200000000000000e+04 6.417057276231524838e+02
5.003300000000000000e+04 2.870302876179219425e+02
5.003400000000000000e+04 5.072254771916847176e+02
5.003500000000000000e+04 1.382968491863182862e+03
5.003600000000000000e+04 4.261114141528517507e+02
5.003700000000000000e+04 1.161298589553615102e+03
5.003800000000000000e+04 8.790605523698671959e+02
5.003900000000000000e+04 8.832156810056459335e+02
5.004000000000000000e+04 6.207307731022057169e+02
5.004100000000000000e+04 1.065860519175864283e+03
5.004200000000000000e+04 6.891864623947228665e+02
5.004300000000000000e+04 2.511262879312777727e+02
5.004400000000000000e+04 2.236224562653425437e+03
5.004500000000000000e+04 9.185654309404930018e+02
5.004600000000000000e+04 6.610941373567119399e+02
5.004700000000000000e+04 9.416407075909422701e+02
