# realization, C(theta=180) 
1.249900000000000000e+04 6.076008127399326213e+02
1.250000000000000000e+04 6.293624969477630202e+02
1.250100000000000000e+04 4.230715068723897616e+02
1.250200000000000000e+04 3.261447633404204680e+02
1.250300000000000000e+04 1.803175541316319368e+02
1.250400000000000000e+04 1.964576962591377765e+02
1.250500000000000000e+04 7.300178294746237952e+02
1.250600000000000000e+04 1.598188772418635608e+02
1.250700000000000000e+04 -4.563898988841175708e+01
1.250800000000000000e+04 8.066221054024101988e+01
1.250900000000000000e+04 -1.137212678836325352e+02
1.251000000000000000e+04 -1.178768211472974201e+02
1.251100000000000000e+04 6.489178672083471611e+01
1.251200000000000000e+04 2.163509938621480728e+02
1.251300000000000000e+04 1.647470573274411834e+02
1.251400000000000000e+04 2.036166117877169768e+01
1.251500000000000000e+04 -1.630727221765969546e+02
1.251600000000000000e+04 6.165446235047503478e+02
1.251700000000000000e+04 4.567632875641081682e+02
1.251800000000000000e+04 8.693899617513696967e+02
1.251900000000000000e+04 5.392995191767570304e+02
1.252000000000000000e+04 -3.060277815570645998e+02
1.252100000000000000e+04 2.698582629363647243e+02
1.252200000000000000e+04 3.915105738887399980e+02
1.252300000000000000e+04 7.065180382786477367e+02
1.252400000000000000e+04 3.028170176572537571e+02
1.252500000000000000e+04 5.037404595477376006e+02
1.252600000000000000e+04 9.775059362352668586e+02
1.252700000000000000e+04 -9.768740494919927642e+01
1.252800000000000000e+04 8.346430699137999909e+02
1.252900000000000000e+04 -3.258693785731947514e+02
1.253000000000000000e+04 1.894883884295611836e+02
1.253100000000000000e+04 -3.063474625789262404e+02
1.253200000000000000e+04 1.070834794470804354e+02
1.253300000000000000e+04 -1.296797774901031630e+02
1.253400000000000000e+04 -9.841836318800704930e+01
1.253500000000000000e+04 6.055656962292201797e+02
1.253600000000000000e+04 2.127338667832005683e+02
1.253700000000000000e+04 4.557530563197717584e+02
1.253800000000000000e+04 2.811807562092549233e+02
1.253900000000000000e+04 1.197304093015143280e+02
1.254000000000000000e+04 -1.164581512807486945e+02
1.254100000000000000e+04 6.484829595496919410e+02
1.254200000000000000e+04 3.173811531488294122e+02
1.254300000000000000e+04 2.994120165136536684e+02
1.254400000000000000e+04 9.076086002462398028e+02
1.254500000000000000e+04 3.386738648631837805e+02
1.254600000000000000e+04 -1.189653202523952018e+02
1.254700000000000000e+04 3.132213304581283069e+02
1.254800000000000000e+04 5.328262664508965827e+02
1.254900000000000000e+04 9.782194082068499483e+02
1.255000000000000000e+04 6.859675699469406140e+01
1.255100000000000000e+04 -1.445340655664641645e+02
1.255200000000000000e+04 2.597554620535892695e+02
1.255300000000000000e+04 4.127099147180003911e+02
1.255400000000000000e+04 3.153908453777410159e+01
1.255500000000000000e+04 -1.175027096869101229e+02
1.255600000000000000e+04 1.302245130902897927e+03
1.255700000000000000e+04 4.151646206893612430e+02
1.255800000000000000e+04 1.227365354813693159e+02
1.255900000000000000e+04 1.569762343242147722e+02
1.256000000000000000e+04 -3.772048378037181919e+02
1.256100000000000000e+04 1.325776700854789283e+02
1.256200000000000000e+04 -1.668275029687445681e+02
1.256300000000000000e+04 4.842346876711474124e+02
1.256400000000000000e+04 2.344259391456360504e+02
1.256500000000000000e+04 1.439010903942146058e+02
1.256600000000000000e+04 2.966497299146461160e+02
1.256700000000000000e+04 5.111922807890084641e+01
1.256800000000000000e+04 4.209939562067563656e+02
1.256900000000000000e+04 4.605602725791619605e+02
1.257000000000000000e+04 5.041577613070612074e+01
1.257100000000000000e+04 5.137138862497249647e+02
1.257200000000000000e+04 3.492093148543075358e+02
1.257300000000000000e+04 5.602058315348897395e+02
1.257400000000000000e+04 2.694628543888901504e+02
1.257500000000000000e+04 7.753592804770926250e+02
1.257600000000000000e+04 2.246049014756624729e+02
1.257700000000000000e+04 1.638429323386323233e+01
1.257800000000000000e+04 2.079982678747483078e+02
1.257900000000000000e+04 3.703848463450956388e+02
1.258000000000000000e+04 2.591299650977967417e+02
1.258100000000000000e+04 3.927021947298040345e+02
1.258200000000000000e+04 2.895796710571687527e+02
1.258300000000000000e+04 1.125466281497907772e+02
1.258400000000000000e+04 3.774953811060454427e+02
1.258500000000000000e+04 3.148803042788505877e+02
1.258600000000000000e+04 7.542929062363134562e+02
1.258700000000000000e+04 5.308462221000513637e+01
1.258800000000000000e+04 -1.300172811406369533e+02
1.258900000000000000e+04 -1.404881839567065072e+02
