# realization, S_1/2
6.249900000000000000e+04 1.384156956811787386e+05
6.250000000000000000e+04 7.828140455722172919e+04
6.250100000000000000e+04 1.971477289298063261e+04
6.250200000000000000e+04 3.067143796796068273e+04
6.250300000000000000e+04 1.109531468676592158e+04
6.250400000000000000e+04 2.258057490714978485e+04
6.250500000000000000e+04 1.455361965028493723e+05
6.250600000000000000e+04 3.723229218240047339e+04
6.250700000000000000e+04 1.867789788095116091e+04
6.250800000000000000e+04 1.454516471911208100e+04
6.250900000000000000e+04 5.565789971255386627e+04
6.251000000000000000e+04 2.780348830447348519e+03
6.251100000000000000e+04 2.598981759739323752e+04
6.251200000000000000e+04 8.683685305363565931e+03
6.251300000000000000e+04 3.343825592669619073e+04
6.251400000000000000e+04 7.934281106780772461e+03
6.251500000000000000e+04 2.530645007485742462e+04
6.251600000000000000e+04 5.303120503539009223e+04
6.251700000000000000e+04 6.456329039483305678e+04
6.251800000000000000e+04 7.402622979656737880e+04
6.251900000000000000e+04 1.247341131327348194e+04
6.252000000000000000e+04 2.153811280517072737e+04
6.252100000000000000e+04 1.163177456412799802e+05
6.252200000000000000e+04 1.232006567257847491e+05
6.252300000000000000e+04 9.496425148315847036e+04
6.252400000000000000e+04 4.188330617002518557e+04
6.252500000000000000e+04 2.907128318974323338e+05
6.252600000000000000e+04 2.550842674080440484e+05
6.252700000000000000e+04 9.978914203913753227e+03
6.252800000000000000e+04 1.555392359586288221e+05
6.252900000000000000e+04 1.111785110202937358e+04
6.253000000000000000e+04 1.520480257133851774e+04
6.253100000000000000e+04 2.169879838966568786e+04
6.253200000000000000e+04 1.113080866803917525e+04
6.253300000000000000e+04 2.275134829681905558e+03
6.253400000000000000e+04 1.962023199683759594e+04
6.253500000000000000e+04 3.961225690515356109e+04
6.253600000000000000e+04 1.904653560017705604e+04
6.253700000000000000e+04 3.115967294789618245e+04
6.253800000000000000e+04 3.869263327220691281e+04
6.253900000000000000e+04 2.229941987607905321e+04
6.254000000000000000e+04 2.782438665306754410e+04
6.254100000000000000e+04 8.229363303274956706e+04
6.254200000000000000e+04 1.663834175497775868e+04
6.254300000000000000e+04 1.345984942135878555e+04
6.254400000000000000e+04 1.001229609635694069e+05
6.254500000000000000e+04 4.380934553035854333e+04
6.254600000000000000e+04 2.341396965575120703e+04
6.254700000000000000e+04 1.737116499707754338e+04
6.254800000000000000e+04 8.755290226301389339e+04
6.254900000000000000e+04 2.146746782168312347e+05
6.255000000000000000e+04 2.174141400274451371e+04
6.255100000000000000e+04 1.327499745259570045e+04
6.255200000000000000e+04 7.527932496194032137e+04
6.255300000000000000e+04 4.816396602397253446e+04
6.255400000000000000e+04 3.667009206691123836e+04
6.255500000000000000e+04 7.897793688399964594e+03
6.255600000000000000e+04 4.747907127878074534e+05
6.255700000000000000e+04 3.899559861664382333e+04
6.255800000000000000e+04 2.230717157193241292e+04
6.255900000000000000e+04 1.567071230736174766e+04
6.256000000000000000e+04 6.708118681843239756e+04
6.256100000000000000e+04 5.920778606637352641e+04
6.256200000000000000e+04 9.857513857238449418e+03
6.256300000000000000e+04 3.280746001891420747e+04
6.256400000000000000e+04 4.385615835150495695e+04
6.256500000000000000e+04 9.593140744184845971e+03
6.256600000000000000e+04 4.637244634671609674e+03
6.256700000000000000e+04 3.059434893261751495e+04
6.256800000000000000e+04 2.629136311924897018e+04
6.256900000000000000e+04 3.445123674091062276e+04
6.257000000000000000e+04 3.377906917242478085e+04
6.257100000000000000e+04 2.134225985457540082e+04
6.257200000000000000e+04 6.215880303122204350e+04
6.257300000000000000e+04 1.040212269666191278e+05
6.257400000000000000e+04 6.092024150815302710e+04
6.257500000000000000e+04 2.856892274980334332e+05
6.257600000000000000e+04 8.428539784198907000e+03
6.257700000000000000e+04 4.604208984337289621e+03
6.257800000000000000e+04 1.477937507001439917e+04
6.257900000000000000e+04 2.818458411166135556e+04
6.258000000000000000e+04 2.723969965801437502e+04
6.258100000000000000e+04 2.791229187881914913e+04
6.258200000000000000e+04 1.251383159088777757e+04
6.258300000000000000e+04 6.020053785023274941e+03
6.258400000000000000e+04 7.187427165846158459e+04
6.258500000000000000e+04 7.801245652109307412e+04
6.258600000000000000e+04 1.917638567029899277e+05
6.258700000000000000e+04 3.380996270024278056e+04
6.258800000000000000e+04 2.763159827941045296e+04
6.258900000000000000e+04 1.366847578877275191e+04
6.259000000000000000e+04 9.326294803289810079e+04
6.259100000000000000e+04 1.011687688990335664e+04
6.259200000000000000e+04 7.846137118490678404e+03
6.259300000000000000e+04 2.243689594999750261e+04
6.259400000000000000e+04 6.445194681492804375e+04
6.259500000000000000e+04 9.602436847927409690e+04
6.259600000000000000e+04 4.934501552440469968e+05
6.259700000000000000e+04 3.070906300872492648e+04
6.259800000000000000e+04 3.506482351584699700e+03
6.259900000000000000e+04 3.341501516180459876e+05
6.260000000000000000e+04 4.642721369344662526e+04
6.260100000000000000e+04 2.875992773019239030e+04
6.260200000000000000e+04 9.801449985247250879e+03
6.260300000000000000e+04 2.248556202464339731e+04
6.260400000000000000e+04 9.111706632100310526e+04
6.260500000000000000e+04 4.976297790001488465e+04
6.260600000000000000e+04 3.117475605803313738e+04
6.260700000000000000e+04 4.531007036196502304e+04
6.260800000000000000e+04 3.144917704442618997e+05
6.260900000000000000e+04 1.550684706568221154e+05
6.261000000000000000e+04 2.239205500124725804e+05
6.261100000000000000e+04 2.068320274469759315e+05
6.261200000000000000e+04 8.048777266031068575e+04
6.261300000000000000e+04 3.149371565511053268e+04
6.261400000000000000e+04 2.785934339104305036e+04
6.261500000000000000e+04 2.605956905526193441e+04
6.261600000000000000e+04 5.600520477978832787e+04
6.261700000000000000e+04 3.236230521027985378e+04
6.261800000000000000e+04 6.463735870392346988e+04
6.261900000000000000e+04 5.366626557191912434e+04
6.262000000000000000e+04 1.803506441509565047e+04
6.262100000000000000e+04 6.085766794841044430e+03
6.262200000000000000e+04 6.422868477463833551e+04
6.262300000000000000e+04 2.010561006036988329e+04
6.262400000000000000e+04 1.117051438083439280e+05
6.262500000000000000e+04 1.226763082227874547e+05
6.262600000000000000e+04 3.609244480988575378e+04
6.262700000000000000e+04 1.529146529473920527e+05
6.262800000000000000e+04 4.234564715003531455e+04
6.262900000000000000e+04 1.565308684279432964e+04
6.263000000000000000e+04 1.057126497009839659e+05
6.263100000000000000e+04 1.112201224349176919e+05
6.263200000000000000e+04 2.693327325399006077e+04
6.263300000000000000e+04 4.736208542829523503e+04
6.263400000000000000e+04 6.806170092245521118e+03
6.263500000000000000e+04 1.366696840872027133e+04
6.263600000000000000e+04 1.963874211851535438e+04
6.263700000000000000e+04 3.366740632826438377e+04
6.263800000000000000e+04 5.350345370304554672e+04
6.263900000000000000e+04 3.705466309491119318e+04
6.264000000000000000e+04 2.520836126020662414e+04
6.264100000000000000e+04 4.945298303849992226e+04
6.264200000000000000e+04 1.075081688719493104e+05
6.264300000000000000e+04 6.363909091025502130e+04
6.264400000000000000e+04 1.514130166981266120e+04
6.264500000000000000e+04 1.553602063362847257e+05
6.264600000000000000e+04 1.976237065276783687e+04
6.264700000000000000e+04 2.508655918133553059e+05
6.264800000000000000e+04 4.210423647002248326e+05
6.264900000000000000e+04 9.994391100091827684e+04
6.265000000000000000e+04 2.408106523389711583e+04
6.265100000000000000e+04 2.496948746575269324e+05
6.265200000000000000e+04 9.187379393569777312e+04
6.265300000000000000e+04 7.700169924670951150e+04
6.265400000000000000e+04 1.364730448242958300e+04
6.265500000000000000e+04 3.804586623589202645e+04
6.265600000000000000e+04 8.575893752988919732e+04
6.265700000000000000e+04 9.068250559323178095e+03
6.265800000000000000e+04 3.782956959173224459e+04
6.265900000000000000e+04 1.144780845062756125e+05
6.266000000000000000e+04 7.380275635720946593e+04
6.266100000000000000e+04 3.256032136372637615e+04
6.266200000000000000e+04 1.650148199544092495e+04
6.266300000000000000e+04 9.169127324776412934e+03
6.266400000000000000e+04 8.108831941579167324e+04
6.266500000000000000e+04 4.244667643944164593e+04
6.266600000000000000e+04 3.314484454628351523e+04
6.266700000000000000e+04 5.863452585160933813e+04
6.266800000000000000e+04 5.420220675939319335e+04
6.266900000000000000e+04 2.916846348041782621e+05
6.267000000000000000e+04 3.122335946319008872e+04
6.267100000000000000e+04 6.369246096500170097e+04
6.267200000000000000e+04 2.673935555006960567e+04
6.267300000000000000e+04 4.429685480000497046e+04
6.267400000000000000e+04 1.838804122528236621e+04
6.267500000000000000e+04 6.569579579834184551e+04
6.267600000000000000e+04 5.870045647589809960e+04
6.267700000000000000e+04 9.138857093318396073e+04
6.267800000000000000e+04 1.027891760614140003e+04
6.267900000000000000e+04 1.442377104880791376e+04
6.268000000000000000e+04 2.939148946077582877e+03
6.268100000000000000e+04 6.677570625427638333e+03
6.268200000000000000e+04 1.629023882204580150e+04
6.268300000000000000e+04 8.879077461457643949e+03
6.268400000000000000e+04 3.369049870890921011e+04
6.268500000000000000e+04 4.815823330249794526e+04
6.268600000000000000e+04 4.108000498248701660e+03
6.268700000000000000e+04 3.403940114825976252e+03
6.268800000000000000e+04 1.829134821874169211e+04
6.268900000000000000e+04 8.795264923715802142e+05
6.269000000000000000e+04 1.106216437366271712e+05
6.269100000000000000e+04 3.526719575182406697e+04
6.269200000000000000e+04 1.869076067650462937e+04
6.269300000000000000e+04 1.423635955026383817e+04
6.269400000000000000e+04 5.149591588168424641e+04
6.269500000000000000e+04 5.781705883704651205e+04
6.269600000000000000e+04 3.016939820089377099e+04
6.269700000000000000e+04 5.381124447445189435e+04
6.269800000000000000e+04 1.417001286264012197e+04
6.269900000000000000e+04 3.815693218512666590e+03
6.270000000000000000e+04 1.009157037858676777e+05
6.270100000000000000e+04 1.351501308246853296e+05
6.270200000000000000e+04 3.489700545199071348e+04
6.270300000000000000e+04 5.291396199999256351e+04
6.270400000000000000e+04 6.427532976649617012e+03
6.270500000000000000e+04 7.740133185107450117e+04
6.270600000000000000e+04 8.357178701759417891e+03
6.270700000000000000e+04 2.968975102951830486e+05
6.270800000000000000e+04 2.592381329602348851e+05
6.270900000000000000e+04 4.425387470049964031e+04
6.271000000000000000e+04 8.780902183193052770e+04
6.271100000000000000e+04 2.182854345470330009e+04
6.271200000000000000e+04 1.062618767766973615e+05
6.271300000000000000e+04 9.292500578594098624e+04
6.271400000000000000e+04 9.794414437354552501e+04
6.271500000000000000e+04 1.188398082699406514e+05
6.271600000000000000e+04 5.917279767100210847e+03
6.271700000000000000e+04 8.819116349424701184e+03
6.271800000000000000e+04 2.932827685983660194e+04
6.271900000000000000e+04 6.550568206039980287e+05
6.272000000000000000e+04 9.676676957650150143e+03
6.272100000000000000e+04 2.076988235860301575e+04
6.272200000000000000e+04 4.410130380030848755e+04
6.272300000000000000e+04 1.427536016661811736e+05
6.272400000000000000e+04 5.577857884477116750e+04
6.272500000000000000e+04 1.012496331331282454e+04
6.272600000000000000e+04 6.207926068494768697e+04
6.272700000000000000e+04 2.484941268352403713e+05
6.272800000000000000e+04 5.405245363815057499e+04
6.272900000000000000e+04 8.755322673783768550e+04
6.273000000000000000e+04 2.795663202529644332e+04
6.273100000000000000e+04 2.933876528295567550e+04
6.273200000000000000e+04 5.843353889183170395e+03
6.273300000000000000e+04 9.983165228665842733e+03
6.273400000000000000e+04 8.753965389188427071e+04
6.273500000000000000e+04 4.753620128705438401e+04
6.273600000000000000e+04 8.767247559710303904e+04
6.273700000000000000e+04 1.315097306858752563e+04
6.273800000000000000e+04 2.309708710187933684e+04
6.273900000000000000e+04 1.021758730229617940e+05
6.274000000000000000e+04 1.261572059247589277e+04
6.274100000000000000e+04 1.480115500221666116e+04
6.274200000000000000e+04 8.182062670315129799e+04
6.274300000000000000e+04 2.247631739620448934e+04
6.274400000000000000e+04 2.413497601317353838e+05
6.274500000000000000e+04 4.862633631066486123e+04
6.274600000000000000e+04 4.798431583234354912e+04
6.274700000000000000e+04 3.360122794749983586e+04
6.274800000000000000e+04 2.117754155884688953e+04
6.274900000000000000e+04 2.532036445022643238e+04
6.275000000000000000e+04 6.665002023984004336e+04
6.275100000000000000e+04 4.087972866214971145e+04
6.275200000000000000e+04 5.273837367573791562e+04
6.275300000000000000e+04 2.557473216014280479e+04
6.275400000000000000e+04 3.113381173176443917e+04
6.275500000000000000e+04 3.874039643335116853e+04
6.275600000000000000e+04 5.479286269915067351e+03
6.275700000000000000e+04 2.265241438978230144e+04
6.275800000000000000e+04 2.955751598158098204e+03
6.275900000000000000e+04 4.249132442924659699e+04
6.276000000000000000e+04 6.834602100911400839e+02
6.276100000000000000e+04 2.469476821527141874e+04
6.276200000000000000e+04 3.705615998695956660e+04
6.276300000000000000e+04 6.548283503872366418e+04
6.276400000000000000e+04 7.309068301397314826e+03
6.276500000000000000e+04 1.512386441895626740e+04
6.276600000000000000e+04 1.724029645358715497e+05
6.276700000000000000e+04 3.547357611818201349e+03
6.276800000000000000e+04 5.071498615755599894e+04
6.276900000000000000e+04 4.589864686183576850e+04
6.277000000000000000e+04 2.476027182657301455e+04
6.277100000000000000e+04 9.885244277464918923e+03
6.277200000000000000e+04 1.701184585015935299e+05
6.277300000000000000e+04 8.438578945367074994e+03
6.277400000000000000e+04 2.000799077198934901e+04
6.277500000000000000e+04 4.817535230780992424e+04
6.277600000000000000e+04 2.994648543948539009e+04
6.277700000000000000e+04 4.350126676914934251e+03
6.277800000000000000e+04 1.419007888257494778e+04
6.277900000000000000e+04 2.738527385936261999e+04
6.278000000000000000e+04 6.333424422686875187e+04
6.278100000000000000e+04 2.963600863642026525e+04
6.278200000000000000e+04 7.739274182065187779e+04
6.278300000000000000e+04 1.316831478632796498e+05
6.278400000000000000e+04 1.119932341637517238e+05
6.278500000000000000e+04 2.452382005339451280e+04
6.278600000000000000e+04 1.939507329964267774e+04
6.278700000000000000e+04 4.953471028508699965e+04
6.278800000000000000e+04 2.126433729827662755e+05
6.278900000000000000e+04 4.578923014952518133e+04
6.279000000000000000e+04 5.289472303180764357e+03
6.279100000000000000e+04 8.289321304445021087e+04
6.279200000000000000e+04 1.189496287523185856e+04
6.279300000000000000e+04 6.377167358906968002e+04
6.279400000000000000e+04 9.852655984907418315e+04
6.279500000000000000e+04 2.735154497358985100e+04
6.279600000000000000e+04 3.492930932575526822e+04
6.279700000000000000e+04 2.137565346490764932e+05
6.279800000000000000e+04 6.250408768451700598e+04
6.279900000000000000e+04 1.363354016547475767e+05
6.280000000000000000e+04 3.435634590894977737e+04
6.280100000000000000e+04 2.011957212969266766e+04
6.280200000000000000e+04 4.818304081921269244e+04
6.280300000000000000e+04 2.124106865913500951e+04
6.280400000000000000e+04 2.164859874954781262e+05
6.280500000000000000e+04 4.589620614545803255e+04
6.280600000000000000e+04 1.036158366602209135e+05
6.280700000000000000e+04 3.712683893892688502e+04
6.280800000000000000e+04 7.827844029164907988e+04
6.280900000000000000e+04 4.282902854311463307e+04
6.281000000000000000e+04 2.977740314210343058e+03
6.281100000000000000e+04 1.700619624717213737e+05
6.281200000000000000e+04 1.727481447168714294e+04
6.281300000000000000e+04 2.144718032786432741e+04
6.281400000000000000e+04 2.381424584473853465e+05
6.281500000000000000e+04 1.365137090058372996e+05
6.281600000000000000e+04 2.385690468701253485e+04
6.281700000000000000e+04 3.696027513367170468e+04
6.281800000000000000e+04 1.548185427447900292e+05
6.281900000000000000e+04 3.602888569079981971e+04
6.282000000000000000e+04 7.250996825224008353e+04
6.282100000000000000e+04 7.278149625169970022e+03
6.282200000000000000e+04 4.232535096228618204e+04
6.282300000000000000e+04 5.678297356982580095e+04
6.282400000000000000e+04 6.634406252089974259e+03
6.282500000000000000e+04 1.813740421826494639e+04
6.282600000000000000e+04 3.951585030411466869e+04
6.282700000000000000e+04 3.575212756536922825e+04
6.282800000000000000e+04 1.335045197022043285e+05
6.282900000000000000e+04 3.969738432607522554e+04
6.283000000000000000e+04 7.944707659020391475e+03
6.283100000000000000e+04 6.807141552896927169e+04
6.283200000000000000e+04 1.839644374362759118e+04
6.283300000000000000e+04 1.358667842818823738e+04
6.283400000000000000e+04 1.389396116384884517e+05
6.283500000000000000e+04 6.166768717441873378e+03
6.283600000000000000e+04 5.669999423437850055e+04
6.283700000000000000e+04 5.505588478074079467e+04
6.283800000000000000e+04 3.773518396915922949e+03
6.283900000000000000e+04 1.739882373516731968e+04
6.284000000000000000e+04 6.930920209850558604e+04
6.284100000000000000e+04 3.235949666349678300e+05
6.284200000000000000e+04 3.438977023790126259e+04
6.284300000000000000e+04 2.025491463682334870e+04
6.284400000000000000e+04 3.191940944056767421e+03
6.284500000000000000e+04 2.356010127359247417e+04
6.284600000000000000e+04 1.858161714731436950e+04
6.284700000000000000e+04 9.821226574368671572e+04
6.284800000000000000e+04 2.326614835720325209e+04
6.284900000000000000e+04 5.856679011012944102e+04
6.285000000000000000e+04 4.658855164295482100e+05
6.285100000000000000e+04 2.804290375823847717e+05
6.285200000000000000e+04 2.785083761272793708e+03
6.285300000000000000e+04 2.516498051853223296e+04
6.285400000000000000e+04 3.494325513675472030e+04
6.285500000000000000e+04 1.295235049478192013e+04
6.285600000000000000e+04 9.477349167368243798e+04
6.285700000000000000e+04 7.851175236558022152e+04
6.285800000000000000e+04 6.664078316839070794e+03
6.285900000000000000e+04 3.743540757765962553e+03
6.286000000000000000e+04 1.597660467285030754e+05
6.286100000000000000e+04 5.515664221230534895e+04
6.286200000000000000e+04 5.217097336529904860e+05
6.286300000000000000e+04 6.705174081954053690e+03
6.286400000000000000e+04 2.045108278060344455e+05
6.286500000000000000e+04 4.410535610957942845e+04
6.286600000000000000e+04 5.120221635785336548e+04
6.286700000000000000e+04 3.270889462788736637e+04
6.286800000000000000e+04 7.349445408123337984e+03
6.286900000000000000e+04 3.231896726814284921e+04
6.287000000000000000e+04 1.220579339263069560e+05
6.287100000000000000e+04 2.224684147552108043e+05
6.287200000000000000e+04 1.063413221202711429e+05
6.287300000000000000e+04 6.877704288394522155e+04
6.287400000000000000e+04 2.780369743243664561e+04
6.287500000000000000e+04 1.595306540560210487e+04
6.287600000000000000e+04 6.391266367057185562e+03
6.287700000000000000e+04 1.683352851208523862e+04
6.287800000000000000e+04 8.321915651420442737e+04
6.287900000000000000e+04 1.884698972955957288e+04
6.288000000000000000e+04 7.828782594550568319e+03
6.288100000000000000e+04 7.189800129262268456e+03
6.288200000000000000e+04 1.367439899644281832e+05
6.288300000000000000e+04 5.279314503127880744e+04
6.288400000000000000e+04 5.303819667254531851e+03
6.288500000000000000e+04 1.259134629180810407e+04
6.288600000000000000e+04 4.763889354198617184e+03
6.288700000000000000e+04 4.818199416557815857e+04
6.288800000000000000e+04 4.208289725626681320e+04
6.288900000000000000e+04 1.270073363359605901e+04
6.289000000000000000e+04 1.731855188767165528e+05
6.289100000000000000e+04 3.474346053747143014e+05
6.289200000000000000e+04 9.855345658679210828e+03
6.289300000000000000e+04 2.687971898901432869e+05
6.289400000000000000e+04 2.152759943306255082e+04
6.289500000000000000e+04 1.209316226538582487e+04
6.289600000000000000e+04 6.848514722983643878e+04
6.289700000000000000e+04 1.165499720093222131e+05
6.289800000000000000e+04 1.364458839292574703e+04
6.289900000000000000e+04 2.686816205220077245e+04
6.290000000000000000e+04 3.649388184000048204e+04
6.290100000000000000e+04 1.225071919983304251e+05
6.290200000000000000e+04 2.702866236143006245e+05
6.290300000000000000e+04 2.323736652337022315e+04
6.290400000000000000e+04 1.167397886190374447e+04
6.290500000000000000e+04 1.851676665540280374e+04
6.290600000000000000e+04 6.916128676615994664e+03
6.290700000000000000e+04 7.676532651895911840e+04
6.290800000000000000e+04 1.106090137656885781e+04
6.290900000000000000e+04 1.552477113316245086e+05
6.291000000000000000e+04 1.860248575242724110e+04
6.291100000000000000e+04 1.323835377173903362e+04
6.291200000000000000e+04 9.832610850915459741e+04
6.291300000000000000e+04 7.059208737772397581e+04
6.291400000000000000e+04 1.157924575694950363e+04
6.291500000000000000e+04 1.015250255199649546e+05
6.291600000000000000e+04 9.284438567376195351e+03
6.291700000000000000e+04 1.639805888952580062e+04
6.291800000000000000e+04 2.534032004550056172e+03
6.291900000000000000e+04 2.323032652218129806e+04
6.292000000000000000e+04 2.761369689325779327e+05
6.292100000000000000e+04 2.262293320875772770e+04
